,mean,stddev
mass_1,1.345605657686823e+20,3e+18
mass_2,1.439434231317686e+18,1.439434231317686e+17
sma_2,6040.0,250.0
ecc_2,0.024,0.035
aop_2,312.25473145513064,40.0
inc_2,55.61039278308317,0.8
lan_2,128.5920836633314,2.0
mea_2,254.0,2.0
j2r2_1,7.989560449333865,1.0
sprate_1,0.0001579483485967719,0.0
spinc_1,55.61039278308317,4.0
splan_1,128.5920836633314,10.0
