,time,dist,RA-Primary,DEC-Primary,Delta-RA,Delta-RA-err,Delta-DEC,Delta-DEC-err
0,2454089.77821,43.24733,7.241536,21.12197,-0.10693,0.00098,0.01285,0.00052
1,2454360.96605,44.58756,7.358611,20.94389,-0.30433,0.00135,0.15170,0.00107
2,2454361.60390,44.57758,7.359156,20.94258,-0.30475,0.00194,0.15598,0.00100
3,2454364.81935,44.52652,7.361744,20.93622,-0.31466,0.00155,0.16542,0.00100
4,2454382.60946,44.22879,7.371378,20.90974,-0.30501,0.00140,0.19840,0.00156
5,2454439.91481,43.37058,7.346322,20.93681,0.10316,0.00100,0.01377,0.00188
6,2454463.10894,43.20817,7.317322,20.98858,-0.01785,0.01797,-0.02445,0.00703
7,2455177.91708,43.34264,7.520789,20.59475,-0.04470,0.00300,0.10444,0.00300
