,mean,stddev
mass_1,1.4301747297157942e+17,1e+16
mass_2,4.6982527028420584e+16,0
sma_2,3400,350
ecc_2,0.3,0.15
aop_2,78.78296492883767,4.0
inc_2,24.4131977245998,2.0
lan_2,73.23160519828589,4.0
mea_2,329.0,4.0
