,time,Lat_Prim,Long_Prim,DeltaLat_Dysnomia,DeltaLong_Dysnomia,DeltaLat_Dysnomia_err,DeltaLong_Dysnomia_err,DeltaLat_Hercules,DeltaLong_Hercules,DeltaLat_Hercules_err,DeltaLong_Hercules_err
0,2453623.460349914,-14.632084005918635,20.768639472098272,0.2705161594441563,-0.4564518062689572,0.007865017415331226,0.00808945908578769,,,,
1,2453707.380416032,-14.555948943582209,20.0126623975322,-0.39315017849261835,0.06411170778910878,0.006266101180717886,0.006268672972708364,,,,
2,2453967.560622266,-14.414572474483162,21.13360383615134,0.3803542318415509,-0.008040311567797605,0.01064437458418211,0.010337295537316087,,,,
3,2453968.5306230383,-14.416025889250054,21.128100533711237,0.37752692504327,-0.2389568730558737,0.037765519065976826,0.041045512988381334,,,,
4,2453977.5206302004,-14.42821850618236,21.07084207274382,-0.3698947995708579,0.3813001379586248,0.020201428113098534,0.021636883662690957,,,,
5,2453977.810630432,-14.428566270632079,21.068820272152983,-0.3450524464170712,0.40863874438366254,0.0010017668707626222,0.0010117671058983973,,,,
6,2453978.4406309337,-14.429325203938447,21.064378353953465,-0.262251544416614,0.4592351451283256,0.010135030905060847,0.01050070522480062,,,,
7,2454325.0259892275,-14.209822842665478,21.3890663234063,-0.346876722679923,0.3858473637024616,0.0029536580597636663,0.004266960124087393,,,,
8,2457051.111199258,-12.669033987405712,21.89563359108194,-0.08018944153818097,-0.40770796517323854,0.002247832799724929,0.0022259979693281954,,,,
9,2457051.181019334,-12.668846309653215,21.895883698424704,-0.08625033656244341,-0.40084336754362915,0.0021767240391122023,0.002246868551571702,,,,
10,2457054.36134279,-12.660292596983862,21.907893948249605,-0.4097936334396479,0.14502393220993498,0.0021741762147251473,0.002410186038010505,,,,
11,2457054.4320828672,-12.660105918551059,21.908186771029868,-0.4095142007898289,0.15618269365388632,0.002267572440101983,0.0022826463275239977,,,,
12,2458119.224710626,-12.163004746286157,22.513577225788193,0.38565873321090294,0.014549039083978307,0.0023838456052066815,0.003424144883086598,,,,
13,2458119.4233008483,-12.162463990128673,22.51324480176448,0.40115707126702205,-0.02630514209689775,0.0027787724309076204,0.004370100922688194,,,,
14,2458121.202292843,-12.157679386783999,22.510540016509854,0.3785685542389672,-0.3399706427271536,0.0038496138593346733,0.005852671014800944,,,,
15,2458127.1719695353,-12.14149939539454,22.505709267477343,-0.39467410257714164,0.0003414878436101447,0.002818207920366089,0.0034970323057175153,,,,
16,2458128.3640208715,-12.138247141315881,22.50553074719089,-0.4133764046777344,0.23882859013077115,0.002337198790843125,0.002184394183912518,,,,
17,2458132.4033354004,-12.127247991466813,22.50691321852801,0.0716486770969027,0.4217942198623493,0.002284294594580853,0.0022871478352969247,,,,
18,2458152.136737532,-12.074677829402251,22.556832541943436,0.3958616371086521,-0.248733867959016,0.0023011211979130563,0.0022947567523436564,,,,
