name,designation,period,period_err,a,a_err,e,e_err,i,i_err,long_epoch,long_epoch_err,lan,lan_err,pomega,pomega_err,mass_tot,mass_tot_err,diam_1,diam_2,epoch_jd
Mors and Somnus (341520),2007 TY430,972.2,0.5,20990,80,0.1494,0.0007,37.3,0.2,225.6,0.2,347.5,0.3,286,2,0.78,0.01,102,97,2454300.0
