,kboTIME,x,y,z
0,2453781.144138513,-1552027389.5834377,-6288249251.7461815,824154618.3751742
1,2454178.892143194,-1373110050.474411,-6241701885.624871,831910254.8314363
2,2454535.4556320896,-1238209562.1374726,-6289783768.458855,838452692.9472897
3,2454540.314104242,-1234459528.1145291,-6277673486.007239,838537418.1776997
4,2454545.937566633,-1231422323.6787562,-6263550408.9167795,838636298.8398838
5,2455719.585265978,-887573438.6214303,-6179812044.223159,857351437.875563
6,2455719.6540768016,-887715328.0519302,-6179769880.006869,857351618.4905343
7,2455719.7143075117,-887840273.8773843,-6179733154.143231,857351785.4182749
8,2455719.7742981995,-887965359.1381658,-6179696975.175737,857352060.6990777
