,mean,stddev
epoch,2454300.0,
period_1,139.62,0.01
sma_2,9960.0,30.0
ecc_2,0.349,0.003
inc_2,35.1,0.2
long_epoch_2,224.8,0.2
lan_2,312.7,0.3
pomega_2,101.1,0.6
mass_tot,4.0199999999999995e+18,4e+16
diam_1,246.0,
diam_2,221.0,
