name,designation,period,period_err,a,a_err,e,e_err,i,i_err,long_epoch,long_epoch_err,lan,lan_err,pomega,pomega_err,mass_tot,mass_tot_err,diam_1,diam_2,epoch_jd
Sila and Nunam(79360),1997 CS29,12.51006,0.00002,2770,10,0.026,0.006,103.7,0.3,16.9,0.2,140.6,0.2,343,5,10.8,0.2,249,236,2454400.0
