,time,dist,RA-Primary,DEC-Primary,Delta-RA,Delta-RA-err,Delta-DEC,Delta-DEC-err
0,2452214.60917,43.44068,8.239392,20.03161,0.03487,0.00389,-0.05732999999999999,0.0033
1,2452218.08479,43.3815,8.239267,20.031779999999998,-0.0186,0.00281,0.07067000000000001,0.0026899999999999997
2,2452570.48635,43.61672,8.324239,19.70717,-0.030330000000000003,0.00439,0.06795,0.00212
3,2453705.0174,43.0122,8.57565,18.67703,0.00635,0.0019100000000000002,0.01181,0.00123
4,2454383.39036,43.89975,8.740306,17.965529999999998,-0.02058,0.0015400000000000001,0.08526,0.0014
5,2454383.59314,43.89651,8.740464,17.96489,-0.02256,0.0024,0.08415,0.00128
6,2454385.1888,43.87083,8.741683,17.95986,-0.019880000000000002,0.00112,0.04933,0.00172
7,2454426.9396599997,43.16435,8.750417,17.918110000000002,0.02516,0.001,-0.08196,0.00158
8,2454458.08017,42.73706,8.728392,17.99744,-0.02298,0.001,0.08506,0.001
9,2455255.2149900002,42.638020000000004,8.815752999999999,17.541970000000003,0.01344,0.00443,-0.025480000000000003,0.00246
10,2455256.1978599997,42.64617,8.814627999999999,17.546329999999998,0.00897,0.01039,0.0072,0.00495
11,2455290.16707,43.06215,8.786497,17.655079999999998,0.02373,0.00145,-0.08635,0.00134
12,2455313.25672,43.43977,8.782553,17.66956,0.00465,0.0038,-0.04546,0.00221
13,2455345.28191,43.96517,8.799417,17.60183,-0.00822,0.00318,0.06767999999999999,0.0025399999999999997
14,2455987.6705099996,42.62254,8.983881,16.75181,0.0,0.007859999999999999,0.0,0.00011999999999999999
15,2456312.9096,42.53754,9.120267,16.12133,0.0,0.00788,0.0,0.0002
16,2456331.66,42.509809999999995,9.095539,16.22597,0.0,0.00788,0.0,9e-05
17,2456337.9399,42.52474,9.087289,16.260939999999998,0.0,0.00788,0.0,2.9999999999999997e-05
18,2456356.6893599997,42.63835,9.064478,16.357689999999998,0.0,0.007859999999999999,0.0,0.00011
19,2456362.9706,42.697759999999995,9.057811000000001,16.38597,0.0,0.00785,0.0,0.00016999999999999999
