,mean,stddev
mass_1,4.05e+17,6000000000000000.0
mass_2,0.0,0.0
sma_2,3310.0,20.0
ecc_2,0.368,0.004
aop_2,83.19663181224276,0.6
inc_2,54.69590694960457,0.7
lan_2,258.77495160164307,1.0
mea_2,67.30000000000001,0.9
j2r2_1,375.0,37.5
c22r2_1,37.5,3.75
j2r2_2,360.0,36.0
c22r2_2,36.0,3.6
spaop_1,83.19663181224276,0.6
spinc_1,54.69590694960457,0.7
splan_1,258.77495160164307,1.0
sprate_1,0.0002493,2.493e-05
spaop_2,180.0,20.0
spinc_2,54.69590694960457,0.7
splan_2,258.77495160164307,1.0
sprate_2,8.63333557452124e-07,8.63333557452124e-08
