,mean,stddev
mass_1,5.833396659949854e+18,5.833396659949853e+17
mass_2,4.966603340050146e+18,4.9666033400501466e+17
sma_2,2770.0,10.0
ecc_2,0.026000000000000002,0.006
aop_2,185.25765743508768,5.0
inc_2,121.05982231798892,0.3
lan_2,133.95525973267476,0.2
mea_2,33.89999999999998,0.2
j2r2_1,1245.0,124.5
c22r2_1,124.5,12.450000000000001
j2r2_2,1180.0,118.0
c22r2_2,118.0,11.8
spaop_1,185.25765743508768,5.0
spinc_1,121.05982231798892,0.3
splan_1,133.95525973267476,0.2
sprate_1,0.0002493,2.493e-05
spaop_2,180.0,20.0
spinc_2,166.0598223179889,0.3
splan_2,133.95525973267476,0.2
sprate_2,0.0002493,2.493e-05
lat_offset,9.799429403260645e-05,0.005
long_offset,-0.0003810934032553225,0.005
