,mean,stddev
epoch,2454000.0,
period_1,8.3095,0.0001
sma_2,4750.0,40.0
ecc_2,0.18,0.02
inc_2,63.1,0.3
long_epoch_2,142.0,0.3
lan_2,206.1,0.3
pomega_2,213.0,1.0
mass_tot,1.23e+20,3e+18
diam_1,665.0,
diam_2,210.0,
