,time,Lat_Prim,Long_Prim,DeltaLat_Dysnomia,DeltaLong_Dysnomia,DeltaLat_Dysnomia_err,DeltaLong_Dysnomia_err,DeltaLat_Hercules,DeltaLong_Hercules,DeltaLat_Hercules_err,DeltaLong_Hercules_err
0,2453623.460350036,-14.504220375159814,20.43355284033596,-0.08642063276823789,-0.3836641842537352,0.008,0.008,0.06025876743472731,-0.0001236275104555748,0.008,0.008
1,2453707.380416155,-14.460551134367993,20.483271836708983,-0.35094083230674256,0.38567821056220397,0.006,0.006,-0.008040529585890016,-0.10836100216462036,0.006,0.006
2,2453967.560622394,-14.324983819190296,20.63742106821475,0.38927041697108544,-0.10317577940554826,0.01,0.01,0.018465548071581937,-0.09596047273961339,0.01,0.01
3,2453968.5306231664,-14.324475995467159,20.637997952405428,0.4210268293244948,-0.39099313454396767,0.04,0.04,-0.12984585958534312,0.0986880533387486,0.04,0.04
4,2453977.520630329,-14.319796198554185,20.643323938688763,-0.29845130300656747,0.43470850985877146,0.03,0.03,-0.011982180980714378,0.15816137862443155,0.03,0.03
5,2453977.81063056,-14.31963493405511,20.64349073367353,-0.292675165989509,0.4432409090513787,0.001,0.001,-0.03104121606569658,0.07361514898355963,0.001,0.001
6,2453978.440631062,-14.319308744165339,20.64387016610958,-0.23594740550804444,0.4851342510534663,0.01,0.01,-0.013339773390716429,-0.13414469470656665,0.01,0.01
7,2454325.025989362,-14.138278783876453,20.84939210039251,-0.3953999661286417,0.15861587374216762,0.00415,0.00415,-0.0717488459010614,0.1094187722004336,0.00415,0.00415
8,2457051.1111994446,-12.702624830327133,22.475053133953534,-0.06145124765246185,-0.44482226470370284,0.0022600000000000003,0.0022600000000000003,-0.08473820291935491,-0.10709699823047264,0.0022600000000000003,0.0022600000000000003
9,2457051.181019521,-12.702589370390315,22.475100549213447,-0.07356495441124454,-0.4379773080050341,0.0022600000000000003,0.0022600000000000003,-0.10149848444452766,-0.08222853832186164,0.0022600000000000003,0.0022600000000000003
10,2457054.361342977,-12.700907405681868,22.476983014597558,-0.39006400088296656,0.10153197613305312,0.0022600000000000003,0.0022600000000000003,0.05173963631773453,0.13575994667512772,0.0022600000000000003,0.0022600000000000003
11,2457054.432083054,-12.700868270168758,22.477020912555666,-0.3935542840755912,0.11844488338876208,0.0022600000000000003,0.0022600000000000003,0.06546532434282012,0.13213102204869015,0.0022600000000000003,0.0022600000000000003
12,2458119.2247108333,-12.133735432627125,23.105753923039106,-0.34448642660109,0.3553127904673583,0.00367,0.00367,-0.0521764255789947,0.01789790651951703,0.00367,0.00367
13,2458119.423301056,-12.133627115857827,23.105863411414443,-0.3424436239687174,0.393768551475173,0.00474,0.00474,-0.09494235884592848,0.05923945384995767,0.00474,0.00474
14,2458121.20229305,-12.1326685670837,23.106919115883695,-0.09989570164040884,0.5068039881875527,0.00595,0.00595,0.04104444069420035,-0.0474155876986031,0.00595,0.00595
15,2458127.1719697425,-12.129478920655611,23.11044317416411,0.3571182745574585,-0.3565022356187703,0.00359,0.00359,0.06350943190915521,-0.032508683664176544,0.00359,0.00359
16,2458128.3640210787,-12.128834338354125,23.111141867175302,0.2343721262301495,-0.4854576653991481,0.00232,0.00232,-0.07570723320317377,0.045608998744690696,0.00232,0.00232
17,2458132.403335608,-12.126677978503626,23.113525186328012,-0.334095714451208,-0.15199954468365742,0.0022600000000000003,0.0022600000000000003,0.05430603569940998,-0.07240031427267446,0.0022600000000000003,0.0022600000000000003
18,2458152.13673774,-12.116116547863536,23.12517679909539,-0.21699109903978336,0.47944851976376673,0.0022600000000000003,0.0022600000000000003,0.097789061680447,-0.05996236779592841,0.0022600000000000003,0.0022600000000000003
