,period,period_err,a,a_err,e,e_err,i,i_err,long_epoch,long_epoch_err,lan,lan_err,pomega,pomega_err,mass_tot,mass_tot_err,diam_1,diam_2,epoch_jd
0,309.9,0.2,8220,40,0.546,0.008,95.4,0.5,259.5,0.7,16.1,0.3,223.8,0.7,0.458,0.006999999999999999,82,67,2452600.0
