name,designation,period,period_err,a,a_err,e,e_err,i,i_err,long_epoch,long_epoch_err,lan,lan_err,pomega,pomega_err,mass_tot,mass_tot_err,diam_1,diam_2,epoch_jd
80806,2000 CM105,35.310,0.002,2300,40,0.02,0.01,43,2,13,2,208,2,150,40,0.77,0.04,160,121,2457000.0
