,time,Lat_Prim,Long_Prim,DeltaLat_Dysnomia,DeltaLong_Dysnomia,DeltaLat_Dysnomia_err,DeltaLong_Dysnomia_err
0,2453623.4603500357,-14.504220375159814,20.433552840335956,0.26887510116608837,-0.4521763422851698,0.004421986744773676,0.004421986744773676
1,2453707.380416155,-14.460551134367991,20.483271836708983,-0.3905054227374194,0.06450849672036416,0.0033178202713202154,0.0033178202713202154
2,2453967.560622394,-14.324983819190294,20.63742106821475,0.3780665329152555,-0.007184955850515053,0.005536546005657783,0.005536546005657783
3,2453968.5306231664,-14.32447599546716,20.637997952405424,0.3756931676988984,-0.23669429726905628,0.02214627792511692,0.02214627792511692
4,2453977.520630329,-14.319796198554183,20.643323938688763,-0.3678836993564971,0.37783950090222934,0.02034804147896807,0.02034804147896807
5,2453977.81063056,-14.31963493405511,20.64349073367353,-0.3432580553365483,0.4050128868259881,0.0005536818875384597,0.0005536818875384597
6,2453978.440631062,-14.31930874416534,20.64387016610958,-0.2611306295229099,0.45535953775601434,0.005536836256680999,0.005536836256680999
7,2454325.025989362,-14.138278783876451,20.84939210039251,-0.34605956752358225,0.3831791050866539,0.0009378366307544184,0.0009378366307544184
8,2457051.1111994446,-12.702624830327137,22.475053133953534,-0.08131156492439118,-0.408621952966366,0.001269342691756492,0.001269342691756492
9,2457051.181019521,-12.702589370390314,22.475100549213444,-0.08737380211343293,-0.4017301706025905,0.001269343164977954,0.001269343164977954
10,2457054.361342977,-12.700907405681868,22.47698301459756,-0.41077951425023684,0.1463942175866617,0.0012693626501913968,0.0012693626501913968
11,2457054.432083054,-12.700868270168758,22.477020912555666,-0.4104796939280675,0.15758983275602814,0.0012693630594640126,0.0012693630594640126
12,2458119.224710833,-12.133735432627125,23.10575392303911,0.3847875688222757,0.013675513724495051,0.0007591581443477935,0.0007591581443477935
13,2458119.4233010556,-12.133627115857829,23.10586341141444,0.40017420463414055,-0.027120420949794347,0.0003673940575765755,0.0003673940575765755
14,2458121.20229305,-12.1326685670837,23.106919115883688,0.3770651059738839,-0.34013986408097047,0.0011805355988769861,0.0011805355988769861
15,2458127.1719697425,-12.12947892065561,23.110443174164107,-0.39429997038311626,0.0012201034730880288,0.0012351443899660808,0.0012351443899660808
16,2458128.3640210787,-12.128834338354126,23.1111418671753,-0.41253970903696313,0.23958776509672142,0.0013312913203833432,0.0013312913203833432
17,2458132.4033356076,-12.126677978503626,23.113525186328012,0.07259018070797651,0.4216491982310872,0.0012754855347907323,0.0012754855347907323
18,2458152.1367377397,-12.116116547863534,23.125176799095385,0.39669158588395703,-0.2504253727943427,0.0012755952710108431,0.0012755952710108431
