,time,Lat_prim,Lon_prim,DeltaLat,DeltaLon,Delta-RA_Secondary,Delta-DEC_Secondary,Delta-RA_Secondary-err,Delta-DEC_Secondary-err,RA_prim,DEC_prim
0,2460312.0,-10.977848196076632,23.816992170920145,0.33707147328011816,-0.38881568933462063,0.46201020936678105,-0.22843290333867117,0.0,0.0,26.07724,-0.97418
1,2460313.0,-10.975333949392247,23.81533574876176,0.45379607806136907,-0.29423918689062134,0.5235604663539561,-0.09841668312304819,0.0,0.0,26.07481,-0.97243
2,2460314.0,-10.972807044146316,23.81387027678103,0.5011111922652534,-0.15469410553166085,0.5050468912713768,0.04662045529784109,0.0,0.0,26.07255,-0.9706
3,2460315.0,-10.97028611112665,23.812588335893686,0.4719586083477126,0.008416522403820181,0.40948155069600034,0.18450646579850627,0.0,0.0,26.07046,-0.96871
4,2460316.0,-10.967752524103043,23.811497336212167,0.37076621366328616,0.17018633367200664,0.251434957795027,0.2941768199278272,0.0,0.0,26.06854,-0.96674
5,2460317.0,-10.965211959951514,23.810584079923856,0.21283102826609265,0.30581845217483306,0.05494495446782821,0.3587396531770537,0.0,0.0,26.06678,-0.9647
6,2460318.0,-10.962671698321751,23.809867534628168,0.022200857125864205,0.3942804356924512,-0.14990689358000964,0.3680167762468045,0.0,0.0,26.0652,-0.96259
7,2460319.0,-10.960128101316734,23.80933820972761,-0.17176521423190227,0.4215491297919982,-0.3313992911898822,0.32021540688162986,0.0,0.0,26.06379,-0.96041
8,2460320.0,-10.957581169796368,23.80899610071779,-0.33879830987331117,0.38295862381403367,-0.4610324916711761,0.22242098122973175,0.0,0.0,26.06255,-0.95816
9,2460321.0,-10.955040218435892,23.808837495886067,-0.4525000343364773,0.28418998928216865,-0.5181379490068139,0.08970880398209147,0.0,0.0,26.06148,-0.95585
10,2460322.0,-10.952486619220846,23.80886980517464,-0.49471879297700005,0.14058937189460607,-0.4934166944849494,-0.05711819771079263,0.0,0.0,26.06058,-0.95346
11,2460323.0,-10.949939000336121,23.80908560970717,-0.4586767871218073,-0.025206736672345187,-0.39065701846539014,-0.19486792729850322,0.0,0.0,26.05985,-0.95101
12,2460324.0,-10.94738237226378,23.809501804758558,-0.35016974994617606,-0.18698097942930758,-0.22619194944581977,-0.30179325807040414,0.0,0.0,26.0593,-0.94848
13,2460325.0,-10.944841037566913,23.810097778968558,-0.18655827932302668,-0.3192855953066953,-0.026148150550397986,-0.36118324556468906,0.0,0.0,26.05892,-0.9459
14,2460326.0,-10.942287052818052,23.810884649099325,0.0062262951980756156,-0.4015862013744709,0.17795486817249184,-0.36402169988747346,0.0,0.0,26.05871,-0.94324
15,2460327.0,-10.939739044992018,23.8118549966606,0.19801284604528482,-0.4214398923025442,0.3543609697771899,-0.3102636281141713,0.0,0.0,26.05867,-0.94052
16,2460328.0,-10.937200651516651,23.813018302585377,0.3592036742657323,-0.37622583596998993,0.4760345422937462,-0.20861023962339686,0.0,0.0,26.05881,-0.93774
17,2460329.0,-10.93465527821086,23.814359298877722,0.4652531698186761,-0.2732846807923295,0.524641354513733,-0.0749575140261527,0.0,0.0,26.05911,-0.93489
18,2460330.0,-10.93212315398662,23.815902729885163,0.5001931649609306,-0.12860245069816756,0.4930696810333757,0.07012581387897399,0.0,0.0,26.0596,-0.93198
19,2460331.0,-10.92959335936439,23.817620135895183,0.45882684489617653,0.03565900844364478,0.38629050775398355,0.20447375728593897,0.0,0.0,26.06025,-0.92901
20,2460332.0,-10.92706021626073,23.81952470441304,0.34741298256455166,0.194414094263351,0.2205595968007401,0.3075464714129339,0.0,0.0,26.06107,-0.92597
21,2460333.0,-10.924545988833122,23.82161850311281,0.18280159184167072,0.32329420989896107,0.02109686392941512,0.363427881005407,0.0,0.0,26.06207,-0.92288
22,2460334.0,-10.922028406215741,23.82389945575335,-0.009907386630247646,0.402259297877805,-0.1815149714502695,0.3632430200596559,0.0,0.0,26.06324,-0.91972
23,2460335.0,-10.91952609326422,23.82636014548969,-0.20097804151652562,0.41872192027909705,-0.3558365522621898,0.30665353205847623,0.0,0.0,26.06458,-0.91651
24,2460336.0,-10.91702041730547,23.82900798079846,-0.36053299574987996,0.3696965581731604,-0.4744303706502251,0.2021337950651514,0.0,0.0,26.06609,-0.91323
