,time,RA_Prim,DEC_Prim,DRA2,DDEC2
50,2460447.0,27.434039108193062,-0.2069502577718065,0.4650352680948065,-0.221719249454444
51,2460457.0,27.5190043897261,-0.180012094471728,-0.250065282624872,0.43393518406482645
52,2460467.0,27.59459410652596,-0.1593385122003688,-0.13442994283280374,-0.35559853594763213
53,2460477.0,27.65885380148898,-0.14528826490195115,0.42247545785198365,0.06069384704391334
54,2460487.0,27.71005843329682,-0.1380705384499706,-0.44826699707944295,0.28953870506734924
55,2460497.0,27.746881875644956,-0.13769511287526545,0.1779424363095998,-0.4413564365968292
56,2460507.0,27.76829714493234,-0.14399233686520135,0.1992627046875733,0.3205933836623043
57,2460517.0,27.773735936539524,-0.1566430559902904,-0.4598898671736223,0.021304871299943073
58,2460527.0,27.76301878379359,-0.1751187695484616,0.41594191503025885,-0.3357163487052506
59,2460537.0,27.7364049135059,-0.19873147971780655,-0.1107584869717432,0.4469670086451827
60,2460547.0,27.694622170128646,-0.226673554789624,-0.2762008121367183,-0.2580869744526315
61,2460557.0,27.638817162191604,-0.25793790067794004,0.47557883844615984,-0.08325926975181197
62,2460567.0,27.57058522213096,-0.2914475713863908,-0.37728019947853536,0.385856117406691
63,2460577.0,27.491940527804104,-0.3260158279988774,0.02801688863424835,-0.42744114296975333
64,2460587.0,27.405216423965292,-0.360405944132694,0.3301844775245747,0.20572832678142916
65,2460597.0,27.31308542182398,-0.3933411467528275,-0.4867187850946527,0.16294496951110293
66,2460607.0,27.218429599785402,-0.42360434945377784,0.3217993914776165,-0.4117170810947979
67,2460617.0,27.12425087193903,-0.45000823733089046,0.04289840018714027,0.40655284669788294
68,2460627.0,27.03360119915365,-0.4714850625668324,-0.3903445949459582,-0.1270302492521358
69,2460637.0,26.94943298262216,-0.4871265928255695,0.4760159825638963,-0.21838049204090382
70,2460647.0,26.874529221965464,-0.49617419119036593,-0.26252514765275176,0.4356185245206534
71,2460657.0,26.811363849206526,-0.4981385838945683,-0.12784308245656834,-0.36020715447713236
72,2460667.0,26.762031845648405,-0.4927201185865827,0.42437366666359383,0.06662875480225594
