,time,RA_Prim,DEC_Prim,DRA2,DDEC2
0,2459947.0,26.469377869587188,-1.0041244175568314,-0.4681622114044949,0.046808220603544726
1,2459957.0,26.453435445829808,-0.9828123165445296,0.4046934238542708,-0.3444919555149806
2,2459967.0,26.454609193622055,-0.9547835073096534,-0.08822981116769237,0.43194570150393297
3,2459977.0,26.47282948816627,-0.9207066781444003,-0.29341301317614504,-0.22978955810879498
4,2459987.0,26.50750790679579,-0.8814701594098673,0.4743400952125997,-0.10551209690117247
5,2459997.0,26.557547197652784,-0.838092086268631,-0.35763421096084064,0.38655882395564056
6,2460007.0,26.621381205619198,-0.7917003838104749,0.0037457288455048404,-0.4070072670316449
7,2460017.0,26.69709460434133,-0.7434728389092572,0.34158617707318917,0.17774950792328603
8,2460027.0,26.782422945944294,-0.6946370508193237,-0.4764718754252824,0.18035351549765544
9,2460037.0,26.874912297719796,-0.6464005440517602,0.29674146605994267,-0.4091183836635537
10,2460047.0,26.97192925940939,-0.599930795582834,0.06600758317714159,0.38640771012699027
11,2460057.0,27.07077071765526,-0.5563352671932972,-0.39612443082659937,-0.10221185960013202
12,2460067.0,27.168743657592643,-0.5166115341306263,0.4611959466103477,-0.2340452457546771
13,2460077.0,27.263215040246664,-0.4816273586921352,-0.23651251748696686,0.4339254026553441
14,2460087.0,27.351661670718148,-0.452150647342335,-0.1488713684008669,-0.3433348737613695
15,2460097.0,27.431759933323466,-0.4287597163543481,0.4281959837415127,0.04416518221479482
16,2460107.0,27.50139573992754,-0.4118932119811941,-0.44133013356251105,0.29955891071387075
17,2460117.0,27.55874427695067,-0.4018202262494814,0.16285868895407102,-0.43865658409916186
18,2460127.0,27.602289907872173,-0.39863036094183024,0.2125122912465239,0.30690468716778607
19,2460137.0,27.630875998167582,-0.40224372818981896,-0.4626306218611831,0.03725437919495089
20,2460147.0,27.64370487484412,-0.4123910195743803,0.4064671592360537,-0.3439692344021861
21,2460157.0,27.640417582311446,-0.4286135043218381,-0.0951838096042643,0.4421981051705659
22,2460167.0,27.62108389484429,-0.4503128882105909,-0.28796592819192657,-0.24337775269971385
23,2460177.0,27.586202307514395,-0.47671139257742046,0.4760425768683905,-0.0986257805612123
24,2460187.0,27.53672996807394,-0.506871663180638,-0.3660371778242218,0.39214529312450175
25,2460197.0,27.47406276230111,-0.5397565715025048,0.012153649660760001,-0.4209234104844306
26,2460207.0,27.400015402050258,-0.5741992458989755,0.3405456963312395,0.19057809333524744
27,2460217.0,27.31679156202542,-0.6089828226593553,-0.4850229325570349,0.17727523873536377
28,2460227.0,27.226904143921384,-0.6428503911707094,0.30924106703253273,-0.4164279533438897
29,2460237.0,27.13314540919887,-0.6745348959686984,0.058325583205349134,0.39863318022326233
30,2460247.0,27.038477316855044,-0.7028189889651698,-0.399113592735018,-0.11137831624945527
31,2460257.0,26.945921844480743,-0.7265949044479784,0.4727825962696077,-0.23187213583866217
32,2460267.0,26.858511128357264,-0.7448744709884716,-0.24932440525543711,0.4382384765965419
33,2460277.0,26.779097945508415,-0.7568290788708066,-0.14287147125265562,-0.35027605672137696
34,2460287.0,26.710315791444906,-0.7618396164256142,0.4317369887691307,0.050600327486449714
35,2460297.0,26.65443919716787,-0.7595464212660447,-0.45156968895048805,0.295178990134648
36,2460307.0,26.613323812909854,-0.7497795065979098,0.1733564045248143,-0.4369300700138634
37,2460317.0,26.588316593802414,-0.7326683399793564,0.20682668111478786,0.3088166215152288
38,2460327.0,26.58023578275052,-0.7085421036016625,-0.46347119953985855,0.030920178771376428
39,2460337.0,26.589321006527406,-0.6779895492846574,0.41216169627883154,-0.3351561344311804
40,2460347.0,26.61526316661999,-0.641769186094741,-0.1029894661925165,0.4354694438662321
41,2460357.0,26.657224389606593,-0.6008092356203367,-0.28071260369935847,-0.24395003578283614
42,2460367.0,26.71389789287712,-0.5561876204711286,0.4719318081902096,-0.09010536240698919
43,2460377.0,26.783527958270113,-0.5090421238601934,-0.3671422065038589,0.3802513854477496
44,2460387.0,26.86403965186288,-0.4605803000439638,0.019046553336054643,-0.4139298126363933
45,2460397.0,26.9530588174172,-0.41202955039946515,0.33068594360943604,0.19332030437089198
46,2460407.0,27.04805176051299,-0.3645572814894376,-0.4771939840148401,0.16642901657675235
47,2460417.0,27.146325296327465,-0.3193207665825929,0.30858094498373445,-0.40591207717384226
48,2460427.0,27.245196331621425,-0.27735741396528896,0.050991072276724024,0.39618460677206535
49,2460437.0,27.34196196259225,-0.23962468747179586,-0.38779159853311335,-0.11860914460113392
