,mean,stddev
mass_0,1.989e30,1
sma_0,6559118641,1
mass_1,2.e18,0.1e18
mass_2,1.e18,5.0e+17
sma_2,27670,1000
ecc_2,0.2494,0.001
aop_2,113.385,90
inc_2,144.42,10
lan_2,138.985,90
mea_2,89.053,90
j2r2_1,4000.0,2000.0
spinc_1,144.42,90
splan_1,138.0,90
period_1,4.7526,1
