,Unnamed: 0,kboTIME,x,y,z
0,0,2452193.283444644,5308844553.331104,-3982839173.2842813,100741212.68513156
1,1,2452194.3216989497,5309960136.407231,-3985050740.821513,100757701.86109352
2,2,2452214.273911783,5339853671.041271,-4023613392.840562,101081415.10651731
3,3,2452215.25965576,5341718515.747526,-4025271539.720201,101097635.3964572
4,4,2452216.255188398,5343635787.96546,-4026917770.6967907,101113917.61953616
5,5,2452217.2792378855,5345642916.396822,-4028580328.213479,101130355.22213984
6,6,2452468.5259090136,5458952055.807577,-3710933783.3767967,105200787.5474944
7,7,2452473.535129836,5448414081.763709,-3714404404.1180186,105281356.84674764
8,8,2452493.436172349,5411871587.940844,-3737317805.3940134,105603507.03068592
9,9,2452525.4858855824,5379417319.87221,-3797664282.4432244,106119938.5532937
10,10,2452935.3159848005,5484220210.308483,-3781306116.8062453,112704420.24344398
11,11,2453150.6070176214,5725156371.835222,-3504536076.9184904,116136034.83180048
12,12,2453261.381000741,5534379493.440493,-3581764782.1433406,117895101.42651154
13,13,2453562.48946151,5695279196.109073,-3366836660.581348,122648725.72435115
14,14,2455177.454937542,6023138871.410197,-3124481375.9624233,147466886.21299306
15,15,2455411.669707018,5988780985.72591,-2785000998.1581674,150962869.06303376
16,16,2455483.573920222,5960435178.272318,-2928132907.6233835,152036546.0814361
17,17,2455516.025263152,6016636523.648764,-2982662807.7427,152523905.8842745
