,mass_0,sma_0,mass_1,mass_2,sma_2,ecc_2,aop_2,inc_2,lan_2,mea_2,j2r2_1,sprate_1,spinc_1,splan_1
0,1.989e+30,6562860000.0,3.2023381840836064e+17,4.9976746774010554e+17,25729.727129846007,0.22315280983969507,0.15846546500278283,0.3321980540236027,0.38481880970710786,348.1807320160262,995441.145187121,0.00017453292519943296,-0.07147877782089417,-0.6269899673891486
