,time,Lat_Prim,Long_Prim,DeltaLat_Dysnomia,DeltaLong_Dysnomia,DeltaLat_Dysnomia_err,DeltaLong_Dysnomia_err,DeltaLat_Hercules,DeltaLong_Hercules,DeltaLat_Hercules_err,DeltaLong_Hercules_err
0,2453623.460350036,-14.504220375159814,20.43355284033596,-0.20482797885455056,-0.2874205298693924,0.008,0.008,0.0050038916933266035,0.16977901601456155,0.008,0.008
1,2453707.380416155,-14.460551134367993,20.483271836708983,-0.3114906884743684,0.41988583936599294,0.006,0.006,0.11615054890271963,-0.10860743599271978,0.006,0.006
2,2453967.560622394,-14.324983819190296,20.63742106821475,0.39028680738670196,-0.05107148269845622,0.01,0.01,-0.0070941528994149655,-0.15367552028927423,0.01,0.01
3,2453968.5306231664,-14.324475995467159,20.637997952405428,0.399141610557329,-0.2330587433119749,0.04,0.04,-0.09421184783195019,0.12426971516918561,0.04,0.04
4,2453977.520630329,-14.319796198554185,20.643323938688763,-0.3318232177930643,0.3871683869424802,0.03,0.03,0.133679526896555,-0.11044596172539586,0.03,0.03
5,2453977.81063056,-14.31963493405511,20.64349073367353,-0.32767277586084387,0.41156197487107204,0.001,0.001,0.027754751378381154,-0.17644515325826904,0.001,0.001
6,2453978.440631062,-14.319308744165339,20.64387016610958,-0.27158124677134604,0.4634449682613566,0.01,0.01,-0.08805654746421916,-0.01596934623738741,0.01,0.01
7,2454325.025989362,-14.138278783876453,20.84939210039251,-0.3336554395566022,-0.09356566179560424,0.00415,0.00415,-0.09230936003501279,0.16554736838640177,0.00415,0.00415
8,2457051.1111994446,-12.702624830327133,22.475053133953534,-0.19087479010665107,0.4838252777249637,0.0022600000000000003,0.0022600000000000003,0.019758486918622985,0.12797606560494473,0.0022600000000000003,0.0022600000000000003
9,2457051.181019521,-12.702589370390315,22.475100549213447,-0.18209358593986974,0.48099715248076635,0.0022600000000000003,0.0022600000000000003,0.03636935141896833,0.11639575135084582,0.0022600000000000003,0.0022600000000000003
10,2457054.361342977,-12.700907405681868,22.476983014597558,0.28847575067940384,0.19566879816215058,0.0022600000000000003,0.0022600000000000003,-0.037384706690326994,0.15283471031450585,0.0022600000000000003,0.0022600000000000003
11,2457054.432083054,-12.700868270168758,22.477020912555666,0.2974901972435519,0.18559058466348238,0.0022600000000000003,0.0022600000000000003,-0.016217557629439095,0.14870298264317885,0.0022600000000000003,0.0022600000000000003
12,2458119.2247108333,-12.133735432627125,23.105753923039106,0.06211452314186102,0.42728678261601877,0.00367,0.00367,-0.157719852253144,0.11369513133119799,0.00367,0.00367
13,2458119.423301056,-12.133627115857827,23.105863411414443,0.10096103516799713,0.4210639710296801,0.00474,0.00474,-0.12276516060263028,0.14080309480889946,0.00474,0.00474
14,2458121.20229305,-12.1326685670837,23.106919115883695,0.32239929768604025,0.12923918653362795,0.00595,0.00595,0.11563647479477182,-0.14157802578820347,0.00595,0.00595
15,2458127.1719697425,-12.129478920655611,23.11044317416411,-0.04158828380292927,-0.4361636386677815,0.00359,0.00359,0.09034186464749522,0.08893298388273368,0.00359,0.00359
16,2458128.3640210787,-12.128834338354125,23.111141867175302,-0.23230625134659083,-0.2825531671698188,0.00232,0.00232,0.06085242848744722,-0.15793211752597872,0.00232,0.00232
17,2458132.403335608,-12.126677978503626,23.113525186328012,-0.3273055992842007,0.41327863106658375,0.0022600000000000003,0.0022600000000000003,-0.10537497761115579,-0.06704863484072225,0.0022600000000000003,0.0022600000000000003
18,2458152.13673774,-12.116116547863536,23.12517679909539,0.22435860040171104,0.29613457837981044,0.0022600000000000003,0.0022600000000000003,0.15203281128795582,-0.10877110993216954,0.0022600000000000003,0.0022600000000000003
