,Unnamed: 0,kboTIME,x,y,z
0,0,2453780.8920431123,-1552495456.2795253,-6288772085.998289,824151956.0190357
1,1,2453781.1420666417,-1552031193.1892574,-6288253528.200828,824154584.7263025
2,2,2453781.3920898605,-1551572335.7732348,-6287741509.3309355,824160737.423349
3,3,2453781.642113088,-1551106952.8929734,-6287230697.831393,824168090.3784013
4,4,2453781.8921366986,-1550640927.3518865,-6286710172.859708,824171907.8325245
5,5,2453782.14216037,-1550186152.806643,-6286185379.711584,824174554.376461
6,6,2453782.392183729,-1549736657.2399561,-6285667212.243318,824180745.5595832
7,7,2453782.6422071005,-1549280611.41232,-6285150151.353128,824188076.3613727
8,8,2453782.8922308544,-1548824102.1046493,-6284623370.591565,824191852.0487512
9,9,2453783.142254661,-1548378919.1926794,-6284092502.162226,824194518.154786
10,10,2453783.392278153,-1547938887.4482818,-6283568344.104075,824200748.5122316
11,11,2453783.6423016624,-1547492283.0361614,-6283045191.422552,824208057.5222374
12,12,2453783.8923255517,-1547045394.9184015,-6282512315.283162,824211792.8658942
13,13,2453784.142349488,-1546609905.7058587,-6281975533.149781,824214480.2927778
14,14,2453784.392373107,-1546179438.7914546,-6281445544.068236,824220750.5332618
15,15,2453784.6423967467,-1545742379.2178695,-6280916458.858224,824228038.1440785
16,16,2453784.8924207664,-1545305216.2721725,-6280377649.493801,824231734.5963233
17,17,2453785.142444824,-1544879521.8482387,-6279835116.997485,824234445.106763
18,18,2453785.3924685633,-1544458719.8518565,-6279299458.276693,824240755.9301746
19,19,2453785.6424923274,-1544031307.6457934,-6278764601.728896,824248022.5359231
20,20,2453785.8925164696,-1543603972.9272585,-6278220023.302904,824251681.5477628
21,21,2453786.142540642,-1543188173.4543164,-6277671905.8267975,824254416.876892
22,22,2453786.392564494,-1542777135.5969255,-6277130740.958159,824260768.9421673
23,23,2453786.642588376,-1542359472.4471405,-6276590276.494264,824268014.9052668
24,24,2453786.8926126347,-1541942068.1387274,-6276040095.499405,824271637.8912786
25,25,2453787.142636915,-1541536262.9083602,-6275486560.806235,824274399.7095872
26,26,2453787.392660874,-1541135087.5987368,-6274940055.748907,824280793.5959487
27,27,2453787.6426848657,-1540727274.4042542,-6274394149.407653,824288019.2061546
28,28,2453787.8927092333,-1540319901.8607252,-6273838535.079795,824291607.5004702
29,29,2453788.142733615,-1539924189.32855,-6273279753.7572975,824294397.3666165
30,30,2453788.3927576733,-1539532974.1841874,-6272728077.418822,824300833.5234451
31,31,2453788.642781769,-1539135111.0553071,-6272176898.373881,824308038.9443666
32,32,2453788.8928062376,-1538737870.7789993,-6271616023.24847,824311593.7430825
33,33,2453789.142830713,-1538352348.5096102,-6271052169.306403,824314413.0421014
34,34,2453789.392854864,-1537971190.2628634,-6270495494.182049,824320891.7233362
35,35,2453789.642879056,-1537583376.3792427,-6269939215.422943,824328076.9229088
36,36,2453789.892903619,-1537196367.8218205,-6269373256.055282,824331599.21019
37,37,2453790.1429281808,-1536821132.2257962,-6268804507.6830225,824334449.0754603
38,38,2453790.392952417,-1536450126.3857305,-6268243010.647393,824340970.2581781
39,39,2453790.642976698,-1536072459.5720658,-6267681809.798584,824348134.9243126
40,40,2453790.8930013482,-1535695780.6146908,-6267110947.601567,824351625.3853822
41,41,2453791.1430259887,-1535330926.3247638,-6266537488.01525,824354506.609786
42,42,2453791.393050302,-1534970166.439993,-6265971351.167713,824361069.9048988
43,43,2453791.643074665,-1534602742.3070805,-6265405411.3172865,824368213.3569776
44,44,2453791.893099394,-1534236488.2746007,-6264829833.35602,824371672.2916372
45,45,2453792.143124107,-1533882107.0304565,-6264251851.54141,824374585.2447689
46,46,2453792.3931484898,-1533531683.4431734,-6263681262.878103,824381189.8198953
47,47,2453792.6431729267,-1533174594.012681,-6263110773.15692,824388310.939276
48,48,2453792.8931977274,-1532818856.1760044,-6262530672.611842,824391738.2020403
49,49,2453793.143222504,-1532475035.2154243,-6261948363.64989,824394682.7821509
50,50,2453793.3932469487,-1532135033.3550706,-6261373517.23129,824401327.327504
51,51,2453793.643271452,-1531788365.2735922,-6260798672.801816,824408424.5391147
52,52,2453793.893296316,-1531443229.007838,-6260214248.760256,824411819.5383114
53,53,2453794.1433211467,-1531110049.1966898,-6259627813.408014,824414795.190751
54,54,2453794.393345646,-1530780547.7110972,-6259048908.720311,824421477.9579984
55,55,2453794.6433702083,-1530444380.4141488,-6258469909.91301,824428549.2898581
56,56,2453794.8933951263,-1530109923.4303944,-6257881366.280574,824431911.0679574
57,57,2453795.143420005,-1529787457.5973868,-6257291009.665186,824434916.8865105
58,58,2453795.393444551,-1529468526.8231947,-6256708250.1108885,824441635.8102814
59,59,2453795.6434691623,-1529142931.1717224,-6256125300.730042,824448679.0329628
60,60,2453795.8934941282,-1528819222.3482184,-6255532844.375595,824452006.4216856
61,61,2453796.143519046,-1528507534.3349032,-6254938774.008517,824455041.3175303
62,62,2453796.393543629,-1528199235.5832071,-6254352364.824097,824461794.1957054
63,63,2453796.643568283,-1527884273.3954668,-6253765670.004313,824468807.0099666
64,64,2453796.893593288,-1527571372.5614002,-6253169508.591914,824472098.8213488
65,65,2453797.1436182368,-1527270517.2567186,-6252571932.214046,824475161.7148697
66,66,2453797.39364285,-1526972903.0893495,-6251982078.364569,824481946.3984259
67,67,2453797.6436675377,-1526668627.6439276,-6251391842.547511,824488926.6193191
68,68,2453797.893692573,-1526366586.2904575,-6250792182.624115,824492181.8205258
69,69,2453798.143717545,-1526076610.5271714,-6250191306.429807,824495271.8048586
70,70,2453798.3937421814,-1525789725.8113508,-6249598210.989739,824502086.348901
71,71,2453798.643766895,-1525496183.030593,-6249004636.475684,824509032.0423907
72,72,2453798.8937919536,-1525205045.5944502,-6248401682.201788,824512249.8760822
73,73,2453799.143816941,-1524925989.5048952,-6247797709.753118,824515366.3209218
74,74,2453799.3938415907,-1524649872.812588,-6247201573.004115,824522209.0725187
