,mean,stddev
epoch,2454000.0,
period_1,18.982,0.001
sma_2,1580,20
ecc_2,0.507,0.009000000000000001
inc_2,42,2
long_epoch_2,11,1
lan_2,254,2
pomega_2,354,1
mass_tot,0.87,0.03
diam_1,162,
diam_2,89,
