,kboTIME,x,y,z
0,2452230.308183736,-5990848727.089244,1818091751.2694168,153804627.84788936
1,2452443.352483327,-5931176752.026884,2009177789.0116687,157878310.5261235
2,2452455.1701248107,-5962906061.564926,2003540322.8596814,158101607.23262802
3,2452467.1840309836,-5994319161.4004965,1991758527.9129062,158331506.61838207
4,2452763.218168691,-5879547984.992304,1837419649.6505013,163933251.55868
5,2453051.764152203,-5908297869.094181,1542489382.9035048,169340480.75869736
6,2453126.552433426,-5929632876.129083,1692995929.427827,170730418.6964912
7,2453179.070124753,-6054852619.957085,1725293753.0815072,171702287.99636942
8,2454451.310927757,-6222443231.390271,927588316.6935059,194676610.41944152
