,time,Lat_Prim,Long_Prim,DeltaLat_Dysnomia,DeltaLong_Dysnomia,DeltaLat_Dysnomia_err,DeltaLong_Dysnomia_err
0,2453623.465081436,-14.632250513829623,20.763635108154194,0.26850680246894854,-0.45244230295416854,0.008044687371108836,0.008299613715488083
1,2453707.383881333,-14.554220746345825,20.00930475842029,-0.39062711346531387,0.06395665201447746,0.005892971677389754,0.006024498439331724
2,2453967.5639872327,-14.415156026011845,21.13146725286478,0.3780855173836528,-0.00770356069245333,0.010340885662079314,0.010069920663701633
3,2453968.534061307,-14.41658586790887,21.125887983549067,0.3754020290081428,-0.2372199505979116,0.03978355248871855,0.04196757603460381
4,2453977.5247009834,-14.42864139390673,21.067996005003433,-0.3674750327455456,0.37829372846381765,0.019773886862847923,0.02031584361420513
5,2453977.814720109,-14.428986543026628,21.06594671171811,-0.3428188395879772,0.40543839841013085,0.0010302238989995697,0.0010610474104215068
6,2453978.444761313,-14.429734326096776,21.06146962678058,-0.26063402826039805,0.45569064315434626,0.009978748847025947,0.010360261106784598
7,2454325.028718253,-14.21067172048107,21.388751690381888,-0.3455024851561461,0.38373519106679904,0.002847586813838469,0.004160816632168273
8,2457051.1096208845,-12.667581255317199,21.89624108002104,-0.08061669502197333,-0.40879275600811815,0.0022737861191827824,0.002241428891435399
9,2457051.1794343754,-12.667398729585104,21.896491727183953,-0.08669148138551463,-0.4019107910559895,0.0022039056214508586,0.0023429125809508074
10,2457054.359460626,-12.658863061629416,21.908826857108448,-0.411057235520218,0.14571449219328048,0.002213554565629383,0.002321565411272334
11,2457054.4301941562,-12.658676705862009,21.909123099811055,-0.41077609652333535,0.15691180235089164,0.0022617245599215485,0.0022335253307020158
12,2458119.22588925,-12.1613735806073,22.515392055120415,0.38479258349255474,0.014366324757993562,0.0024810374987954604,0.0036301561556756133
13,2458119.424460297,-12.160843835606169,22.51507889475988,0.40025356022823644,-0.026404703154225002,0.002697569275994882,0.004504384366526299
14,2458121.2032799274,-12.156050776284614,22.512556482611597,0.37770740785916246,-0.33948600195134115,0.004125692715092616,0.005521255680975946
15,2458127.172372176,-12.139856802046289,22.508361372114678,-0.3943324323778086,0.0005015185196630557,0.002912728738758807,0.0036293606225623197
16,2458128.364306062,-12.136602155964102,22.508315622468267,-0.4130083929382522,0.23885359551996507,0.0023002527104679826,0.002315228043013506
17,2458132.4032219765,-12.125602999960265,22.510128640845565,0.07182688994618047,0.4218138994847585,0.0021997308169816932,0.002238027864201342
18,2458152.134724352,-12.073132199596639,22.562094292495658,0.39714592933322024,-0.24977326405891803,0.002179226085241321,0.0023720350658037546
