,time,Lat_Prim,Long_Prim,DeltaLat_Moon1,DeltaLong_Moon1,DeltaLat_Moon1_err,DeltaLong_Moon1_err
0,2459982.708765995,5.086947415567887,76.28836804058854,-0.06731672062336713,0.15731643135978138,0.0009162095620823082,0.0008018687278065821
