0,xpos_1,ypos_1,height_1,xpos_2,ypos_2,height_2,focus
1,29.18185347948176,29.42146441774905,11396,32.14125341256519,32.09202715526163,2000,0
2,1.0,1.0,1000.0,1.5,1.5,500.0,3.0
