,mean,stddev
epoch,2454000.0,
period_1,84.115,0.005
sma_2,3310,20
ecc_2,0.368,0.004
inc_2,53.6,0.7
long_epoch_2,37.5,0.9
lan_2,276,1
pomega_2,330.2,0.6
mass_tot,0.405,0.006
diam_1,75,
diam_2,72,
