,mean,stddev
mass_1,1.08e+19,2e+17
mass_2,0.0,0.0
sma_2,2770.0,10.0
ecc_2,0.026000000000000002,0.006
aop_2,185.25765743508768,5.0
inc_2,121.05982231798892,0.3
lan_2,133.95525973267476,0.2
mea_2,33.89999999999998,0.2
j2r2_1,77501.25,7750.125
c22r2_1,7750.125,775.0125
j2r2_2,1180.0,118.0
c22r2_2,118.0,11.8
spaop_1,185.25765743508768,5.0
spinc_1,121.05982231798892,0.3
splan_1,133.95525973267476,0.2
sprate_1,0.0002493,2.493e-05
spaop_2,180.0,20.0
spinc_2,121.05982231798892,0.3
splan_2,133.95525973267476,0.2
sprate_2,0.0002493,2.493e-05
