,Unnamed: 0,kboTIME,x,y,z
7202,7202,2454352.71569383,-5298295686.346001,3655276231.236683,408036657.1871565
7203,7203,2454352.965702789,-5298500235.590476,3654569989.800753,408038566.8168159
7204,7204,2454353.2157120127,-5298693992.693643,3653867385.7550006,408038612.91145515
7205,7205,2454353.465721028,-5298889784.776074,3653171588.449696,408035437.17318416
7206,7206,2454353.7157299723,-5299090990.464193,3652470825.6745477,408034152.1078517
7207,7207,2454353.9657393177,-5299284746.939215,3651762053.273085,408036072.1905172
7208,7208,2454354.215748921,-5299467779.746865,3651057093.632404,408036073.757526
7209,7209,2454354.465758314,-5299652973.585279,3650358913.2674346,408032886.55050313
7210,7210,2454354.71576764,-5299843485.979676,3649655688.3631954,408031645.3053331
7211,7211,2454354.9657773688,-5300026399.143242,3648944578.22708,408033576.2597668
7212,7212,2454355.215787351,-5300198660.902106,3648237455.2657204,408033534.27125067
7213,7213,2454355.465797118,-5300373209.714658,3647537082.245196,408030337.49357337
7214,7214,2454355.715806823,-5300552981.064143,3646831587.209732,408029141.36945033
7215,7215,2454355.965816933,-5300725006.009957,3646118333.7380633,408031083.5340864
7216,7216,2454356.2158272904,-5300886455.551886,3645409240.7120633,408030998.8872484
7217,7217,2454356.4658374293,-5301050318.068746,3644706866.3014154,408027794.3424352
7218,7218,2454356.715847511,-5301219306.12075,3643999293.893513,408026644.5206017
7219,7219,2454356.965858,-5301380403.437497,3643284092.091556,408028598.1157797
7220,7220,2454357.215868729,-5301531005.015071,3642573222.701047,408028471.59778816
7221,7221,2454357.4658792373,-5301684145.29428,3641869038.514875,408025260.96216714
7222,7222,2454357.7158896932,-5301842313.093925,3641159581.7674775,408024158.47470194
7223,7223,2454357.9659005567,-5301992448.649336,3640442626.785596,408026123.5762785
7224,7224,2454358.215911656,-5302132171.7076645,3639730174.7404976,408025955.84037817
7225,7225,2454358.46592253,-5302274558.898567,3639024372.335059,408022740.641402
7226,7226,2454358.715933356,-5302421874.546849,3638313224.173096,408021686.352122
7227,7227,2454358.965944592,-5302561019.242302,3637594710.948855,408023662.8750109
7228,7228,2454359.215956057,-5302689838.172269,3636880869.635112,408023454.425967
7229,7229,2454359.4659672943,-5302821446.2710285,3636173640.197519,408020236.02914506
7230,7230,2454359.7159784883,-5302957882.685079,3635460993.147314,408019230.6223364
7231,7231,2454359.965990093,-5303086012.221396,3634741116.1329923,408021218.31098855
7232,7232,2454360.2160019213,-5303203906.132529,3634026078.3571258,408020969.49656326
7233,7233,2454360.466013518,-5303324713.764675,3633317612.4647202,408017749.0975089
7234,7234,2454360.7160250763,-5303450248.471357,3632603658.4246492,408016793.07076937
7235,7235,2454360.966037047,-5303567343.153154,3631882611.3664007,408018791.49272686
7236,7236,2454361.216049235,-5303674295.689046,3631166569.141451,408018502.4972477
7237,7237,2454361.4660611884,-5303784285.937271,3630457056.551863,408015281.114836
7238,7238,2454361.7160731074,-5303898900.91341,3629741986.582592,408014374.7720241
7239,7239,2454361.9660854405,-5304004945.500026,3629019962.30783,408016383.3106055
7240,7240,2454362.216097984,-5304100944.69891,3628303106.636101,408016054.14673483
7241,7241,2454362.46611029,-5304200104.973182,3627592736.0626,408012832.6136355
7242,7242,2454362.7161225667,-5304303786.523586,3626876740.151241,408011976.05438846
7243,7243,2454362.9661352593,-5304398770.111918,3626153930.3188663,408013993.8971818
7244,7244,2454363.2161481543,-5304483808.291624,3625436450.926757,408013624.3929107
7245,7245,2454363.46616081,-5304572130.21441,3624725409.755588,408010403.3408144
7246,7246,2454363.716173441,-5304664868.854371,3624008676.5124383,408009596.4443296
7247,7247,2454363.966186488,-5304748784.753688,3623285271.287064,408011622.56568587
7248,7248,2454364.216199732,-5304822858.374397,3622567356.2765326,408011212.3452038
7249,7249,2454364.4662127336,-5304900337.6280155,3621855830.194828,408007992.18402547
7250,7250,2454364.7162257144,-5304982127.91039,3621138546.456155,408007234.5870981
7251,7251,2454364.9662391124,-5305054973.442639,3620414734.085854,408009267.72531515
7252,7252,2454365.216252702,-5305118082.874657,3619696569.489167,408008816.1852665
7253,7253,2454365.4662660453,-5305184718.931757,3618984742.018347,408005597.0787612
7254,7254,2454365.716279373,-5305255559.134072,3618267092.359791,408004888.1515062
7255,7255,2454365.9662931184,-5305317335.270153,3617543058.6729264,408006926.78523207
7256,7256,2454366.2163070487,-5305369484.3730345,3616824827.938577,408006433.072128
7257,7257,2454366.4663207303,-5305425280.013668,3616112879.915153,408003214.9169648
7258,7258,2454366.716334401,-5305485171.587461,3615395046.1331563,408002553.7446282
7259,7259,2454366.96634849,-5305535882.3224745,3614670974.028561,408004596.0782754
7260,7260,2454367.2163627567,-5305577077.741712,3613952857.530883,408004059.07821137
7261,7261,2454367.466376773,-5305622038.269235,3613240966.6463118,408000841.49909335
7262,7262,2454367.716390784,-5305670984.973141,3612523127.339065,408000226.88389933
7263,7263,2454367.9664052124,-5305710636.375046,3611799196.421135,408002270.85722953
7264,7264,2454368.2164198128,-5305740886.507811,3611081371.164672,408001689.2140537
7265,7265,2454368.46643416,-5305775018.636558,3610369711.7537384,407998471.5917133
7266,7266,2454368.7164485054,-5305813025.352112,3609652042.2074533,407997902.09202623
7267,7267,2454368.96646327,-5305841624.313406,3608928428.785017,407999945.4312213
7268,7268,2454369.216478201,-5305860938.0076685,3608211068.531393,407999317.60992414
7269,7269,2454369.466492875,-5305884248.52527,3607499811.8404436,407996099.1576118
7270,7270,2454369.7165075517,-5305911319.899838,3606782484.4492383,407995573.1783384
7271,7271,2454369.96652265,-5305928872.779822,3606059362.116194,407997613.5000602
7272,7272,2454370.2165379054,-5305937257.998472,3605342638.132837,407996937.9035978
7273,7273,2454370.466552904,-5305949752.477198,3604631953.2391906,407993717.7963944
7274,7274,2454370.716567909,-5305965891.707653,3603915138.5930657,407993233.7303873
7275,7275,2454370.966583336,-5305972403.2133255,3603192679.4794784,407995268.6935338
7276,7276,2454371.216598913,-5305969866.037926,3602476761.9445724,407994543.8224357
7277,7277,2454371.4666142315,-5305971547.986657,3601766817.300795,407991321.36277115
7278,7278,2454371.716629562,-5305976756.141799,3601050685.849383,407990877.7606997
