,mean,stddev
mass_1,1.6294170203163332e+22,7e+19
mass_2,1.7582979683667113e+20,0
sma_2,37270,250
ecc_2,0.0062,0.0045
aop_2,162.3991830956006,20.0
inc_2,61.608095552481984,0.2
lan_2,139.1362675410544,0.4
mea_2,175.8,0.4
