,mean,stddev
mass_1,1.2797619490422166e+17,3000000000000000.0
mass_2,6.1023805095778296e+16,0.0
sma_2,33500.0,500.0
ecc_2,0.304,0.04
aop_2,296.3422968163212,1.8
inc_2,167.65383438928973,0.4
lan_2,224.7044187626297,0.4
mea_2,263.1,0.6
lat_offset,0.0,0.005
long_offset,0.0,0.005
