name,designation,period,period_err,a,a_err,e,e_err,i,i_err,long_epoch,long_epoch_err,lan,lan_err,pomega,pomega_err,mass_tot,mass_tot_err,diam_1,diam_2,epoch_jd
,2000 QL251,56.449,0.004,4990,20,0.489,0.004,127.7,0.6,145,1,109.2,0.8,151.7,0.9,3.09,0.03,148,143,2454200.0
