,time,dist,RA-Primary,DEC-Primary,Delta-RA,Delta-RA-err,Delta-DEC,Delta-DEC-err
0,2453941.9487099997,38.27495,23.981433,2.6934099999999996,-0.24089000000000002,0.00045,-0.10082,0.0005
1,2454297.4479900002,38.57595,0.08505599999999999,3.27275,-0.10209,0.00286,-0.16995,0.00124
2,2454300.90875,38.52329,0.083889,3.26817,-0.05006,0.00118,-0.15815,0.0021899999999999997
3,2454317.99035,38.287259999999996,0.07407799999999999,3.2177,-0.02229,0.00264,0.0814,0.0018899999999999998
4,2454340.24752,38.06382,0.05273099999999999,3.09037,-0.23335,0.0019399999999999999,-0.12592,0.00176
5,2454703.8585900003,38.22113,0.156444,3.67636,0.07422000000000001,0.00133,-0.06801,0.00148
6,2455185.008,39.15379,0.15370799999999998,3.49424,-0.23546,0.002,-0.10908,0.0031899999999999997
7,2456199.91668,38.638909999999996,0.5196,5.664969999999999,-0.2437,0.02,-0.10323,0.02
8,2457235.1178200003,39.65896,0.8727389999999999,7.60836,-0.03923,0.00798,-0.15133,0.00409
9,2457974.09625,39.90128,1.061758,8.59614,0.04251,0.0045,-0.11295999999999999,0.00563
