,mean,stddev
epoch,2452700.0,
period_1,130.154,0.003
sma_2,11374,8
ecc_2,0.4732,0.0006
inc_2,81.59,0.05
long_epoch_2,280.5,0.1
lan_2,47.11,0.08
pomega_2,115.0,0.1
mass_tot,6.88,0.02
diam_1,268,
diam_2,81,
