,time,dist,RA-Primary,DEC-Primary,Delta-RA,Delta-RA-err,Delta-DEC,Delta-DEC-err
0,2452266.03495,34.8304,0.9759610000000001,2.8770599999999997,-0.18912,0.00315,0.10161,0.001
1,2452271.91282,34.93584,0.975814,2.87836,-0.23783,0.0016,-0.01436,0.001
2,2452821.24039,35.768029999999996,1.355792,4.57038,-0.23881,0.0005,-0.45425,0.00088
3,2452830.37659,35.62429,1.361222,4.5749699999999995,-0.21091999999999997,0.0005099999999999999,-0.54366,0.00124
4,2452846.3180400003,35.3724,1.365092,4.54852,-0.13195,0.0005,-0.61754,0.0005
5,2452875.25917,34.9657,1.354092,4.39615,0.06598,0.00074,-0.40888,0.00085
6,2453032.94721,36.07537,1.233375,3.5878,0.03684,0.0005,0.22915,0.0005
7,2453922.44331,36.78095,1.706347,5.37044,0.07224,0.00079,-0.28562,0.0005
8,2455207.11543,37.663059999999994,1.9063560000000002,5.11289,-0.03151,0.0036899999999999997,-0.5168699999999999,0.0036
9,2455517.39036,37.215959999999995,2.054811,5.4939800000000005,-0.07067999999999999,0.00314,0.14999,0.00175
