,time,dist,RA-Primary,DEC-Primary,Delta-RA,Delta-RA-err,Delta-DEC,Delta-DEC-err
0,2453766.85725,41.11063,8.482478,20.19294,0.26764,0.03872,-0.72444,0.03872
1,2453767.89579,41.11275,8.481014,20.197960000000002,0.44411999999999996,0.07381,-0.71617,0.07381
2,2453767.94218,41.11285,8.48095,20.198179999999997,0.29975999999999997,0.06408,-0.61259,0.06408
3,2454064.1184400003,41.664120000000004,8.651531,19.56016,-0.5303100000000001,0.04417,-0.45661,0.04417
4,2454234.74417,42.39018,8.520731,20.0113,-0.45597,0.10207999999999999,0.31483,0.10207999999999999
5,2454414.1049200003,41.94112,8.747033,19.18159,0.0244,0.05313,0.54195,0.05313
6,2454414.10583,41.941109999999995,8.747033,19.18159,-0.019119999999999998,0.07182999999999999,0.6409100000000001,0.07182999999999999
7,2454414.10674,41.94109,8.747033,19.18159,0.08523,0.022719999999999997,0.56592,0.022719999999999997
8,2454414.11077,41.94102,8.747033,19.18159,0.05956,0.02266,0.5685899999999999,0.02266
9,2454421.0753599997,41.823409999999996,8.746397,19.18698,0.12447000000000001,0.03828,0.5292600000000001,0.03828
10,2454421.08138,41.82331,8.746394,19.186989999999998,0.13718,0.02932,0.5372600000000001,0.02932
11,2454421.08754,41.823209999999996,8.746394,19.186989999999998,0.11292,0.01045,0.5604399999999999,0.01045
12,2454421.09362,41.82311,8.746392,19.187,0.08927,0.01056,0.56904,0.01056
13,2454421.0998299997,41.82301,8.746392,19.18701,0.12118,0.01485,0.56147,0.01485
14,2454421.10591,41.8229,8.746392,19.18702,0.1009,0.014519999999999998,0.56587,0.014519999999999998
15,2454529.67858,41.3003,8.629517,19.63843,0.60218,0.05775,0.53091,0.05775
16,2454530.71845,41.31107,8.628406,19.642210000000002,0.50248,0.03927,0.49165,0.03927
17,2454807.03198,41.52717,8.829117,18.86075,0.9940200000000001,0.0154,-0.08077999999999999,0.0154
18,2454807.03724,41.5271,8.829111,18.860770000000002,1.02932,0.016890000000000002,-0.08589,0.016890000000000002
19,2454807.0424900004,41.52702,8.829108,18.86078,1.03167,0.02079,-0.08901,0.02079
20,2454807.04775,41.52695,8.829106,18.8608,1.05439,0.026180000000000002,-0.11177999999999999,0.026180000000000002
21,2454821.98479,41.3376,8.816314,18.91594,0.96029,0.0786,-0.19557,0.0786
22,2454822.04476,41.336940000000006,8.816253,18.9162,1.12281,0.06027999999999999,-0.13335,0.06027999999999999
23,2454822.89593,41.32763,8.815383,18.91985,0.9958899999999999,0.02634,-0.15447,0.02634
24,2454822.90149,41.32757,8.815377999999999,18.91987,1.04764,0.02239,-0.12355999999999999,0.02239
25,2454879.89884,41.1728,8.740925,19.21181,1.04029,0.05346,-0.23315999999999998,0.05346
26,2454879.90474,41.17284,8.740919,19.21184,0.96204,0.04521,-0.33499,0.04521
27,2454879.9106099997,41.17287,8.740911,19.21186,0.9142100000000001,0.047689999999999996,-0.3004,0.047689999999999996
28,2454879.92239,41.172940000000004,8.740894,19.211920000000003,1.05104,0.04752,-0.30066,0.04752
29,2454879.92826,41.17297,8.740889,19.21195,1.0344799999999998,0.0473,-0.23526999999999998,0.0473
30,2454879.93414,41.17301,8.740881,19.21197,1.0415299999999998,0.04241,-0.26697,0.04241
31,2454934.78054,41.84127,8.696036,19.36318,0.9592799999999999,0.03905,-0.35164,0.03905
32,2454934.7858,41.841359999999995,8.696036,19.36318,1.01693,0.03564,-0.36545,0.03564
33,2454934.79103,41.84145,8.696033,19.36318,0.9785200000000001,0.04263,-0.40047,0.04263
34,2454934.79629,41.84153,8.696033,19.36318,1.00199,0.038610000000000005,-0.33435,0.038610000000000005
35,2454934.8021400003,41.84163,8.696033,19.36318,1.04949,0.04961,-0.37028,0.04961
36,2454934.8074,41.84172,8.696031,19.36318,0.98756,0.03542,-0.37904,0.03542
37,2454963.75128,42.32982,8.702103,19.32659,0.9364299999999999,0.02167,-0.40233,0.02167
38,2454963.75655,42.32991,8.702108,19.32658,0.97098,0.02029,-0.37976,0.02029
39,2454963.7617900004,42.32999,8.702111,19.32657,0.95614,0.027939999999999996,-0.3939,0.027939999999999996
40,2454963.76707,42.33008,8.702114,19.32655,0.92425,0.030139999999999997,-0.41853999999999997,0.030139999999999997
41,2455153.06862,41.855340000000005,8.928717,18.44064,0.59729,0.049280000000000004,-0.6481600000000001,0.049280000000000004
42,2455153.07547,41.85522,8.928717,18.44064,0.608,0.04318,-0.66345,0.04318
43,2455178.93268,41.46164,8.916022,18.50202,0.5534,0.03938,-0.72151,0.03938
44,2455189.98452,41.32933,8.905797,18.54676,0.5353600000000001,0.022609999999999998,-0.72321,0.022609999999999998
45,2455189.99823,41.32918,8.905783,18.54683,0.54983,0.02343,-0.736,0.02343
46,2455190.00507,41.32911,8.905778,18.546860000000002,0.5571,0.02018,-0.75252,0.02018
47,2455190.01192,41.32904,8.905769,18.546889999999998,0.55165,0.01821,-0.7135199999999999,0.01821
48,2455298.74785,41.80534,8.78805,18.99912,0.25188,0.01287,-0.77804,0.01287
49,2455298.7547,41.80545,8.78805,18.99912,0.2431,0.01375,-0.76637,0.01375
50,2455298.76155,41.80556,8.788047,18.99912,0.24514,0.01815,-0.77694,0.01815
51,2455298.7684,41.805679999999995,8.788044000000001,18.999129999999997,0.25949,0.01551,-0.7793399999999999,0.01551
52,2455298.77523,41.80579,8.788044000000001,18.999129999999997,0.26168,0.01589,-0.78272,0.01589
53,2455298.7820900003,41.8059,8.788041999999999,18.999129999999997,0.2624,0.01595,-0.7848,0.01595
54,2455506.07911,42.0964,9.018667,18.05,-0.37933,0.01425,-0.49961000000000005,0.01425
55,2455506.08595,42.09628,9.018667,18.05,-0.36598,0.01694,-0.49983999999999995,0.01694
56,2455506.09279,42.09616,9.018669000000001,18.04999,-0.39079,0.015619999999999998,-0.4916,0.015619999999999998
57,2455506.09963,42.09605,9.018669000000001,18.04999,-0.37726,0.01859,-0.4993,0.01859
58,2455506.10648,42.095929999999996,9.018672,18.04999,-0.36833,0.01436,-0.50258,0.01436
59,2455506.11332,42.09581,9.018675,18.049979999999998,-0.34465,0.013309999999999999,-0.5210199999999999,0.013309999999999999
60,2455506.12017,42.095690000000005,9.018675,18.049979999999998,-0.34879,0.01524,-0.48586999999999997,0.01524
