,mean,stddev
epoch,2454200.0,
period_1,97.02,0.008
sma_2,10400,80
ecc_2,0.43799999999999994,0.003
inc_2,89.0,0.6
long_epoch_2,168.5,0.6
lan_2,122.0,0.7
pomega_2,351.9,0.5
mass_tot,9.5,0.2
diam_1,243,
diam_2,132,
