,geocentricTime,x,y,z
0,2452252.405,4611029420.150995,-64447977.20948118,-683177920.3698418
1,2452252.806,4612019614.735917,-64473375.150215104,-683178786.7575217
2,2452820.571,4583038061.928097,513831815.69139266,-682487365.496931
3,2452830.309,4558175908.629405,513364119.90777093,-682458909.0445299
4,2452846.247,4520347152.099893,504363167.3755802,-682407683.0530903
5,2452875.057,4468193340.87461,466069786.22663605,-682311499.2488273
6,2453152.263,4635724561.175564,666631109.5176741,-681099297.5557737
7,2453595.477,4408993120.508519,845115812.245573,-678090704.7355304
8,2453923.04,4447157344.174208,1057231500.1768591,-675027174.2018338
