,mean,stddev
mass_1,2.66e20,0.5e20
mass_2,2.0e19,1.0e+19
sma_2,4810,100
ecc_2,0.01,0.01
aop_2,300.0,20.0
inc_2,77.6,3.0
lan_2,3.0,3.0
mea_2,152,20.0
j2r2_1,3500.0,2000.0
spinc_1,77.6,2
splan_1,3.0,5
sprate_1,1.5e-4,0.1e-4
spaop_1,50,20
c22r2_1,500.0,50.0
