,mean,stddev
epoch,2452600.0,
period_1,309.9,0.2
sma_2,8220.0,40.0
ecc_2,0.546,0.008
inc_2,95.4,0.5
long_epoch_2,259.5,0.7
lan_2,16.1,0.3
pomega_2,223.8,0.7
mass_tot,4.58e+17,6999999999999999.0
diam_1,82.0,
diam_2,67.0,
