,Times,X_Pos_Prim,Y_Pos_Prim,Z_Pos_Prim,X_Vel_Prim,Y_Vel_Prim,Z_Vel_Prim,semimajor_axis_Prim,eccentricity_Prim,inclination_Prim,longitude_ascending_Prim,argument_periapse_Prim,mean_anomaly_Prim,precession_Prim,obliquity_Prim,longitude_Prim,spin_orbit_angle_Prim,spin_period_Prim,Lx_Prim,Ly_Prim,Lz_Prim,E_Prim,X_Pos_Secondary,Y_Pos_Secondary,Z_Pos_Secondary,X_Vel_Secondary,Y_Vel_Secondary,Z_Vel_Secondary,semimajor_axis_Secondary,eccentricity_Secondary,inclination_Secondary,longitude_ascending_Secondary,argument_periapse_Secondary,mean_anomaly_Secondary,precession_Secondary,obliquity_Secondary,longitude_Secondary,spin_orbit_angle_Secondary,spin_period_Secondary,Lx_Secondary,Ly_Secondary,Lz_Secondary,E_Secondary,Lx_totSecondary,Ly_totSecondary,Lz_totSecondary
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4227.396600395058,0.9599323194564507,55.024059151168125,42.518968793540346,278.46630357879525,189.13348759033735,0.0,0.0,0.0,0.0,10.266642658790174,0.04985803519859612,-0.054374345962550516,0.06875402676530476,1.445863252179357e-06,11987.995749417481,-7436.976624418554,-19416.380304932365,0.000660587901116274,0.001028377640555917,0.0004452967178222288,9237.147843204764,0.7281832071200903,55.024059151168125,42.518968793540346,93.07765350516816,206.12856610735375,0.0,0.0,0.0,0.0,1.0266642658790175,0.09480016255038294,-0.10338748439019295,0.1882966710463766,7.663148330735438e-05,0.14465819774897906,-0.15776183035274347,0.25705069781168133
1,3187636.3636363638,0.0,0.0,0.0,0.0,0.0,0.0,4034.922782334866,0.9579791354598524,55.02405915014525,42.518968798335685,288.46742163701225,188.90072762827538,57.29577946486757,57.29577951714079,145.77452333374438,12.469736407428112,10.266642658790174,0.06199729158377126,-0.06216887285692897,0.0608729398238847,1.4454194916444365e-06,13905.871692463359,-4065.505164822852,-17717.09540927884,0.0005367486793317216,0.0010829101093367244,0.0006223855433436818,8872.731037316422,0.7148128812887914,55.02405915014525,42.518968798335685,102.98083388015087,205.62799439807387,57.29577950825242,57.295779513497145,-137.91678253819467,12.4697364418468,1.0266642658790175,0.15864387927157664,-0.14438106346384294,0.1468478486467969,7.663124992138012e-05,0.2206411708553479,-0.2065499363207719,0.2077207884706816
2,6375272.7272727275,0.0,0.0,0.0,0.0,0.0,0.0,3845.8534008960573,0.9558656717143569,55.02405914724275,42.518968805926704,299.5074776040775,188.3606835119047,57.295779385744936,57.29577953624873,-125.7467319076636,12.46973634192613,10.266642658790174,0.06199729158002038,-0.06216887286543376,0.0608729398216705,1.4449403339277772e-06,15369.460070846155,-564.3305387866076,-15442.293521892327,0.00037490155249698265,0.0011080021738039203,0.0008051747553740225,8510.212101005334,0.7000894000193235,55.024059147242745,42.51896880592671,114.10684462089311,204.25263721863226,57.295779500353596,57.29577951541789,26.87066462451661,12.469736430032384,1.0266642658790175,0.15864387927542944,-0.14438106345512436,0.14684784864909858,7.663099791904616e-05,0.22064117085544982,-0.20654993632055813,0.20772078847076908
3,9562909.090909092,0.0,0.0,0.0,0.0,0.0,0.0,3667.936696260591,0.9536729577085018,55.02405914105664,42.51896881612621,311.7059401053555,187.4630689806554,57.29577927531216,57.29577958471494,-37.26798670549678,12.469736256539738,10.266642658790174,0.061997291576104896,-0.06216887287832007,0.0608729398160011,1.4444443273847226e-06,16252.78131668971,2954.8661592640783,-12587.934584755298,0.0001725635945422766,0.001092174043685941,0.00098396831360465,8164.883696621034,0.6845146793331796,55.02405914105664,42.518968816126204,126.64776972454541,201.82713240760395,57.29577948932324,57.295779520267054,-168.34188394449257,12.469736414639318,1.0266642658790175,0.15864387927942658,-0.1443810634420673,0.14684784865487335,7.663073705544705e-05,0.22064117085553148,-0.20654993632038737,0.20772078847087444
4,12750545.454545455,0.0,0.0,0.0,0.0,0.0,0.0,3510.733877736,0.9515457788264526,55.024059130085575,42.518968827685356,325.1277959673566,186.1724802552676,57.295779143396686,57.295779678802745,51.210758508239934,12.469736164543178,10.266642658790174,0.06199729157369689,-0.06216887289529375,0.060872939804892334,1.4439642338879334e-06,16428.756027280622,6342.034775164428,-9189.340260743482,-6.793889422396926e-05,0.001023211539112593,0.0011436504773565184,7856.316806497479,0.6690944434009792,55.02405913008558,42.51896882768534,140.74600754992443,198.20587452093628,57.29577947613247,57.29577952967342,-3.5544325127697314,12.469736398049887,1.0266642658790175,0.15864387928187362,-0.14438106342498006,0.1468478486661019,7.66304845609604e-05,0.2206411708555705,-0.2065499363202738,0.20772078847099423
5,15938181.818181818,0.0,0.0,0.0,0.0,0.0,0.0,3385.0677584108053,0.9496993903795256,55.02405911351033,42.51896883798395,339.73033908753797,184.4891467292556,57.29577901428024,57.295779829877226,139.68950372017798,12.46973609079347,10.266642658790174,0.061997291575108346,-0.06216887291438365,0.060872939786964675,1.4435483824915677e-06,15789.847869409852,9411.224366066917,-5338.5356247358795,-0.0003361305174085648,0.0008915579160511521,0.0012640328112532063,7607.292479210728,0.6554444666596185,55.024059113510326,42.51896883798395,156.4131911701802,193.34400896176717,57.29577946323318,57.2957795447841,161.23301891600374,12.469736384773256,1.0266642658790175,0.15864387928049617,-0.14438106340584508,0.14684784868412815,7.663026585317634e-05,0.22064117085560453,-0.20654993632022872,0.20772078847109282
6,19125818.181818184,0.0,0.0,0.0,0.0,0.0,0.0,3301.6092538543485,0.9483933144983183,55.024059092284084,42.51896884354936,355.30821216490796,182.47223641322,57.2957789237445,57.295780033011646,-131.83175507392548,12.469736065918188,10.266642658790174,0.06199729158231582,-0.062168872931762265,0.06087293976278052,1.4432547103193052e-06,14278.16957695051,11957.18836713274,-1195.8386082286484,-0.0006112333595345897,0.0006956305649725655,0.001323375338242337,7440.735331128899,0.6456310836736251,55.02405909228408,42.518968843549345,173.42888077441557,187.39103114584816,57.29577945419571,57.29577956508998,-33.97956950930198,12.469736380313046,1.0266642658790175,0.15864387927333007,-0.14438106338851106,0.14684784870836648,7.663011140283532e-05,0.22064117085564589,-0.20654993632027333,0.207720788471147
7,22313454.545454547,0.0,0.0,0.0,0.0,0.0,0.0,3268.638584315324,0.9478584454517179,55.024059069663025,42.51896884188437,11.471780682346324,180.25129325967757,57.29577890223791,57.29578025913547,-43.35301532869247,12.469736109084687,10.266642658790174,0.06199729159539464,-0.06216887294315237,0.060872939735764894,1.4431345612457345e-06,11916.501480926152,13789.275008431992,3015.8800998289507,-0.0008642600777947442,0.00044672874104948477,0.0013055791831482943,7374.676065502366,0.641572901666087,55.024059069663025,42.51896884188438,191.27852148952638,180.75308422987726,57.295779452046965,57.2957795876817,130.80782782800253,12.469736388079752,1.0266642658790175,0.15864387926033352,-0.14438106337719364,0.14684784873535028,7.663004821310517e-05,0.22064117085572815,-0.20654993632034602,0.2077207884711152
8,25501090.90909091,0.0,0.0,0.0,0.0,0.0,0.0,3289.723709088114,0.9482017708936539,55.024059050036286,42.51896883348847,27.69698078782702,178.00872399179593,57.295778952359946,57.29578046399142,45.12572437790462,12.46973621039584,10.266642658790174,0.061997291611666054,-0.06216887294643303,0.06087293971114646,1.4432116755749563e-06,8823.241429154948,14774.532416883245,7042.168556307906,-0.0010659057369352255,0.00016917872565847046,0.001207963451846715,7416.9387652543455,0.6441804710679533,55.024059050036286,42.51896883348848,209.21700841784892,174.04173448591624,57.29577945704403,57.29577960816148,-64.40477483788574,12.469736406288835,1.0266642658790175,0.15864387924420192,-0.14438106337395873,0.14684784875984025,7.663008876967022e-05,0.22064117085586799,-0.20654993632039176,0.2077207884709867
9,28688727.272727273,0.0,0.0,0.0,0.0,0.0,0.0,3362.5625365549017,0.9493537561666319,55.024059036494776,42.51896882193212,43.44451638696299,175.93298932266688,57.29577904396962,57.29578061249471,133.60446406159716,12.469736333236739,10.266642658790174,0.0619972916269593,-0.062168872943125474,0.06087293969314148,1.4434706270493171e-06,5196.9337892602925,14869.924730627896,10645.881095452474,-0.0011966920657599106,-0.00010655462521530722,0.001043807717976892,7562.471722595784,0.6528605394553282,55.024059036494776,42.51896882193211,226.4723636188963,167.89266624126492,57.29577946619181,57.295779623020714,100.38262248909106,12.469736428372139,1.0266642658790175,0.1586438792291131,-0.14438106337725454,0.14684784877768398,7.663022495943352e-05,0.2206411708560724,-0.20654993632038002,0.20772078847082545
