,Times,X_Pos_Eris,Y_Pos_Eris,Z_Pos_Eris,X_Vel_Eris,Y_Vel_Eris,Z_Vel_Eris,semimajor_axis_Eris,eccentricity_Eris,inclination_Eris,longitude_ascending_Eris,argument_periapse_Eris,mean_anomaly_Eris,precession_Eris,obliquity_Eris,longitude_Eris,spin_orbit_angle_Eris,spin_period_Eris,Lx_Eris,Ly_Eris,Lz_Eris,E_Eris,X_Pos_Dysnomia,Y_Pos_Dysnomia,Z_Pos_Dysnomia,X_Vel_Dysnomia,Y_Vel_Dysnomia,Z_Vel_Dysnomia,semimajor_axis_Dysnomia,eccentricity_Dysnomia,inclination_Dysnomia,longitude_ascending_Dysnomia,argument_periapse_Dysnomia,mean_anomaly_Dysnomia,precession_Dysnomia,obliquity_Dysnomia,longitude_Dysnomia,spin_orbit_angle_Dysnomia,spin_period_Dysnomia,Lx_Dysnomia,Ly_Dysnomia,Lz_Dysnomia,E_Dysnomia,X_Pos_Hercules,Y_Pos_Hercules,Z_Pos_Hercules,X_Vel_Hercules,Y_Vel_Hercules,Z_Vel_Hercules,semimajor_axis_Hercules,eccentricity_Hercules,inclination_Hercules,longitude_ascending_Hercules,argument_periapse_Hercules,mean_anomaly_Hercules,precession_Hercules,obliquity_Hercules,longitude_Hercules,spin_orbit_angle_Hercules,spin_period_Hercules,Lx_Hercules,Ly_Hercules,Lz_Hercules,E_Hercules,Lx_totHercules,Ly_totHercules,Lz_totHercules
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.74952967460524,0.9999988768043327,62.09716583627863,139.16915660609644,338.2626548547657,179.99930388903636,-165.1943496555201,62.09716583627861,134.65654101164608,48.71321673048916,1085.4037636780656,172.02467505618188,1632.9763114984235,998.7310435510553,-0.36943061355557777,-22056.814003764397,27629.814965929272,-12245.716384338559,-0.09652763332020826,-0.014265567089672145,0.13956823327800755,35766.52365684208,0.035426624175983704,62.09716583627863,139.16915660609644,164.59981151057198,173.20263137458824,139.16915660609644,62.09716583627863,-159.47623086011447,0.0,380.19882810009125,40850.49696408646,47273.31053939668,33062.12703688932,-0.166165771956803,-1053.4882404509135,14054.767673483244,-6250.224278486981,-0.2157563967881928,0.004999291893021725,0.10188542282912932,12353.999999999993,0.24300000000000033,33.95920851740387,134.66227058959737,114.33086322938001,210.04632769495984,134.66227058959737,33.95920851740389,114.33086322938013,0.34699570338134555,72.97488195479264,924.3033046112884,913.4704398359229,1929.5867004696715,-0.027650124743232248,41946.82494375393,49819.75729073103,35990.444780910046
1,31876363636.363636,0.0,0.0,0.0,0.0,0.0,0.0,193.07549285091218,0.9999988672510437,60.618559521831514,141.22267419862607,72.69355185377775,179.99812565328676,106.14892095967161,104.47934505419055,53.423140919961696,55.40156161936391,1085.138770865456,475435.8345526497,753271.6149629696,961770.1558522714,-0.37381036216742025,-19484.157386721112,-6634.259153569234,30858.69149332762,0.11115624265700488,-0.12257652984571034,0.04607504505649332,35745.857554726215,0.02900048893887211,60.618559521822704,141.2226741986293,274.0767428203997,157.38018444581283,0.0,0.0,0.0,0.0,inf,-414136.6604518655,-668115.8770031262,-777331.9962707565,-0.16602810148339117,-9988.874613197986,6944.135270503699,8701.780101532517,0.02215989698263577,-0.21032609641901548,0.12829064498321666,12368.83160562247,0.24766935280912633,57.74396550563722,118.31353129451507,189.84895626257835,230.70128363638207,0.0,0.0,0.0,0.0,inf,-73616.17433016976,-119552.69823856895,-183389.94013248,-0.027643515996304623,-12317.00022938558,-34396.960278725586,1048.219449034892
2,63752727272.72727,0.0,0.0,0.0,0.0,0.0,0.0,191.8675221693607,0.9999988614793265,60.627389879152645,138.92599155735456,166.7100267166016,179.99987373165186,132.4023901972263,38.49934264649851,-80.29571183036926,22.656343877205277,1084.8939149401253,-3113125.24128926,-4823422.316795686,-3306086.2329486827,-0.37562717810149726,24313.22416194016,-26703.57427032059,7384.3157338191595,0.08419323816588088,0.03597873734215969,-0.14647243667244048,35690.54968383997,0.022058015756553192,60.62738987915534,138.92599155736764,348.5652947254265,178.06152581875008,0.0,0.0,0.0,0.0,inf,3227939.4829793065,4977144.147564677,3074463.5905966097,-0.1661161986140649,-2341.6884028231725,739.5075291835237,14849.743060248955,0.23688972859342317,-0.04462065936750543,0.046227890167826864,12824.28910292779,0.17273041568688932,91.92025135233212,168.82446325032035,263.0128673837835,175.0792118984442,0.0,0.0,0.0,0.0,inf,-59163.01654358405,-84138.68075096319,213127.12998805026,-0.027421559219977003,55651.225146462566,69583.15001802714,-18495.512364022725
3,95629090909.09093,0.0,0.0,0.0,0.0,0.0,0.0,193.89333426839656,0.9999988758387882,62.26295894135205,139.74360126074,259.05711076269125,180.000875767545,-175.59483023736772,56.173094415544455,105.02143052058636,38.550069430027776,1084.6630039725064,-959455.9960734199,-1475758.2530362213,-2185677.449087387,-0.3761010557639928,16396.000838893466,8420.700637939852,-32370.489164663348,-0.11856951402083188,0.11964473657704258,-0.02793148798371351,35638.15035288862,0.03473126690278225,62.26295894134869,139.74360126074072,70.91046140402091,188.72551570033565,0.0,0.0,0.0,0.0,inf,973582.8003697162,1483771.317831795,2223569.8565328214,-0.166254596505194,-2129.649738783017,-13055.13712993497,4397.139155418419,0.22264807135293255,-0.10407992346566858,-0.10642500833132199,13375.701538042347,0.11245831396285831,32.9186788402497,113.30669435773872,15.346998481491886,115.81320174926044,0.0,0.0,0.0,0.0,inf,202133.84073897038,311661.7109245366,117110.89607124121,-0.027053471815234414,216260.6450352667,319674.7757201103,155003.3035166757
4,127505454545.45454,0.0,0.0,0.0,0.0,0.0,0.0,195.17241133665632,0.9999988818593204,60.15447208215934,140.9767272650369,354.30290713710554,179.99936632657412,107.77370081994411,109.42247460213174,13.242866792969895,58.73684236246679,1084.6614762066667,6257683.217640807,9674508.741263904,7009108.608832322,-0.3867536293587266,-27820.08476409968,24931.36088718241,-3228.529720354869,-0.06647546820356529,-0.05427115160484984,0.14643389984665048,35694.37555615927,0.03971136602876596,60.154472082159245,140.9767272650356,179.4340217798766,174.44950082312317,0.0,0.0,0.0,0.0,inf,-6299932.438602928,-9766489.314140279,-6473457.134517606,-0.16615391775156568,-1315.9130441769958,-5078.46814744873,9788.145043651326,0.2139090319625276,-0.24927228550387934,-0.05750899221436962,13165.68329619267,0.20275585587926934,67.81227909623047,126.58665025994445,57.028283221126635,35.40389439478278,0.0,0.0,0.0,0.0,inf,135805.56947744315,221553.50540151895,-439591.1358593199,-0.02728109585286944,93556.348515322,129572.93252514378,96060.33845539583
5,159381818181.81818,0.0,0.0,0.0,0.0,0.0,0.0,193.35349720018547,0.999998868289392,61.157211757419276,138.745552499403,90.38808580388445,179.99832467620266,139.88926498761268,29.397144072394287,-115.922529659317,31.76939076850795,1085.1417904008047,-176125.25108989293,-299813.6397636778,1446538.8835262612,-0.3907587432613635,-11626.97530968953,-13637.513443892822,32537.692117406645,0.12881709649676795,-0.1133113536594606,0.00044242501701593335,35765.45809966712,0.02945216516543304,61.157211757432144,138.74555249940298,289.09602056101653,160.1864995203392,0.0,0.0,0.0,0.0,inf,-82778.00360907178,-105363.61038144093,-2584167.1147972997,-0.16610567300501589,-1092.0584742780775,-1755.5901974458247,10695.218140041383,0.337273167953131,-0.030894091993931234,-0.01721955463017857,11713.420430951184,0.16310736512745488,80.67943939801563,174.4648424970908,144.92450581890648,315.7363706172651,0.0,0.0,0.0,0.0,inf,52048.57433521953,69141.65439116851,898194.2160620384,-0.027750560492368376,-206854.6803637452,-336035.5957539502,-239434.0152090001
6,191258181818.18185,0.0,0.0,0.0,0.0,0.0,0.0,192.2003289757935,0.9999988634294158,61.99270429906053,140.38207245696438,181.80007340305596,180.00022164857987,171.78176029387853,60.6833514131681,80.99160268996394,27.501037929594165,1085.2912765274004,-9871173.255459692,-15291800.005009508,-11305204.909171147,-0.39020555972241816,28777.155350731686,-23114.632919980213,-1024.0538944438158,0.047263644314803156,0.06593671765486364,-0.15216107776422882,35693.99513149782,0.023754560773596303,61.992704299065004,140.38207245680894,358.77768877220484,183.16850363159662,0.0,0.0,0.0,0.0,inf,9880785.345128002,15307262.265482748,9685289.59101237,-0.16624763475942864,8227.581128975376,3108.6058521112427,-7169.378671456732,-0.0851956340239054,0.3116931582959791,0.052163294816947633,12419.086548854597,0.09879033218663545,41.246362380945364,94.45066573783095,287.99455057944783,356.80697288006496,0.0,0.0,0.0,0.0,inf,-190719.4069830935,-312028.55447688646,1500395.879434997,-0.027439023147911287,-181107.3173147842,-296566.2940036463,-119519.43872378045
7,223134545454.54544,0.0,0.0,0.0,0.0,0.0,0.0,194.3200030715171,0.9999988789964446,59.811762290021804,140.47826780597995,275.4601811044685,180.00101139387377,107.68495338649227,110.69856315314469,-29.347012440352216,59.86823997902624,1085.3945229711492,1115977.1188427787,1753794.7743660205,-1239829.590974413,-0.3738843468076776,9151.716939734295,16675.490107262507,-32122.784736584566,-0.1362141998745266,0.10115732464269822,0.014872094560859498,35623.44847505777,0.03752484892381931,59.811762290100496,140.47826780598922,86.7604242477261,189.3687184819708,0.0,0.0,0.0,0.0,inf,-993842.3759743008,-1582930.1758289104,1669105.6462054504,-0.16635799231875728,1184.2699190676212,-4860.579842906445,13458.73460335427,0.2035329313627186,-0.15210018723656593,-0.05224775696370271,13650.942489562347,0.10546704886708903,76.96715104114091,140.51306613403523,323.8915559311198,134.12173792452862,0.0,0.0,0.0,0.0,inf,224360.33208235196,351199.6201822413,-148672.305699435,-0.02695730076289866,346495.0749508299,522064.21871935134,280603.7495316023
8,255010909090.9091,0.0,0.0,0.0,0.0,0.0,0.0,195.44986392136727,0.9999988813566283,61.63844503881645,138.68654218504287,12.10956807410961,179.9992885363525,160.55158046795034,18.49097189945289,-167.09364860346844,44.804170168896974,1085.0742236067465,13638635.791788563,21081513.227467332,15380091.63936153,-0.3824022559264548,-30046.409911470488,21427.059372124262,6931.654670620221,-0.025850439131466393,-0.08227492247252984,0.14608889833329733,35760.0893625779,0.039323227350423394,61.63844503881707,138.68654218503954,197.9309895286512,173.70776065234853,0.0,0.0,0.0,0.0,inf,-12646741.093582856,-19586279.41225017,-13257062.607290037,-0.16618842711096676,-3527.312219452113,4496.308277615346,-10286.775389386632,-0.2800518876522091,-0.014854196917770946,0.1467918361445673,12469.827620302925,0.19186137124112262,69.94712981072249,171.95282893990523,9.841652471983387,300.18417917586936,0.0,0.0,0.0,0.0,inf,-728244.8861117392,-1109564.3823406873,-1509395.7984140175,-0.027606069225139106,263649.8120939684,385669.4328764761,613633.233657476
9,286887272727.2727,0.0,0.0,0.0,0.0,0.0,0.0,193.38473573793124,0.9999988727525116,61.50803215604961,140.85516443989542,105.4562497144134,179.99854128232784,158.35194956509972,71.754248128836,59.962354262875216,19.01483208377234,1084.9441525948628,-3683951.9015731663,-5731571.561788907,-2709576.2706972566,-0.37679936076616766,-3104.7152783777565,-19498.595588488504,31471.910656925786,0.14159237174045658,-0.08804967669705177,-0.03887009022370154,35637.53967061186,0.0327744680356798,61.50803215609174,140.85516443990824,299.96154376783073,164.53116106988605,0.0,0.0,0.0,0.0,inf,3598621.8580691074,5634305.4464504095,321605.8909007596,-0.16617777806605913,8520.334341056645,4533.001469325274,-10132.040130447102,-0.026791936448654095,0.2638154840290901,0.030209394074722354,13551.103251977873,0.18868434133452291,50.5497548340671,90.66497196910403,171.3673053189467,97.12073619567363,0.0,0.0,0.0,0.0,inf,-139133.41293605964,-266276.4015061205,2171987.80094672,-0.027083919432278614,-224463.4564401185,-363542.5168446183,-215982.5788497771
