,Times,X_Pos_Eris,Y_Pos_Eris,Z_Pos_Eris,X_Vel_Eris,Y_Vel_Eris,Z_Vel_Eris,semimajor_axis_Eris,eccentricity_Eris,inclination_Eris,longitude_ascending_Eris,argument_periapse_Eris,mean_anomaly_Eris,precession_Eris,obliquity_Eris,longitude_Eris,spin_orbit_angle_Eris,spin_period_Eris,Lx_Eris,Ly_Eris,Lz_Eris,E_Eris,X_Pos_Dysnomia,Y_Pos_Dysnomia,Z_Pos_Dysnomia,X_Vel_Dysnomia,Y_Vel_Dysnomia,Z_Vel_Dysnomia,semimajor_axis_Dysnomia,eccentricity_Dysnomia,inclination_Dysnomia,longitude_ascending_Dysnomia,argument_periapse_Dysnomia,mean_anomaly_Dysnomia,precession_Dysnomia,obliquity_Dysnomia,longitude_Dysnomia,spin_orbit_angle_Dysnomia,spin_period_Dysnomia,Lx_Dysnomia,Ly_Dysnomia,Lz_Dysnomia,E_Dysnomia,X_Pos_Hercules,Y_Pos_Hercules,Z_Pos_Hercules,X_Vel_Hercules,Y_Vel_Hercules,Z_Vel_Hercules,semimajor_axis_Hercules,eccentricity_Hercules,inclination_Hercules,longitude_ascending_Hercules,argument_periapse_Hercules,mean_anomaly_Hercules,precession_Hercules,obliquity_Hercules,longitude_Hercules,spin_orbit_angle_Hercules,spin_period_Hercules,Lx_Hercules,Ly_Hercules,Lz_Hercules,E_Hercules
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.58460115688513,0.9999990261951616,61.07730096094577,139.0568568782508,340.32994926465705,179.9984118243778,145.98964619933375,35.43743962884139,20.259787635825916,0.0,349.0658503988659,39515.07590801514,45806.56280249372,34951.8996687475,-0.46638001495678266,-22421.171523420253,27443.553292492583,-10925.694477521854,-0.09541211317442841,-0.01982179725853185,0.14025437512815978,35782.99762338869,0.027923336750915437,61.077300960945756,139.0568568782508,180.59340855522697,158.60619347381098,139.0568568782508,61.07730096094575,-91.2827940836439,0.0,349.0658503988659,39515.07590801514,45806.56280249372,34951.8996687475,-0.46638001495678266,-3763.3340337528916,-5511.837736487346,7111.973080857708,0.24692829051388435,-0.21544336751433713,-0.04421706599865716,10000.000000000002,0.014890000000000202,48.01959280991429,131.84904781550506,50.00202678106739,50.00202678106649,131.84904781550506,48.01959280991431,50.00202678106696,0.0,349.0658503988659,39515.07590801514,45806.56280249372,34951.8996687475,-0.46638001495678266
1,789334.6673336668,0.0,0.0,0.0,0.0,0.0,0.0,184.04665221151416,0.9999990280369293,61.075202254480715,139.05557628113286,184.75754600164214,180.00170318480184,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,28962.362230224146,-23152.913394286436,-2698.8270931350207,0.041733181423012446,0.07243139174097882,-0.14849876575871226,35809.285486742745,0.02989026999718975,61.075202254480715,139.05557628113286,344.4750992761684,201.49520090255237,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,7508.695943538736,-5599.634374182174,-2028.4807663589274,0.09769135671415259,0.21661457968807077,-0.2383418528805888,8860.790814819435,0.04089837663115138,47.61576664635362,131.6530403208416,24.620504490578835,171.84035810144997,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263
2,1578669.3346673336,0.0,0.0,0.0,0.0,0.0,0.0,185.34723110433575,0.9999990353802571,61.078414034348114,139.05535469718555,33.795305389936,179.99856086225296,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,-30101.68610053716,12782.525897069769,18227.95402674077,0.025289103330856696,-0.11249025704125853,0.12378895753612765,35805.44614912949,0.03643946629320287,61.078414034348114,139.05535469718555,227.64372145626143,165.12497043767033,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,1878.9149632741082,6945.822204786095,-6618.272442808182,-0.26714405227969784,0.16939267519471704,0.09358275898366697,9864.366797163868,0.014524727416395876,47.69498874838936,132.10653413891325,25.43089488116894,267.61390501360773,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263
3,2368004.002001001,0.0,0.0,0.0,0.0,0.0,0.0,182.53856012160202,0.9999990207577966,61.07958607928303,139.0580262092471,238.96825835090874,180.0008750987866,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,24370.975254509172,-914.3920225948314,-27655.39188366869,-0.08372620533342207,0.12880030935755282,-0.07679178045978245,35766.30734203658,0.021434557148409195,61.07958607928303,139.05802620924712,44.53224590317763,195.05800924862726,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,-8140.05642405021,4623.3932674513,3232.861865882591,-0.04877242991764193,-0.23947280483165334,0.2152071464554544,10315.054093058247,0.017369284583895993,47.79249819411319,131.67270389881125,337.60642722278914,48.53986893722046,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263
4,3157338.6693346673,0.0,0.0,0.0,0.0,0.0,0.0,186.2208734614187,0.9999990394285689,61.07789135041426,139.05534741698418,86.45198032021439,179.9999267447358,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,-13657.368888216764,-12189.425613663028,32861.87229639341,0.12363061069787995,-0.11398339147073547,0.009189937996475255,35831.3839339549,0.03943105770608738,61.07789135041426,139.0553474169842,267.09574831418655,179.3039219939844,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,-954.7371883134015,-7396.929291504487,6202.242404952394,0.2767669908960416,-0.13454743071636818,-0.12598215301061363,8982.603706077569,0.04525943817015051,47.145627058038265,131.7018508402604,302.9475043707148,178.2733450999478,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263
5,3946673.336668334,0.0,0.0,0.0,0.0,0.0,0.0,182.44918840161716,0.9999990198727794,61.07936140512322,139.05174596932804,293.69389415487694,179.99927382225536,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,-490.00217798161907,22033.07794092777,-29539.357004785074,-0.14076525377069235,0.07837933653717992,0.059826777989156636,35779.50011535318,0.020361917932807786,61.07936140512322,139.05174596932804,126.27786109832931,166.89999822877255,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,8037.360928590277,-2964.545764273314,-4336.784529080115,-0.0031971553947490157,0.2719394308653542,-0.1970224011839163,9521.189610519275,0.024607020373701105,47.22553311158387,132.77521148228232,313.19969849572067,264.8437130047926,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263
6,4736008.004002001,0.0,0.0,0.0,0.0,0.0,0.0,185.5063892128802,0.9999990365150958,61.079384233364216,139.05394617896317,139.05716164835147,180.0013121183074,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,13597.34057410237,-27519.354238160053,21493.45674271205,0.12359244812250493,-0.024922420760383236,-0.11252777343429264,35796.49421761451,0.03736996318686247,61.0793842333642,139.05394617896317,306.77832900552676,193.2151017848219,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,-1011.4582836934574,8246.805377236333,-5239.27853288964,-0.27350960871792074,0.07677604489693175,0.16473158313137845,10477.622443224362,0.034736202525871174,47.88906195406066,132.6436407814595,277.6950821031534,33.78981798669369,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263
7,5525342.671335666,0.0,0.0,0.0,0.0,0.0,0.0,183.84231460518586,0.9999990271364413,61.07615483137553,139.0547727739187,348.0012775271411,179.99834846702123,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,-24990.4961305141,26625.308483653367,-6757.230558361533,-0.08085360300595844,-0.03644991612331423,0.14571533215468388,35800.66068618428,0.028938311948342597,61.07615483137552,139.05477277391867,188.32683511473377,158.4987286974996,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,-8177.334992299466,1833.7378011278577,5249.209983988233,0.04744045187775515,-0.27710192154079105,0.16525943243627475,9206.852042369344,0.053661220644976276,47.660428637165985,131.98623282882116,245.62095867089803,160.46289182130258,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263
8,6314677.338669335,0.0,0.0,0.0,0.0,0.0,0.0,183.78602693929457,0.9999990268331509,61.077495231420286,139.05303555785804,192.41133429965663,180.0016394197746,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,29914.614328360032,-20846.77038947182,-6983.965357533148,0.02370696347892862,0.08588841044467009,-0.14552649378495097,35800.21862333972,0.028628862091206776,61.077495231420286,139.05303555785804,352.01038096435707,201.5679561244121,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,1981.389318950041,-8301.907969737164,4504.865396080177,0.2708201238659567,-0.03459176737876825,-0.19266747050906546,9204.975374087373,0.04956769373385879,47.36953965766642,132.3689343274953,263.6781318592112,239.94559839301257,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263
9,7104012.006003003,0.0,0.0,0.0,0.0,0.0,0.0,185.54963446160443,0.9999990367346909,61.08072320562464,139.05505871089616,41.32377383545631,179.9987188778295,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,-29104.330073055673,9406.226583996773,21663.02936914016,0.042999839890053196,-0.11911115291575347,0.11184370016460553,35797.1489606555,0.037545130667520014,61.08072320562463,139.0550587108962,233.25006702702544,167.15950489542965,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263,7478.44424743457,60.00080156540694,-6056.140625491542,-0.10319058885134326,0.2908055855054087,-0.13084213042931425,10508.61399857513,0.05025285322863432,47.65412234987305,132.3775218466761,233.5757550017369,4.1820752544983595,0.0,0.0,0.0,0.0,inf,38576.324394196854,44416.16588100733,32597.689798333933,-0.47360813387678263
