,Times,X_Pos_Prim,Y_Pos_Prim,Z_Pos_Prim,X_Vel_Prim,Y_Vel_Prim,Z_Vel_Prim,semimajor_axis_Prim,eccentricity_Prim,inclination_Prim,longitude_ascending_Prim,argument_periapse_Prim,mean_anomaly_Prim,precession_Prim,obliquity_Prim,longitude_Prim,spin_orbit_angle_Prim,spin_period_Prim,Lx_Prim,Ly_Prim,Lz_Prim,E_Prim,X_Pos_Secondary,Y_Pos_Secondary,Z_Pos_Secondary,X_Vel_Secondary,Y_Vel_Secondary,Z_Vel_Secondary,semimajor_axis_Secondary,eccentricity_Secondary,inclination_Secondary,longitude_ascending_Secondary,argument_periapse_Secondary,mean_anomaly_Secondary,precession_Secondary,obliquity_Secondary,longitude_Secondary,spin_orbit_angle_Secondary,spin_period_Secondary,Lx_Secondary,Ly_Secondary,Lz_Secondary,E_Secondary,Lx_totSecondary,Ly_totSecondary,Lz_totSecondary
0,157700.0,0.0,0.0,0.0,0.0,0.0,0.0,4217.891990618158,0.9598401420773599,55.02405915109353,42.51896879408878,278.93873923486905,189.12838963393028,57.29577951140693,57.29577951303961,153.33833248021062,12.469736447655775,10.266642658790174,0.061997291587154224,-0.062168872851096436,0.060872939824377026,1.4458422892929751e-06,12091.753686545873,-7274.545540186795,-19345.484746586924,0.0006552885381459984,0.0010316152291402637,0.00045382719464225014,9219.260757717773,0.7275571331743338,55.02405915109353,42.518968794088785,93.5418671346656,206.12173662528522,57.29577951290786,57.29577951308345,-62.27869081945357,12.469736448889261,1.0266642658790175,0.1586438792688546,-0.14438106346867982,0.14684784864630013,7.663147228239098e-05,0.22064117085600882,-0.20654993631977625,0.20772078847067715
1,315400.0,0.0,0.0,0.0,0.0,0.0,0.0,4208.381471836595,0.9597474817175522,55.024059151014164,42.51896879464456,279.4133982170976,189.12266182739987,57.295779509528025,57.295779513024144,-110.61911455255688,12.469736445677745,10.266642658790174,0.06199729158781518,-0.06216887285003772,0.0608729398244004,1.4458212185965093e-06,12194.669418572948,-7111.607793166582,-19273.241771072426,0.0006499066937850429,0.0010348031276019253,0.0004623850013048467,9201.351354560937,0.7269272960117603,55.02405915101415,42.51896879464456,94.00861587398913,206.1131604588334,57.29577951272833,57.2957795130859,178.14683884795733,12.46973644829968,1.0266642658790175,0.1586438792689674,-0.14438106346849816,0.14684784864630457,7.663146120072727e-05,0.2206411708567826,-0.20654993631853588,0.20772078847070496
2,473100.0,0.0,0.0,0.0,0.0,0.0,0.0,4198.8656746630995,0.9596543408105677,55.024059150930626,42.518968795200436,279.8902973867281,189.11629799785007,57.295779507617645,57.29577951313873,-14.576561585295169,12.469736443707049,10.266642658790174,0.06199729158845671,-0.062168872849001675,0.06087293982443259,1.4458000406750701e-06,12296.729889664904,-6948.171298679274,-19199.647105031556,0.0006444417531103756,0.0010379403292305532,0.0004709696712266293,9183.420790961729,0.7262937033547421,55.02405915093064,42.51896879520044,94.47792270016792,206.10281840370598,57.2957795125419,57.2957795130914,58.57236851549254,12.46973644770565,1.0266642658790175,0.15864387926908377,-0.14438106346830795,0.14684784864630984,7.663145006267099e-05,0.22064117085754048,-0.2065499363173096,0.20772078847074243
3,630800.0,0.0,0.0,0.0,0.0,0.0,0.0,4189.345239184784,0.959560721959311,55.02405915084193,42.51896879576483,280.36945362641626,189.10929194216465,57.295779505775904,57.29577951322797,81.46599138190518,12.469736441779455,10.266642658790174,0.06199729158910081,-0.06216887284796565,0.06087293982447883,1.4457787561522199e-06,12397.921947214709,-6784.244131946616,-19124.69655008438,0.0006388931037975763,0.0010410258128216888,0.0004795807200428621,9165.470244932603,0.7256563640461888,55.024059150841936,42.518968795764835,94.94981070933677,206.09069110690834,57.29577951234831,57.29577951309684,-61.00210181720991,12.469736447099393,1.0266642658790175,0.15864387926920376,-0.14438106346811191,0.14684784864631711,7.663143886855007e-05,0.22064117085830456,-0.20654993631607757,0.20772078847079595
4,788500.0,0.0,0.0,0.0,0.0,0.0,0.0,4179.820815061771,0.9594666279408606,55.02405915074804,42.51896879633652,280.85088383592733,189.10163742821385,57.29577950380623,57.295779513226044,177.50854434918804,12.469736439719437,10.266642658790174,0.06199729158973421,-0.062168872846922664,0.060872939824528356,1.4457573656910436e-06,12498.232342280406,-6619.83453038086,-19048.385985663826,0.0006332601364812853,0.0010440585426191352,0.0004882176451993232,9147.500915523677,0.7250152880870226,55.02405915074803,42.51896879633652,95.42430311307395,206.076759068902,57.295779512149814,57.295779513104456,179.42342785022333,12.469736446484296,1.0266642658790175,0.15864387926932758,-0.14438106346790983,0.1468478486463264,7.663142761871323e-05,0.2206411708590618,-0.20654993631483248,0.20772078847085476
5,946200.0,0.0,0.0,0.0,0.0,0.0,0.0,4170.293061624754,0.9593720617113389,55.02405915064987,42.518968796908744,281.3346049276431,189.09332819611384,57.29577950165083,57.295779513304566,-86.44890268341963,12.469736437528558,10.266642658790174,0.061997291590348606,-0.062168872845902376,0.060872939824586456,1.4457358699952408e-06,12597.647730080787,-6454.950895883858,-18970.711371916997,0.0006275422451289448,0.0010470374682652473,0.0004968799255387572,9129.514023074806,0.7243704866743449,55.02405915064986,42.518968796908744,95.90142323450223,206.06100264592303,57.295779511943664,57.29577951311461,59.8489575177546,12.469736445863752,1.0266642658790175,0.1586438792694545,-0.1443810634676997,0.14684784864633801,7.66314163135306e-05,0.22064117085980312,-0.20654993631360208,0.20772078847092446
6,1103900.0,0.0,0.0,0.0,0.0,0.0,0.0,4160.762647971817,0.9592770264108997,55.0240591505463,42.51896879748912,281.8206338218845,189.08435795954668,57.29577949951795,57.295779513493834,9.593650283939189,12.469736435377687,10.266642658790174,0.06199729159096523,-0.06216887284488383,0.06087293982465834,1.4457142698102276e-06,12696.154670551612,-6289.601797152771,-18891.66875267205,0.0006217388274276599,0.0010499615247589005,0.0005055670208822244,9111.510809465213,0.7237219722406454,55.024059150546314,42.51896879748911,96.38119450416231,206.04340205246416,57.29577951172991,57.29577951312547,-59.725512814928734,12.46973644523113,1.0266642658790175,0.15864387926958332,-0.14438106346748225,0.14684784864634975,7.663140495339419e-05,0.22064117086054855,-0.20654993631236607,0.2077207884710081
7,1261600.0,0.0,0.0,0.0,0.0,0.0,0.0,4151.230253063813,0.9591815253687784,55.024059150437004,42.518968798077125,282.3089874420704,189.07472040716593,57.2957794974161,57.29577951361761,105.63620325134006,12.469736433229968,10.266642658790174,0.061997291591572176,-0.06216887284385926,0.060872939824733865,1.4456925659242633e-06,12793.739628963463,-6123.7959719926785,-18811.254258470854,0.0006158492851851114,0.0010528296324217382,0.0005142783716069487,9093.492538362269,0.7230697584937562,55.024059150437004,42.51896879807713,96.86364045565747,206.0239373640067,57.29577951151109,57.2957795131375,-179.29998314701405,12.469736444588904,1.0266642658790175,0.15864387926971568,-0.144381063467258,0.1468478486463663,7.663139353871857e-05,0.22064117086128787,-0.20654993631111723,0.20772078847110015
8,1419300.0,0.0,0.0,0.0,0.0,0.0,0.0,4141.696565819366,0.9590855621084198,55.02405915032319,42.51896879866504,282.79968270967737,189.0644092040634,57.29577949513472,57.295779513688004,-158.32124378120773,12.46973643092331,10.266642658790174,0.06199729159216042,-0.06216887284285957,0.06087293982481726,1.4456707591695933e-06,12890.388976603705,-5957.542329632688,-18729.4641096685,0.0006098730247445376,0.0010556406968736018,0.0005230133982195242,9075.460495468644,0.7224138604575536,55.02405915032318,42.518968798665036,97.34878472104346,206.0025885199396,57.29577951128468,57.29577951315362,61.125546520443805,12.469736443942198,1.0266642658790175,0.15864387926984908,-0.1443810634670255,0.14684784864638323,7.663138206994145e-05,0.2206411708620095,-0.20654993630988508,0.20772078847120048
9,1577000.0,0.0,0.0,0.0,0.0,0.0,0.0,4132.1622852079045,0.9589891403526997,55.02405915020337,42.518968799261714,283.29273653899435,189.05341799330105,57.29577949270938,57.29577951388068,-62.27869081366436,12.46973642852356,10.266642658790174,0.06199729159275058,-0.06216887284186135,0.06087293982491533,1.4456488504236064e-06,12986.088991526205,-5790.84995304598,-18646.294619602082,0.0006038094574137635,0.0010583936090170936,0.0005317715009244099,9057.415988767008,0.7217542945136525,55.02405915020337,42.518968799261714,97.83665102596125,205.97933532666,57.295779511050405,57.29577951317082,-58.448923811958124,12.469736443282914,1.0266642658790175,0.15864387926998855,-0.14438106346678758,0.14684784864640393,7.663137054752427e-05,0.22064117086273913,-0.20654993630864893,0.20772078847131925
