,Times,X_Pos_Sun,Y_Pos_Sun,Z_Pos_Sun,X_Vel_Sun,Y_Vel_Sun,Z_Vel_Sun,X_Pos_Prim,Y_Pos_Prim,Z_Pos_Prim,X_Vel_Prim,Y_Vel_Prim,Z_Vel_Prim,semimajor_axis_Prim,eccentricity_Prim,inclination_Prim,longitude_ascending_Prim,argument_periapse_Prim,mean_anomaly_Prim,precession_Prim,obliquity_Prim,longitude_Prim,spin_period_Prim,X_Pos_Secondary,Y_Pos_Secondary,Z_Pos_Secondary,X_Vel_Secondary,Y_Vel_Secondary,Z_Vel_Secondary,semimajor_axis_Secondary,eccentricity_Secondary,inclination_Secondary,longitude_ascending_Secondary,argument_periapse_Secondary,mean_anomaly_Secondary,precession_Secondary,obliquity_Secondary,longitude_Secondary,spin_period_Secondary
14,73605600.93348892,9387376573.602543,1472544043.1791492,18363323.761284847,-0.5754516934388951,3.784246374408639,0.050807805826743796,0.0,0.0,0.0,0.0,0.0,0.0,5571.731954123074,0.9697418159484287,0.9603376259316211,0.7422135511197943,197.5127996675065,183.14597506322664,0.0,0.0,0.0,inf,-30199.532688967884,-10075.712625754182,-162.3237340711148,0.00039831290184780266,-0.0008630555645499655,-1.455235036722737e-05,11659.520227400057,0.7922944893572057,0.9603376259316211,0.7422135511198109,16.044798437855874,188.76180021915118,0.0,0.0,0.0,inf
15,78863143.85730955,9384331222.447557,1492436786.8037655,18630409.63304729,-0.5830174600084609,3.783068574663468,0.05079321392491132,0.0,0.0,0.0,0.0,0.0,0.0,5454.750812800972,0.9690837396788621,0.9603357482304491,0.7421678573191897,206.53923042639846,184.64451341457826,0.0,0.0,0.0,inf,-27611.542777279392,-14418.888392230845,-235.68250676500702,0.0005854221678443378,-0.0007835657404547877,-1.3260599122957536e-05,11456.85977987844,0.7881368669071223,0.9603357482304458,0.7421678573191804,24.335238459432862,192.95466209837323,0.0,0.0,0.0,inf
16,84120686.7811302,9381246096.063961,1512323327.0331316,18897418.744268134,-0.5905826182673398,3.781886812605158,0.050778609830082484,0.0,0.0,0.0,0.0,0.0,0.0,5291.967458978933,0.9681188736653713,0.9603341708137484,0.7421101824599257,216.0632750887721,186.03917003613174,0.0,0.0,0.0,inf,-24054.42037197575,-18253.180409574416,-300.722035243798,0.0007663903594870985,-0.0006687630058671915,-1.1375630464357768e-05,11172.349806982003,0.7820062238616247,0.96033417081375,0.7421101824596885,33.12700328986871,196.88299325907107,0.0,0.0,0.0,inf
17,89378229.70495084,9378121193.877928,1532203647.4005075,19164351.10477175,-0.5981487491974906,3.780702841207056,0.05076402324572703,0.0,0.0,0.0,0.0,0.0,0.0,5085.020004868276,0.966801311550796,0.9603329747801732,0.7420472807203894,226.3098050259949,187.27624154389096,0.0,0.0,0.0,inf,-19571.681176787242,-21380.317274071043,-354.10962554815524,0.0009365221881642016,-0.0005135815665266476,-8.81151875313174e-06,10806.394683347811,0.7735660286978894,0.9603329747801725,0.7420472807204322,42.655001089804614,200.40771791464826,0.0,0.0,0.0,inf
18,94635772.62877148,9374956504.203314,1552077742.0728548,19431206.904913373,-0.6057186037099693,3.7795189386436117,0.050749492931862636,0.0,0.0,0.0,0.0,0.0,0.0,4837.0100739103755,0.9650706128471411,0.9603321930446461,0.7419873618333391,237.56264525919667,188.2815914803195,0.0,0.0,0.0,inf,-14239.651008377783,-23571.28234732023,-391.99014756434735,0.0010877279929542294,-0.0003114320959585852,-5.456065525197664e-06,10361.428988143156,0.7623549518802596,0.9603321930446383,0.7419873618335805,53.22527961645134,203.333308253142,0.0,0.0,0.0,inf
19,99893315.55259208,9371751996.13259,1571945618.1441367,19697986.555775624,-0.6132969099325278,3.778337670715619,0.05073506289826072,0.0,0.0,0.0,0.0,0.0,0.0,4553.633293045532,0.9628570773721673,0.9603317956773354,0.74193899313818,250.1883831860311,188.95034134497837,0.0,0.0,0.0,inf,-8190.993205643259,-24559.661479604314,-409.8694289423911,0.0012061814757775569,-5.4891035103810104e-05,-1.1818445277692784e-06,9844.263902830884,0.7478010659895776,0.9603317956773487,0.741938993138178,65.24998307312488,205.3755736893112,0.0,0.0,0.0,inf
20,105150858.47641274,9368507606.133163,1591807295.3027172,19964690.6865013,-0.6208915839257143,3.777161030260339,0.050720768242809036,0.0,0.0,0.0,0.0,0.0,0.0,4245.070238776261,0.9601026117796905,0.9603316807880743,0.7419094087651137,264.65866727794827,189.13454637903652,0.0,0.0,0.0,inf,-1653.5976488664746,-24042.609532817733,-402.6220141934373,0.00126880692832812,0.0002618024908181277,4.1127096821560495e-06,9270.224396446292,0.7293332528246909,0.9603316807880922,0.7419094087654243,79.29009445283656,206.11740772666545,0.0,0.0,0.0,inf
21,110408401.4002334,9365223217.58628,1611662797.5451329,20231320.009846486,-0.6285150954050698,3.7759880755988426,0.05070659586575991,0.0,0.0,0.0,0.0,0.0,0.0,3928.9120833776456,0.9568201349248148,0.9603316790364274,0.7419021949753315,281.54781566622074,188.63563514747685,0.0,0.0,0.0,inf,4990.053642246872,-21704.89356595627,-364.8812692658121,0.00123931672401692,0.0006358948591951435,1.0389317986183309e-05,8669.892318576725,0.7067674855594221,0.960331679036406,0.7419021949746295,96.08584754609647,204.96493676518116,0.0,0.0,0.0,inf
22,115665944.32405402,9361898635.758905,1631512125.6338685,20497874.86597369,-0.6361843540225944,3.7748097670309826,0.05069239789913387,0.0,0.0,0.0,0.0,0.0,0.0,3633.8178090311158,0.9532269899696886,0.9603315848532907,0.741914723577128,301.4393427935778,187.22586776581304,0.0,0.0,0.0,inf,11130.270261945203,-17298.805397965247,-292.3630412350467,0.0010685412620521362,0.0010411365469948503,1.7218680615474404e-05,8098.097346403132,0.681303074712966,0.9603315848533092,0.7419147235782229,116.49403415651963,201.17006945278231,0.0,0.0,0.0,inf
23,120923487.24787465,9358533576.968363,1651355194.945797,20764354.18307479,-0.6439143290075455,3.7736015078291953,0.050677765300967785,0.0,0.0,0.0,0.0,0.0,0.0,3401.3119565403117,0.9499441251613848,0.9603312270954292,0.7419367035169552,324.6149907706567,184.75324428627712,0.0,0.0,0.0,inf,15898.715982945636,-10824.489774394315,-184.88132914559174,0.0007129409546197674,0.00140614055629696,2.341372326584778e-05,7639.5583937437095,0.6572642962725133,0.9603312270954296,0.7419367035165602,141.12128660529189,194.1142155578179,0.0,0.0,0.0,inf
24,126181030.17169528,9355127720.716818,1671191745.6083117,21030753.959839474,-0.6517003480766732,3.7723227586156343,0.0506620175502061,0.0,0.0,0.0,0.0,0.0,0.0,3278.8000230019156,0.9480212436560942,0.960330567235857,0.7419525302064905,350.48079619216503,181.36597746243555,0.0,0.0,0.0,inf,18319.672230750322,-2790.6770515108947,-50.751273232210224,0.00018596420314567763,0.001613263567626394,2.6999697839012152e-05,7395.0427524831775,0.6428069812749959,0.9603305672358586,0.7419525302058199,169.43398574691284,184.09059529199334,0.0,0.0,0.0,inf
25,131438573.09551594,9351680862.524603,1691021308.6045146,21297066.66417111,-0.6595024687506104,3.770940577536058,0.05064459381378355,0.0,0.0,0.0,0.0,0.0,0.0,3298.1780985618407,0.9483346835511519,0.9603297529022664,0.7419491392590459,17.216454875447667,177.67523488380235,0.0,0.0,0.0,inf,17753.469373568892,5686.97281134408,91.46625824520743,-0.00039660750857498095,0.0015669054453200174,2.6349115360597866e-05,7433.867563145272,0.6451840468304354,0.960329752902266,0.7419491392599181,198.9859391081355,173.04801283480802,0.0,0.0,0.0,inf
26,136696116.01933658,9348193065.855345,1710843338.5094285,21563283.425017763,-0.6672655942070349,3.7694620522629654,0.050625600908104265,0.0,0.0,0.0,0.0,0.0,0.0,3454.046722149141,0.9507275831263577,0.9603290359072852,0.7419248144871557,42.49947612856658,174.48874143840655,0.0,0.0,0.0,inf,14337.282800586894,13270.989863516763,219.32403122864707,-0.0008750237879286138,0.001287607513106439,2.177160245684398e-05,7744.222376372533,0.6630735412487442,0.9603290359072724,0.741924814488559,226.48202663739949,163.68918876410257,0.0,0.0,0.0,inf
27,141953658.94315717,9344664629.146534,1730657426.8957434,21829397.6164397,-0.6749605460238286,3.7679269470577674,0.05060569896969793,0.0,0.0,0.0,0.0,0.0,0.0,3707.787141183631,0.9541821390036825,0.9603285981261905,0.7418901430919471,64.8163470780532,172.29954826776836,0.0,0.0,0.0,inf,8889.475909510627,19021.26848920388,316.88724611544967,-0.0011647338673432261,0.0008907187266385119,1.518218598325937e-05,8242.518216526005,0.6881556057322236,0.9603285981261898,0.741890143091616,249.9776789262192,157.52242689449452,0.0,0.0,0.0,inf
28,147211201.86697784,9341095910.72688,1750463381.2613056,22095406.21851674,-0.6825914407408651,3.766372572869216,0.05058551424045372,0.0,0.0,0.0,0.0,0.0,0.0,4012.0299712110227,0.9577347200052436,0.9603284479031386,0.741860547577581,83.86440889219429,171.15168866786303,0.0,0.0,0.0,inf,2401.615241866559,22624.066282371525,378.6820566695678,-0.001277788973709365,0.0004844697107974569,8.397546993619772e-06,8828.94942361622,0.7131197110829024,0.9603284479031505,0.741860547577169,269.3484676489527,154.5015445007753,0.0,0.0,0.0,inf
29,152468744.79079852,9337487203.044102,1770261158.535893,22361308.730142724,-0.6901757437593713,3.764818145028833,0.05056537255646274,0.0,0.0,0.0,0.0,0.0,0.0,4328.482285737032,0.9608882027317281,0.9603284447481083,0.7418483757124714,100.05272395914804,170.85582635919775,0.0,0.0,0.0,inf,-4326.444836761802,24199.078982720617,406.54112978868216,-0.0012649706733109944,0.00012458814784675754,2.3627647660183103e-06,9426.519105076775,0.7346430495241296,0.9603284447480736,0.7418483757126626,285.33190527578205,153.91992704070248,0.0,0.0,0.0,inf
30,157726287.7146191,9333838706.473066,1790050777.331422,22627105.703924302,-0.6977296542088038,3.7632692739971434,0.05054537144588562,0.0,0.0,0.0,0.0,0.0,0.0,4631.735387206234,0.9634970928038991,0.9603283808879399,0.7418593648744308,113.98131371093251,171.18634188414842,0.0,0.0,0.0,inf,-10762.5548694022,24044.841565640643,405.3527780993172,-0.001173386496001988,-0.00017267176267336815,-2.63949830423281e-06,9987.675187464742,0.7520352841688545,0.9603283808879244,0.7418593648742221,298.7722347728819,155.0582890237176,0.0,0.0,0.0,inf
31,162983830.63843974,9330150549.30949,1809832266.7889338,22892797.884458236,-0.7052643172626414,3.7617253522610437,0.05052550311942888,0.0,0.0,0.0,0.0,0.0,0.0,4906.494379705279,0.9655763826476612,0.9603280529553387,0.7418927433722596,126.20112123486275,171.95772172658263,0.0,0.0,0.0,inf,-16584.260142996907,22490.31128672324,380.5607357429617,-0.0010354803401752544,-0.000409096945666515,-6.632151899911662e-06,10486.689330135978,0.7656466113150466,0.9603280529553228,0.7418927433718764,310.36243790026305,157.37175865697228,0.0,0.0,0.0,inf
32,168241373.5622604,9326422813.210539,1829605646.5747807,23158385.867521483,-0.7127865745281088,3.760183843397706,0.050505726522655434,0.0,0.0,0.0,0.0,0.0,0.0,5144.001480041053,0.9671908056494218,0.9603273049863125,0.741942906427843,137.15471598765123,173.03439779907978,0.0,0.0,0.0,inf,-21604.98696739599,19836.827103671152,337.17531197977223,-0.0008712096540351988,-0.0005920711520590455,-9.73462506825021e-06,10911.035530669467,0.7760697068631076,0.9603273049863119,0.7419429064275422,320.620220788559,160.48271030487635,0.0,0.0,0.0,inf
33,173498916.48608103,9322655551.913507,1849370922.2171729,23423870.01784149,-0.7203004306331189,3.7586420727935828,0.05048599766872627,0.0,0.0,0.0,0.0,0.0,0.0,5339.396018479932,0.9684087480631898,0.9603260475683669,0.7420013882349286,147.18452180528635,174.32060724842532,0.0,0.0,0.0,inf,-25719.731720499694,16344.577620292082,279.5347896878229,-0.0006923005928289871,-0.0007293793630093817,-1.2074858742971745e-05,11255.386945226523,0.7838522977324568,0.9603260475683874,0.7420013882367412,329.92590584159484,164.13378571673894,0.0,0.0,0.0,inf
34,178756459.40990168,9318848802.991991,1869128086.2548013,23689250.485794585,-0.7278081802739919,3.7570978193486284,0.05046627980063689,0.0,0.0,0.0,0.0,0.0,0.0,5490.055002909793,0.969287065759692,0.9603242617875887,0.7420586247531329,156.5567205565518,175.74834010704166,0.0,0.0,0.0,inf,-28870.95124117285,12235.932215156965,211.3538540515292,-0.0005055180363381928,-0.0008274910178713915,-1.3759821008575484e-05,11518.033319031678,0.78942275678093,0.9603242617876153,0.74205862475466,338.5638837238224,168.14661784742734,0.0,0.0,0.0,inf
35,184014002.33372232,9315002594.804356,1888877121.0660596,23954527.253316585,-0.7353111262903804,3.7555494422167195,0.05044654567137886,0.0,0.0,0.0,0.0,0.0,0.0,5594.6120829666515,0.9698678363497417,0.9603219943640542,0.7421053829792593,165.48417024977937,177.26780712535202,0.0,0.0,0.0,inf,-31028.401970673352,7703.6482737883925,135.85677761853003,-0.0003147490119251306,-0.0008911922890099538,-1.4868891431643258e-05,11698.873890491874,0.7930870671712081,0.96032199436406,0.742105382980813,346.7549638148089,172.3927411308911,0.0,0.0,0.0,inf
36,189271545.2575429,9311116950.467943,1908618001.8909683,24219700.183688622,-0.7428100154116062,3.7539958587039544,0.05042677726805968,0.0,0.0,0.0,0.0,0.0,0.0,5652.395802867691,0.9701789128989278,0.9603193477495244,0.7421338695554238,174.14490211001242,178.84057820171597,0.0,0.0,0.0,inf,-32177.608874898404,2919.637504966464,55.921849194259266,-0.00012226696888545385,-0.0009236502074221817,-1.545466149593369e-05,11798.33045659326,0.7950434137713636,0.9603193477495278,0.7421338695566692,354.6798553621844,176.77402207043536,0.0,0.0,0.0,inf
37,194529088.1813636,9307191890.0206,1928350699.633044,24484769.06802821,-0.7503053082466625,3.7524364939974477,0.05040696502788736,0.0,0.0,0.0,0.0,0.0,0.0,5663.122414839282,0.9702351842202561,0.9603164671715956,0.7421385630047779,182.69672111144814,180.4346165254334,0.0,0.0,0.0,inf,-32313.59352945909,-1956.9061866244301,-25.783756981829356,7.048487294453176e-05,-0.0009265585194129858,-1.5545209342619683e-05,11816.783995282078,0.7953964055240943,0.9603164671716017,0.7421385630039943,2.496482744719657,181.20913031062048,0.0,0.0,0.0,inf
38,199786631.10518417,9303227431.416983,1948075183.423842,24749733.668055195,-0.7577973632476834,3.750871244862583,0.05038710726960172,0.0,0.0,0.0,0.0,0.0,0.0,5626.751187592597,0.970039460108133,0.96031352554771,0.742116806131522,191.28931498224148,182.02041571787512,0.0,0.0,0.0,inf,-31437.9829890579,-6772.067415303551,-106.67992005428096,0.00026235977212446526,-0.0009002430151550181,-1.5145749412554302e-05,11754.320727521494,0.7941656320450774,0.960313525547703,0.7421168061341009,10.353732394275694,185.6233306271419,0.0,0.0,0.0,inf
39,205044174.02900484,9299223590.661423,1967791423.0644808,25014593.75698291,-0.7652865889709396,3.7493004700380275,0.050367210065498956,0.0,0.0,0.0,0.0,0.0,0.0,5543.459036967028,0.9695826466463764,0.9603107066128248,0.7420691741649684,200.07533215776135,183.5675734702084,0.0,0.0,0.0,inf,-29558.623940695077,-11370.12695730105,-184.1549505449002,0.0004520656961629066,-0.0008436893963085293,-1.4239003750606254e-05,11610.689560650913,0.7912872853710399,0.9603107066128268,0.7420691741619132,18.403786945714177,189.93955383611348,0.0,0.0,0.0,inf
40,210301716.9528255,9295180381.12691,1987499391.4908485,25279349.160982955,-0.7727736086087661,3.747725008350922,0.05034728758072892,0.0,0.0,0.0,0.0,0.0,0.0,5413.726980602722,0.968843165757632,0.9603081863365699,0.7419996069792987,209.22183692436164,185.041205196263,0.0,0.0,0.0,inf,-26691.558105751872,-15586.410666246898,-255.4453044921902,0.0006376879491601928,-0.0007544907162655018,-1.278421756378031e-05,11385.454010504043,0.7866087123335418,0.9603081863365841,0.741999606979189,26.814972461762217,194.06900076058952,0.0,0.0,0.0,inf
41,215559259.87664613,9291097811.875462,2007199067.3917196,25543999.80342917,-0.7802594842826831,3.746146216316859,0.050327362752139324,0.0,0.0,0.0,0.0,0.0,0.0,5238.564190134839,0.9677857929666104,0.9603061126897897,0.7419152616113937,218.9235724520729,186.3975744891603,0.0,0.0,0.0,inf,-22865.895109407604,-19239.694754536264,-317.5072336738958,0.0008160384082174232,-0.0006287382872013914,-1.0715189617498903e-05,11078.396610843178,0.7798764785737389,0.9603061126897835,0.7419152616114364,35.78713038910768,197.8994238819455,0.0,0.0,0.0,inf
42,220816802.8004668,9286975884.505516,2026890438.022439,25808545.752739124,-0.7877460661649456,3.7445659974953154,0.05030746785602394,0.0,0.0,0.0,0.0,0.0,0.0,5019.936814948088,0.9663605591378325,0.9603045841241626,0.7418260011640694,229.4194985692233,187.57820637228951,0.0,0.0,0.0,inf,-18132.95907906443,-22124.043632747605,-366.87799815804465,0.0009816425823988562,-0.00046093650784459483,-7.938624965780385e-06,10690.32989847794,0.7707207948433284,0.9603045841241232,0.7418260011645936,45.57189536404756,201.2787202537728,0.0,0.0,0.0,inf
43,226074345.7242874,9282814587.633167,2046573501.9969718,26072987.270366136,-0.7952365624155522,3.7429867442484257,0.05028764365561227,0.0,0.0,0.0,0.0,0.0,0.0,4761.5293629372545,0.9645036466646952,0.9603036279582939,0.7417433899587567,241.01371710852027,188.5016559445272,0.0,0.0,0.0,inf,-12582.300244428217,-24000.710532137193,-399.5366418491467,0.0011250859973039873,-0.0002441718443751545,-4.336608422183261e-06,10224.616044569437,0.7586467757211963,0.9603036279583256,0.7417433899577484,56.500643623298295,203.9906686772148,0.0,0.0,0.0,inf
44,231331888.64810804,9278613887.52746,2066248271.129557,26337324.84369665,-0.8027364525519847,3.7414109811675895,0.05026793362285457,0.0,0.0,0.0,0.0,0.0,0.0,4470.053102091014,0.9621455565175755,0.960303181682209,0.7416790218611581,254.09980104014772,189.05245122804607,0.0,0.0,0.0,inf,-6368.865369021893,-24592.795601272956,-410.808563960818,0.001230364143266438,2.8852607183577073e-05,2.1663052031883033e-07,9689.923548906212,0.7430655159780165,0.9603031816821976,0.7416790218603102,69.02207418923064,205.71935092826692,0.0,0.0,0.0,inf
45,236589431.57192868,9274373712.879757,2085914768.5976355,26601559.158562705,-0.8102547928040684,3.7398401991385657,0.050248364679888656,0.0,0.0,0.0,0.0,0.0,0.0,4157.401156487425,0.9592396531966264,0.9603030837551587,0.7416420159481011,269.1797330109523,189.06898220369368,0.0,0.0,0.0,inf,242.8125776797533,-23590.57744659856,-395.4452911179542,0.001271095117168275,0.0003624342755359847,5.798840949010949e-06,9105.010404845152,0.7234573906621251,0.9603030837551064,0.741642015946842,83.74489979201262,206.00265934541315,0.0,0.0,0.0,inf
46,241846974.49574932,9270093932.487228,2105573016.7050383,26865690.898985907,-0.8178054285116344,3.738271844970424,0.050228897006532436,0.0,0.0,0.0,0.0,0.0,0.0,3843.8552772251905,0.9558383780212301,0.9603030864307182,0.7416357109814704,286.8454822054166,188.34043749227115,0.0,0.0,0.0,inf,6813.865669205785,-20687.018535937183,-348.20552029409737,0.0012070019704560897,0.0007491368181812424,1.2294121899214072e-05,8506.229959842347,0.6998880775529716,0.9603030864306499,0.7416357109794603,101.4546506946768,204.1964325918205,0.0,0.0,0.0,inf
