,Times,X_Pos_Eris,Y_Pos_Eris,Z_Pos_Eris,X_Vel_Eris,Y_Vel_Eris,Z_Vel_Eris,semimajor_axis_Eris,eccentricity_Eris,inclination_Eris,longitude_ascending_Eris,argument_periapse_Eris,mean_anomaly_Eris,precession_Eris,obliquity_Eris,longitude_Eris,spin_orbit_angle_Eris,spin_period_Eris,Lx_Eris,Ly_Eris,Lz_Eris,E_Eris,X_Pos_Dysnomia,Y_Pos_Dysnomia,Z_Pos_Dysnomia,X_Vel_Dysnomia,Y_Vel_Dysnomia,Z_Vel_Dysnomia,semimajor_axis_Dysnomia,eccentricity_Dysnomia,inclination_Dysnomia,longitude_ascending_Dysnomia,argument_periapse_Dysnomia,mean_anomaly_Dysnomia,precession_Dysnomia,obliquity_Dysnomia,longitude_Dysnomia,spin_orbit_angle_Dysnomia,spin_period_Dysnomia,Lx_Dysnomia,Ly_Dysnomia,Lz_Dysnomia,E_Dysnomia,X_Pos_Hercules,Y_Pos_Hercules,Z_Pos_Hercules,X_Vel_Hercules,Y_Vel_Hercules,Z_Vel_Hercules,semimajor_axis_Hercules,eccentricity_Hercules,inclination_Hercules,longitude_ascending_Hercules,argument_periapse_Hercules,mean_anomaly_Hercules,precession_Hercules,obliquity_Hercules,longitude_Hercules,spin_orbit_angle_Hercules,spin_period_Hercules,Lx_Hercules,Ly_Hercules,Lz_Hercules,E_Hercules,Lx_totHercules,Ly_totHercules,Lz_totHercules
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.7402731242503,0.9999888351261358,62.09716583627863,139.16915660609644,338.2626571867053,179.99780528168824,-165.1943496555201,62.09716583627861,134.65654101164608,48.71321673048914,378.76068836682504,1459.009570733287,4699.734397484839,2986.4479354354726,-0.7409533720212579,-22056.814003764386,27629.81496592926,-12245.716384338559,-0.097116587889179,-0.014352607148849228,0.1404197961501601,34191.04701833858,0.06990948011756065,62.09716583627863,139.16915660609644,161.35403926847331,176.45285187530266,-165.19434965552014,62.09716583627861,134.66227058959737,48.71321673048916,378.76068836682504,87296.45537293941,101028.08439960102,70656.5491740104,-0.3659016888089186,-1317.5801487597641,14385.586555998563,-6396.845391037403,-0.21823561669612004,0.0048579471597993635,0.10418834980623747,12354.000000000004,0.2430000000000012,33.95920851740389,134.66227058959737,114.33086322937997,210.04632769495973,134.66227058959737,33.95920851740389,114.33086322938013,0.7341666970255614,378.76068836682504,929.8197369805272,918.9222194384777,1941.1028710606656,-0.026677109632330314,89685.28468065322,106646.74101652433,75584.09998050654
1,789334.6673336668,0.0,0.0,0.0,0.0,0.0,0.0,413.2260018153745,0.9999886836726358,62.088725444996385,139.1573826302484,187.3645335694486,179.99992246654003,-165.20246047659344,62.112173743328476,-16.940921354211287,48.71793903809271,378.76790732541684,1471.2663606936317,4692.044161570214,3018.4786398107835,-0.7619188701889484,29150.313168102763,-22271.26901142973,-4182.194746974186,0.03589935279346184,0.07552314043839245,-0.15217622243611384,34143.02286429008,0.057189681133835886,62.088725444996385,139.1573826302484,7.498870980998975,179.8496115665536,-165.2016725875275,62.12215767738877,-16.939948728385822,48.72101338456319,378.78868586980303,87308.39967961413,101020.89651338533,70651.9794895959,-0.36612544488935916,8038.257365140041,-9530.32287220808,818.3755274789046,0.2252195120898656,0.1237331008147534,-0.1691629035021135,11515.091287134117,0.11452933612901649,34.20633325372354,135.87775248738632,67.39322916059467,91.68645674158519,134.66260765538712,33.95933572983364,-37.267938521788565,0.778046500991587,378.75708402836744,905.6200866312583,933.798736145269,1913.6417506152568,-0.02678395407015569,89685.28612693901,106646.73941110082,75584.09988002194
2,1578669.3346673336,0.0,0.0,0.0,0.0,0.0,0.0,418.7839166500772,0.9999888427291135,62.098940155694905,139.13580934912216,36.55834042715778,180.001499121832,-165.20663710803808,62.11624835828697,-168.54313396878214,48.73628916077112,378.768813452392,1462.1403958809474,4634.304661633616,2961.9485849032653,-0.7433771790389104,-29554.460267642935,11777.536158274892,19697.2749298262,0.035404525817345,-0.11557725945987901,0.12132790446004257,34174.11548530943,0.07048820823162859,62.098940155694905,139.13580934912216,214.46534460290337,182.40435981699252,-165.2049642154593,62.127049957224976,-168.55423880346444,48.74031856816861,378.79854572951615,87329.48773197143,101014.01244439691,70654.89146642301,-0.3657876725966205,-7092.212537905307,12886.448215576042,-3044.21521141455,-0.18362406466573225,-0.10871147791859537,0.14034996959838575,12676.995735672082,0.2267738397028018,34.259810896828206,138.1693291278053,115.69042932313867,238.01748714688918,134.6632298793199,33.959419810260286,171.1349203425758,1.0787182526733898,378.75471018582823,893.6572979286071,998.4222554654241,1967.258854116028,-0.02647140557004392,89685.285425781,106646.73936149596,75584.0989054423
3,2368004.002001001,0.0,0.0,0.0,0.0,0.0,0.0,414.59566647405035,0.9999887276647808,62.10375392533344,139.12361379607523,247.1659213365657,179.99643885645102,-165.2116087019912,62.13257262459851,39.85312726079217,48.74756017125485,378.7693289072838,1492.0843146107427,4642.886100354943,2960.853880420978,-0.754413083152879,21323.46298800066,2670.331620544343,-30174.034015886522,-0.09935810449652971,0.1281857208166368,-0.060260721302542744,34139.13450715614,0.06116433887249056,62.10375392533343,139.12361379607523,72.93364235846634,173.49438679124705,-165.20649923377053,62.152675673299235,39.824355922386545,48.75677750966189,378.8014099119739,87334.90509975124,101002.0848582773,70651.5375854056,-0.36600648204494257,12579.122092822168,-4328.7026520835325,-3713.7129310656196,0.08054190015311562,0.22216672852488237,-0.14879659158151182,12239.733500519638,0.15518486071681142,33.78454597278734,139.41089625549006,75.75958750751056,113.70761691463501,134.66362029839027,33.95922811818054,19.539467576533628,1.3562194434304615,378.75191102552213,858.2973176097837,1001.770219460785,1971.706659128742,-0.0265650940881913,89685.28673197176,106646.74117809303,75584.09812495533
4,3157338.6693346673,0.0,0.0,0.0,0.0,0.0,0.0,416.28964495089554,0.999988785902407,62.11676687919032,139.10915936636584,95.19605239055775,180.00355910241424,-165.22314073039428,62.140839470658605,-111.74813593095583,48.75516602522826,378.76769617836163,1458.9271746310956,4591.74958080472,2886.186122993171,-0.7515390036843289,-8794.06962696867,-15301.325514361657,32742.385772500482,0.13469384253573305,-0.10629324193307063,-0.014779941879380374,34122.54977328924,0.0659917912916122,62.11676687919032,139.10915936636587,269.8684588991073,186.06594525672338,-165.22205831317436,62.16541309223397,-111.79188032312703,48.761998995847875,378.79518292908426,87355.69149272994,100986.46086662903,70654.92827879314,-0.3658866851504306,-11202.349493338905,8171.206713481748,970.2454958761687,-0.08890187174571239,-0.21533059751657183,0.15022070034663323,13439.462365082625,0.20199045434486845,34.00634762331503,140.82613816036965,113.13498692051368,271.27871423996186,134.66441353109965,33.95936155356097,-132.0543831732362,1.9328103572062532,378.74674926418777,870.6664042235668,1068.5311813025864,2042.984593086871,-0.02615960936291469,89685.2850715846,106646.74162873634,75584.09899487319
5,3946673.336668334,0.0,0.0,0.0,0.0,0.0,0.0,417.4645256642181,0.9999888147031859,62.1186498254317,139.11204993794922,306.2891732428796,179.99617428325695,-165.22272686415786,62.1554180641515,96.6448229225999,48.75699153037398,378.76927213309244,1454.3526489839605,4623.722657459383,2886.84014868555,-0.7458411647389153,-7486.44234763844,25080.445651206475,-26575.833377904648,-0.1360183504066636,0.05549669913409409,0.08898892012976346,34142.176944118604,0.06842314398575797,62.1186498254317,139.11204993794922,131.80584461996338,173.6891981004036,-165.21672022464875,62.18680751956304,96.58214304566116,48.76969591337018,378.79266089453296,87367.82497275186,100973.79648511815,70658.26707941134,-0.36583605696701565,12957.047301836055,2452.5998314152803,-7123.672196477954,-0.054827652709106715,0.2315076477231948,-0.09457846932876203,13094.291736501393,0.1640469499706565,33.67607866476748,140.55897479383077,85.59474332107943,135.8872957492268,134.66400403875804,33.95917020243772,76.35428122900775,2.3467690816604074,378.7450638339437,863.106763416563,1049.2225368426762,2038.9924138138597,-0.026249165656358077,89685.28438515238,106646.7416794202,75584.09964191074
6,4736008.004002001,0.0,0.0,0.0,0.0,0.0,0.0,413.6203082761229,0.9999887250242654,62.13156588138421,139.10926797280936,154.64480900183457,180.00175505722268,-165.23313602435175,62.168552139726245,-54.95617170701841,48.75668352675993,378.770124914764,1398.6503516929315,4578.358270350763,2818.112375095669,-0.7609273251322286,20404.199709105073,-27454.917599600427,13990.71175445555,0.10367633668841428,0.007171646043616659,-0.13860518086268736,34064.906635055384,0.06071034505534093,62.13156588138421,139.10926797280936,331.7843272827018,183.22412307933183,-165.23005909525892,62.20830452128726,-55.030665276758334,48.76888156132084,378.79174932981346,87382.89301953277,100962.12547279746,70650.09402040821,-0.36602465693590924,-11805.84578715602,1021.9992599566393,4695.098788445131,0.06487953698606481,-0.27222478925381516,0.11258944248643867,14397.825813763398,0.19798488936842437,34.024007992468235,140.75351611701,110.79833524289799,306.6827242866055,134.66542169430826,33.95882621408787,-75.23674752767788,2.7586629736722164,378.73848543989743,903.7414201080436,1106.255205625958,2115.8932407542056,-0.025799437776813976,89685.28479133375,106646.73894877417,75584.09963625809
7,5525342.671335666,0.0,0.0,0.0,0.0,0.0,0.0,419.0353999515885,0.999988869327969,62.12217940849292,139.10584582372803,4.707007870092163,179.9993768455964,-165.2331236327161,62.17544344767947,153.4398453148183,48.75904778304423,378.7657259421445,1382.6321626560077,4579.42454595046,2842.9985479572497,-0.7416219455481133,-29147.59755995245,23342.726468073342,2715.8707693635224,-0.041717211217154763,-0.06930516705461574,0.1506679695006217,34123.80511502208,0.07266510583746884,62.12217940849289,139.10584582372803,185.54979602840973,179.02771345009273,-165.22695795110897,62.21737398600076,153.35548727714811,48.77443563213321,378.7781357736215,87403.18831902475,100953.64063270364,70651.61273021136,-0.36576861117323106,9957.551169155517,8361.132635128897,-8684.412708518736,-0.15304257226183035,0.1874236800305542,-0.03187125139905676,13908.79381383629,0.14502103145216286,34.41567148122366,141.0739478182702,93.4541947303956,159.41963455227403,134.66482087816308,33.959047611578136,133.17564643272013,3.229451986427489,378.7361598965274,899.464116585725,1113.6736634632484,2089.4876132458676,-0.025839652181147997,89685.28459826649,106646.73884211735,75584.09889141448
8,6314677.338669335,0.0,0.0,0.0,0.0,0.0,0.0,413.37979477824973,0.9999887296431127,62.12073769111806,139.10374497141783,214.5314312148561,179.99793385689503,-165.24132804782784,62.19002225494186,1.842806623073727,48.756971103927704,378.7595239702367,1330.4270697158715,4529.002470528707,2808.3770937749523,-0.7659774330031588,29410.418854721756,-12520.529399317515,-18507.282997192488,-0.03001757867395917,0.11452332276927474,-0.1264920766081295,34032.871735801484,0.061123625494801,62.12073769111806,139.10374497141783,37.87599249587345,176.22730114614382,-165.2355213100808,62.24061559143151,1.7582241153180351,48.77415066856062,378.7575457252771,87408.2500674196,100942.17460624516,70648.8575204748,-0.3660398598792811,-7349.851131184153,-6509.857965820095,6593.183306016397,0.23575682381064889,-0.21992193710365796,0.014913773717559616,15065.93686514395,0.20442691208790573,35.361072757062296,141.1578003746773,112.45022413999673,338.02346571717294,134.66565856761966,33.95804350849604,-18.411660229518557,3.4980913732797214,378.7309313589671,946.6096328727921,1175.5623320266948,2126.8635892195402,-0.025447340315709055,89685.28677000826,106646.73940880055,75584.0982034693
9,7104012.006003003,0.0,0.0,0.0,0.0,0.0,0.0,417.7732881240018,0.9999888483557489,62.11789885500139,139.08748435680627,63.06007276698296,180.00298603162435,-165.24971694694446,62.1951188258443,-149.74971756763745,48.76428008974713,378.74757430819596,1342.1976170738772,4518.920042806405,2811.3976052795138,-0.7432661620357812,-22972.368348933152,-684.988103940952,29414.46087391892,0.09228730346072175,-0.12751764326596968,0.06790541905975522,34077.39494017418,0.07109502639499489,62.11789885500139,139.08748435680627,238.92508699211282,184.75524681952328,-165.24670508056013,62.24759158591399,-149.8224581197901,48.779522328558,378.7184500104059,87422.74431488328,100923.71691550025,70651.51966586153,-0.36588994878990677,4744.211527791838,12436.811902618254,-8691.744022761615,-0.21258361460469324,0.10611344949155908,0.03279556599586947,14647.185264723475,0.12314803444550462,35.545376428562285,142.6081913210668,95.28868238563147,188.3751135095848,134.66617729581714,33.95868603337257,-169.99695383316896,4.041254496598605,378.7279047090893,920.3435162787679,1204.1041939967904,2121.1812438986026,-0.025436083309937584,89685.28544823593,106646.74115230344,75584.09851503966
