,Times,X_Pos_Eris,Y_Pos_Eris,Z_Pos_Eris,X_Vel_Eris,Y_Vel_Eris,Z_Vel_Eris,semimajor_axis_Eris,eccentricity_Eris,inclination_Eris,longitude_ascending_Eris,argument_periapse_Eris,mean_anomaly_Eris,precession_Eris,obliquity_Eris,longitude_Eris,spin_orbit_angle_Eris,spin_period_Eris,Lx_Eris,Ly_Eris,Lz_Eris,E_Eris,X_Pos_Dysnomia,Y_Pos_Dysnomia,Z_Pos_Dysnomia,X_Vel_Dysnomia,Y_Vel_Dysnomia,Z_Vel_Dysnomia,semimajor_axis_Dysnomia,eccentricity_Dysnomia,inclination_Dysnomia,longitude_ascending_Dysnomia,argument_periapse_Dysnomia,mean_anomaly_Dysnomia,precession_Dysnomia,obliquity_Dysnomia,longitude_Dysnomia,spin_orbit_angle_Dysnomia,spin_period_Dysnomia,Lx_Dysnomia,Ly_Dysnomia,Lz_Dysnomia,E_Dysnomia,X_Pos_Hercules,Y_Pos_Hercules,Z_Pos_Hercules,X_Vel_Hercules,Y_Vel_Hercules,Z_Vel_Hercules,semimajor_axis_Hercules,eccentricity_Hercules,inclination_Hercules,longitude_ascending_Hercules,argument_periapse_Hercules,mean_anomaly_Hercules,precession_Hercules,obliquity_Hercules,longitude_Hercules,spin_orbit_angle_Hercules,spin_period_Hercules,Lx_Hercules,Ly_Hercules,Lz_Hercules,E_Hercules
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.5846011778153,0.9999990261951617,61.077300960945756,139.0568568782508,340.3299492646571,179.99841182437785,145.98964619933375,35.43743962884139,20.259787635825916,26.126876003038603,349.0658503988659,36250.46120034748,43482.47477980108,34494.69449734492,-0.4487731832687465,-22421.171523420253,27443.553292492583,-10925.694477521854,-0.0954121131744284,-0.01982179725853185,0.14025437512815975,35782.99762338868,0.027923336750915885,61.077300960945756,139.0568568782508,180.59340855522672,158.60619347381123,139.0568568782508,61.07730096094575,-91.2827940836439,0.0,349.0658503988659,36250.46120034748,43482.47477980108,34494.69449734492,-0.4487731832687465,9778.008202738412,271.71834943061964,-108.17519284675103,-0.0009446743878656278,0.3281296071023571,0.0013886571794867301,9999.999999999995,5.149560155027949e-16,0.0,0.0,179.9632584303733,180.03674156962668,0.0,0.0,0.0,0.0,349.0658503988659,36250.46120034748,43482.47477980108,34494.69449734492,-0.4487731832687465
1,789334.6673336668,0.0,0.0,0.0,0.0,0.0,0.0,184.02312661922537,0.9999990286139477,61.0785478629018,139.05755151584404,184.85128649261293,180.0016623534027,147.3147148473002,35.78511960249696,-114.68773503751143,25.995855473808884,349.0610281990118,36215.08025338305,43504.53321668872,34490.74185994587,-0.4487837799584004,28974.713244056875,-23123.59788314209,-2751.6146407334827,0.041530858817930325,0.07255488506781493,-0.1484491184645506,35784.438739105295,0.03034749237557983,61.07854786290177,139.05755151584404,345.3917233402975,200.64341393884408,0.0,0.0,0.0,0.0,inf,36215.08025338305,43504.53321668872,34490.74185994587,-0.4487837799584004,-3844.822876595741,9035.276755665878,-16.610132514499277,-0.29788933609958984,-0.13460497823776169,0.0007038101983759888,10243.162496853687,0.011601838448253271,0.3852947457158154,105.06806979632016,42.613201287711895,327.08634607425654,0.0,0.0,0.0,0.0,inf,36215.08025338305,43504.53321668872,34490.74185994587,-0.4487837799584004
2,1578669.3346673336,0.0,0.0,0.0,0.0,0.0,0.0,185.30993276979262,0.9999990349389554,61.068234583351995,139.0527403148901,33.848638021871125,179.9986511318928,147.99686778028158,35.519797407572646,110.88759941675855,26.357908117583293,349.04919226845476,36183.676863660476,43523.25670355951,34491.5699596047,-0.4487831826162119,-30091.695896292622,12755.593970594642,18247.83088469628,0.025482150423089957,-0.11263256793032955,0.1236949336037754,35813.1748642359,0.035882995452406474,61.068234583351966,139.0527403148901,227.02044128411018,165.86608119623136,0.0,0.0,0.0,0.0,inf,36183.676863660476,43523.25670355951,34491.5699596047,-0.4487831826162119,-5815.077454537852,-7387.991344437719,22.7381632228209,0.26900170486275937,-0.20990130717193983,0.004105981234777685,9340.258661650802,0.02706605615195927,1.0971356904828455,295.9200216128784,210.03359974696133,84.65885428963409,0.0,0.0,0.0,0.0,inf,36183.676863660476,43523.25670355951,34491.5699596047,-0.4487831826162119
3,2368004.002001001,0.0,0.0,0.0,0.0,0.0,0.0,182.5782761510588,0.9999990204587877,61.062190445537276,139.03836692734743,239.0936155036993,180.00083109770696,149.7173140650267,35.67939242884312,-24.380010508398588,26.539837139287112,349.0706311827576,36147.768777845944,43545.85253155789,34490.76569061049,-0.4487842427254511,24342.39065397945,-856.0853063983182,-27693.105284854682,-0.08388642798967987,0.12885868339601503,-0.07653485249039245,35784.47159644349,0.021079010754363352,61.062190445537276,139.03836692734743,45.16021411929204,194.52407973110513,0.0,0.0,0.0,0.0,inf,36147.768777845944,43545.85253155789,34490.76569061049,-0.4487842427254511,9642.056240893071,-1353.007031900071,191.4405123412356,0.0543679022030405,0.3251174388130641,-0.004128957173912871,9072.545543765633,0.054693427982186585,2.884080208489291,248.57386258443768,310.4271503471239,149.87533366927013,0.0,0.0,0.0,0.0,inf,36147.768777845944,43545.85253155789,34490.76569061049,-0.4487842427254511
4,3157338.6693346673,0.0,0.0,0.0,0.0,0.0,0.0,186.14573237825456,0.9999990397433518,61.066069152650286,139.03059574913829,86.57509883161157,179.99991289576275,150.21765983780983,35.73639910554514,-158.66020400705813,26.600710912700904,349.0762040010205,36117.51825467761,43565.86475349678,34489.132604456005,-0.4487845178958721,-13602.22779225623,-12238.398891137462,32849.166946198064,0.12371080520353701,-0.11392991723572185,0.008885955237950481,35806.08510789627,0.039746841691243956,61.066069152650286,139.03059574913829,267.33437151616374,179.17852323591566,0.0,0.0,0.0,0.0,inf,36117.51825467761,43565.86475349678,34489.132604456005,-0.4487845178958721,-2321.714511994927,9565.367834296443,-281.10919877938113,-0.3150737901797509,-0.0831047922000392,-0.006822053194807164,9809.513805556384,0.033351458850277634,3.7348595406609277,213.4328311448384,6.257073536730396,246.519282577445,0.0,0.0,0.0,0.0,inf,36117.51825467761,43565.86475349678,34489.132604456005,-0.4487845178958721
5,3946673.336668334,0.0,0.0,0.0,0.0,0.0,0.0,182.4786290756103,0.9999990206027591,61.065856141685295,139.0354361234772,293.840073919947,179.99933134144604,151.89802296241376,35.600381706792085,66.10570544212105,27.119160464555875,349.0446852951557,36082.103486649656,43587.3138922853,34488.33144913603,-0.44878296042842075,-556.2555010833058,22084.609039812538,-29507.105059473928,-0.14068294894123842,0.07807505179396833,0.060192708304435065,35759.570904312655,0.021003508992406505,61.065856141685295,139.0354361234772,125.05048142512825,168.31434525031375,0.0,0.0,0.0,0.0,inf,36082.103486649656,43587.3138922853,34488.33144913603,-0.44878296042842075,-7027.069146019589,-6256.650594985849,-78.71191003508577,0.22857307331502638,-0.25258263875802706,0.015890952287548332,9948.625992661431,0.04065670193350161,2.8520438398531573,196.03205879360766,13.534233323044415,12.115745334199094,0.0,0.0,0.0,0.0,inf,36082.103486649656,43587.3138922853,34488.33144913603,-0.44878296042842075
6,4736008.004002001,0.0,0.0,0.0,0.0,0.0,0.0,185.44600622461556,0.9999990358601599,61.058042940819625,139.03553923807152,139.27195246456827,180.00129351057745,152.63444052522286,35.9613766183841,-68.36171616754504,26.977269114646464,349.0611394141615,36050.75526679376,43608.56165157868,34485.11655009482,-0.4487837877461645,13681.876745594105,-27542.17985905503,21389.05820142585,0.1234469799706247,-0.02449126906733445,-0.11290882704401571,35807.40535580675,0.036706620199401685,61.058042940819625,139.03553923807152,306.943547947349,193.25124645028188,0.0,0.0,0.0,0.0,inf,36050.75526679376,43608.56165157868,34485.11655009482,-0.4487837877461645,9237.057203473492,-2912.7820781231603,543.6617097055221,0.10835722918874385,0.31262635668987226,-0.005800566450542912,9137.488498896522,0.06030197374331892,2.201279506089455,229.48208965169266,342.9045560109563,126.08260901253139,0.0,0.0,0.0,0.0,inf,36050.75526679376,43608.56165157868,34485.11655009482,-0.4487837877461645
7,5525342.671335666,0.0,0.0,0.0,0.0,0.0,0.0,183.835885034258,0.9999990272899484,61.05621821390229,139.02395894898194,348.2063295300361,179.9983531083798,153.867863519495,35.668487685185255,156.76702592048576,27.57590905090809,349.07265392179943,36015.445264547125,43627.58824452704,34484.15018596456,-0.44878432767417503,-25035.711071758255,26610.037220795537,-6641.892954107886,-0.08049013774023,-0.03688497596342569,0.14579473569317652,35794.03829105576,0.02907228500949768,61.05621821390229,139.02395894898194,188.37313312794697,158.66074201135913,0.0,0.0,0.0,0.0,inf,36015.445264547125,43627.58824452704,34484.15018596456,-0.44878432767417503,-729.122363842533,9832.586161880949,-450.8497377458613,-0.32328710359783275,-0.030177431160296114,-0.017407149177001355,9013.676401664561,0.07500527947261326,4.1278927607809885,239.0369668917299,4.411524747735747,213.94747525402124,0.0,0.0,0.0,0.0,inf,36015.445264547125,43627.58824452704,34484.15018596456,-0.44878432767417503
8,6314677.338669335,0.0,0.0,0.0,0.0,0.0,0.0,183.75682033892545,0.9999990272513137,61.064272628071244,139.01776801177206,192.72871908215188,180.00158425591684,155.15283814756395,36.117961752521964,21.85486938147009,27.577789730561463,349.06179633438114,35983.672912927774,43650.57724946475,34479.18964532484,-0.4487838162415951,29927.9797628574,-20757.999397087628,-7157.599443404125,0.023062803081941446,0.08637977240568723,-0.14531123459117562,35779.72120256405,0.028906717539813522,61.064272628071244,139.01776801177206,353.24441459631026,200.61215792480806,0.0,0.0,0.0,0.0,inf,35983.672912927774,43650.57724946475,34479.18964532484,-0.4487838162415951,-8040.199185351085,-4918.159205155572,-304.7841452657565,0.17982837432442694,-0.2877019937431345,0.02581803818622633,9907.7028939167,0.05508257397396435,4.739755941156235,226.61317188791466,38.36682314214348,309.52862210008306,0.0,0.0,0.0,0.0,inf,35983.672912927774,43650.57724946475,34479.18964532484,-0.4487838162415951
9,7104012.006003003,0.0,0.0,0.0,0.0,0.0,0.0,185.50372567630654,0.9999990364536341,61.06642574586171,139.0201725813362,41.61268536888894,179.9987668930927,155.83451577749884,35.92776608386482,-112.56816263271435,27.95357891311128,349.060965921137,35950.56018516386,43667.795523380555,34477.775981422594,-0.4487837614354337,-29045.4015571295,9283.76773317511,21778.59484036423,0.04362315480965078,-0.11942069927036227,0.11133930947146604,35797.83858639459,0.0372109545140327,61.066425745861714,139.0201725813362,233.19196270083785,167.5408448542993,0.0,0.0,0.0,0.0,inf,35950.56018516386,43667.795523380555,34477.775981422594,-0.4487837614354337,8544.2928133954,-4425.402785460729,897.5271523317748,0.16085051213431573,0.29066720354409664,-0.0034259269882903768,10180.170603421368,0.03699485913763195,4.03259511266899,230.08364821651315,50.062279854659536,49.41707497732137,0.0,0.0,0.0,0.0,inf,35950.56018516386,43667.795523380555,34477.775981422594,-0.4487837614354337
