,time,Lat_Prim,Long_Prim,DeltaLat_Hiiaka,DeltaLong_Hiiaka,DeltaLat_Hiiaka_err,DeltaLong_Hiiaka_err,DeltaLat_Namaka,DeltaLong_Namaka,DeltaLat_Namaka_err,DeltaLong_Namaka_err
0,2453746.2298680567,26.845326328876144,193.3970557995836,0.18904756994402305,-0.3113320306085542,0.0025551391906910178,0.00276062578698831,-0.15399890576190955,0.11460619444343473,0.002625762374332898,0.0028515741382298433
1,2453746.2588706617,26.845591639079093,193.39706114299557,0.19343650751579844,-0.31544482407882024,0.00256826855182548,0.0027848608765615773,-0.15899744305158947,0.11392719162879783,0.002664335457990397,0.002879023617153519
2,2454137.994271204,27.207134348073737,194.26412590759557,0.11475611085387527,-0.28246247811386677,0.0019907074455351548,0.002604115622138358,-0.5309811993740254,0.20903258900003321,0.004123052453573894,0.007262915414945842
3,2454138.011272494,27.20726778124585,194.26396574808098,0.11572595683020381,-0.28337917033107146,0.0017984310169257237,0.0012739996158350484,-0.5294750239400514,0.2030990596105803,0.0071098097971476785,0.004104460548504531
4,2454138.0582760596,27.207643140585205,194.26353268888977,0.12365124475053335,-0.29112595635561306,0.0021567641289741944,0.002976615415819142,-0.5216542044664152,0.20067142224768167,0.005568249252228625,0.005869435242390136
5,2454138.0752773494,27.207776573451515,194.26337252850982,0.12529021509237737,-0.29062207448024424,0.0021891600394420793,0.0022016951075856986,-0.523885797258572,0.200312727609565,0.006407280063835769,0.005511215689601532
6,2454138.1252811397,27.208171600493568,194.26290632090482,0.13215521584584167,-0.29701749334516386,0.0025433535397364625,0.001562840901118678,-0.5107382532003157,0.19441459099602765,0.003668955630058497,0.004252428918838806
7,2454138.142282428,27.208308888380632,194.26275583833097,0.13546476283750053,-0.295694975497555,0.0026373003679059635,0.003316681585615216,-0.5114807445295355,0.1985059447990039,0.005232664035066114,0.005932754543545467
8,2454138.19128614,27.20869478809811,194.26229422430592,0.1417222802217566,-0.30254153350891283,0.0020992245733121966,0.0017877570659622793,-0.49936105352514915,0.19109577283184534,0.012535764141475676,0.009890883663361239
9,2454138.208287427,27.20882822032807,194.26213406213404,0.14485171725766577,-0.30382289172163607,0.002982917532666445,0.0031524800298666686,-0.5035203909756092,0.19017605493167086,0.004112031435447266,0.005607762820219938
