,time,Lat_Prim,Long_Prim,DeltaLat_Hiiaka,DeltaLong_Hiiaka,DeltaLat_Hiiaka_err,DeltaLong_Hiiaka_err
0,2453746.525,26.781379466818205,192.17743472493007,-0.9596666740506521,-0.8593486449322242,0.0025210322839622893,0.002221423270732934
1,2453746.554,26.78139236291416,192.17752078225158,-0.9610193995087002,-0.8598371964458348,0.002548822923941829,0.0021966758683957003
2,2454138.287,26.92986516404925,193.2315551514983,-0.6857172956429736,-0.720267708921669,0.001974539076683857,0.0020926814888815905
3,2454138.304,26.929875409807128,193.23160795465267,-0.6873303087388649,-0.7212703611717024,0.0019705835966192073,0.000994669027874481
4,2454138.351,26.929890655981122,193.2317278087505,-0.6917746528316115,-0.7240265083750004,0.0020833970253720047,0.002496362757785093
5,2454138.368,26.929900901723514,193.23178061193383,-0.693376677942581,-0.7250176555556436,0.002227645976917805,0.0016657358148606035
6,2454138.418,26.929920020645103,193.23191010494662,-0.6980714882942607,-0.7279150286038041,0.002733317178727668,0.0012120115139001015
7,2454138.435,26.92992639361556,193.2319532692944,-0.6996619140053895,-0.7288940854724628,0.002532774071843152,0.002683048300201405
8,2454138.484,26.929936394283576,193.23208737131728,-0.704229508806975,-0.7316988572732936,0.0021697817271868845,0.001410159460260833
9,2454138.501,26.929946639993624,193.2321401745594,-0.7058084156938094,-0.7326659595318517,0.002890615048609611,0.002617203665333656
10,2454138.551,26.92996575883533,193.2322696677089,-0.7104349577744529,-0.7354924801078896,0.002211821815863316,0.0013725279933870544
11,2454138.567,26.92997213177025,193.2323128321055,-0.7119099803745144,-0.7363913160070819,0.0021958359813477987,0.001752854788717854
12,2454469.653,27.049934804737468,194.12584964038777,0.8818337897210426,0.6086258614223539,0.007959667860437109,0.004131206771597661
13,2454593.726,27.09354416983797,194.46125687452286,-0.9837188444564049,-0.7171451808960114,0.0041770263754315855,0.003100595377995701
14,2454600.192,27.095792754063762,194.47875225025197,-0.4444492075364792,-0.1635916902796082,0.004241591078531825,0.004227346306382602
15,2454601.99,27.09642024827651,194.4836075053523,-0.22923829384495775,0.023954975273517424,0.005173664197001898,0.006079354707255289
16,2454603.788,27.097042418878583,194.48847709588506,-0.0027099081250980817,0.21022613365901266,0.005572544477475414,0.002380260359011248
17,2454605.788,27.09774370348176,194.49387634097747,0.24858043111919415,0.40409556342577774,0.009368935146160495,0.004720300171496384
18,2455375.661,27.350222891154395,196.58191930874816,-0.7791006005462009,-0.7804178128252215,0.0014964182842181189,0.0013422307749286911
19,2455375.727,27.350230517019263,196.5819388358445,-0.7796045902665583,-0.7806784653705766,0.001608877996851308,0.0011056620268823907
20,2455375.793,27.35023280035785,196.5819726585157,-0.7806113398814318,-0.7811985444545307,0.001895624909833961,0.0012316022713415552
21,2455375.859,27.35024727626175,196.58209365364382,-0.7844553238797403,-0.7831770229720985,0.0017741641413253433,0.0011652283068860313
22,2455375.9280000003,27.35024574664969,196.5821177127753,-0.7851213724720196,-0.7835186493742299,0.0017180318434811947,0.0013146073363096869
23,2455375.993,27.35024421705834,196.58214177190268,-0.7859529018134026,-0.783944657250038,0.001847734755768548,0.0012260316392475644
24,2455376.058,27.350266318737397,196.5822822942123,-0.7900107914409205,-0.7860156181076873,0.0013574260061004794,0.001388074834131512
25,2457155.338,27.35027013170672,196.58229205776428,-0.7905882336757486,-0.7863092332980037,0.005562774178181284,0.003970714861847418
26,2457203.995,27.35028917409278,196.58248069843566,-0.7960048452574142,-0.7890500669891167,0.0019686112935125557,0.0016946693009968368
27,2455375.655,27.35030821643694,196.5826693391933,,,,
28,2455375.673,27.350332601281877,196.58284368445686,,,,
29,2455375.719,27.350347830560647,196.5830225618129,,,,
30,2455375.737,27.808721607132373,201.479248746492,,,,
31,2455375.786,27.8188582536729,201.6149674518429,,,,
