,time,dist,RA-Primary,DEC-Primary,Delta-RA,Delta-RA-err,Delta-DEC,Delta-DEC-err
0,2453755.91818,16.6752,10.208333,12.152460000000001,-0.08727,0.0029,-0.08172,0.0029
1,2453781.05226,16.54295,10.145075,12.4925,0.06642,0.0019,-0.15552,0.0019
2,2453785.57234,16.539479999999998,10.132703,12.55738,0.1357,0.0019,-0.08515,0.0019
3,2454044.5685099997,17.9201,10.589333,9.69048,-0.00355,0.0019,-0.13523,0.0019
4,2454091.95205,17.13477,10.639719,9.39343,0.10178,0.0019,0.00323,0.0019
