,time,dist,RA-Primary,DEC-Primary,Delta-RA,Delta-RA-err,Delta-DEC,Delta-DEC-err
0,2452117.9229599996,43.25528,20.580064,-18.83043,-3.3875699999999997,0.12586,1.23479,0.12586
1,2452145.74085,43.35606,20.545353,-18.964029999999998,-3.62521,0.10676,1.41479,0.10676
2,2452145.76181,43.35621,20.545331,-18.96412,-3.6972300000000002,0.11439,1.13763,0.11439
3,2452145.7828900004,43.35637,20.545306,-18.96421,-3.71884,0.07242,1.36083,0.07242
4,2452146.7568900003,43.36383,20.544197,-18.96846,-3.45959,0.13981,1.41479,0.13981
5,2452146.77753,43.36399,20.544175,-18.96855,-3.6288400000000003,0.05462,1.22399,0.05462
6,2452170.66406,43.61893,20.521431,-19.05614,-3.8915800000000003,0.21638000000000002,1.26363,0.21638000000000002
7,2452170.67234,43.61905,20.521425,-19.05617,-3.9059800000000005,0.21638000000000002,1.61999,0.21638000000000002
8,2452170.67648,43.6191,20.521422,-19.056179999999998,-3.63959,0.21638000000000002,1.5407899999999999,0.21638000000000002
9,2452171.6891400004,43.63265,20.520685999999998,-19.059060000000002,-3.9851699999999997,0.15277000000000002,1.20236,0.15277000000000002
10,2452433.02857,43.65271,20.719972,-18.39848,-3.2976400000000003,0.07712999999999999,1.4904,0.07712999999999999
11,2452433.0397900003,43.65256,20.719964,-18.39852,-3.20401,0.07712999999999999,1.4939799999999999,0.07712999999999999
12,2452520.50102,43.448159999999994,20.621114000000002,-18.79748,-3.14645,0.03348,1.46882,0.03348
13,2452521.49922,43.45789,20.620092,-18.8015,-2.91961,0.1488,1.47601,0.1488
14,2452849.55982,43.299479999999996,20.750789,-18.404870000000003,-2.83323,0.20615,1.62005,0.20615
15,2452851.79834,43.29847,20.747914,-18.41666,-2.70357,0.06417,1.7351900000000002,0.06417
16,2452940.50556,44.24596,20.679442,-18.69625,-2.41202,0.03435,1.6668,0.03435
17,2452940.51013,44.24604,20.679442,-18.69625,-2.3940099999999997,0.026539999999999998,1.6667900000000002,0.026539999999999998
18,2452940.51355,44.24609,20.679442,-18.69624,-2.39399,0.03751,1.68477,0.03751
19,2453264.6369,43.616,20.779344000000002,-18.41307,-1.8215599999999998,0.21886,1.88998,0.21886
20,2453264.66437,43.61633,20.779319,-18.41317,-1.8972,0.21886,1.6992099999999999,0.21886
21,2453290.49947,43.990629999999996,20.764667000000003,-18.47371,-1.5407899999999999,0.02344,1.77836,0.02344
22,2453290.64095,43.992940000000004,20.764628,-18.47387,-1.58398,0.024990000000000002,1.76037,0.024990000000000002
23,2453291.63509,44.00922,20.764378,-18.47496,-1.51559,0.0625,1.62721,0.0625
24,2453293.66448,44.04275,20.763944,-18.476879999999998,-1.54796,0.07031,1.70639,0.07031
25,2453559.94718,43.437529999999995,20.946172,-17.83256,-0.864,0.02623,1.8036400000000001,0.02623
26,2453559.9700599997,43.43737,20.946147,-17.83268,-0.954,0.04073,1.82522,0.04073
27,2453584.62595,43.34605,20.916022,-17.9647,-0.8964200000000001,0.0625,1.69563,0.0625
28,2453639.67135,43.75166,20.856907999999997,-18.214489999999998,-0.81358,0.0749,1.8287900000000001,0.0749
29,2453639.73657,43.75257,20.856864,-18.21467,-0.9036,0.07316,1.7388299999999999,0.07316
30,2453647.6173900003,43.86716,20.852283,-18.23377,-0.74157,0.09573,1.7387700000000001,0.09573
31,2453647.65318,43.8677,20.852267,-18.23384,-0.87121,0.08922000000000001,1.65963,0.08922000000000001
32,2454030.3996,44.154540000000004,20.931297,-18.02086,0.11519000000000001,0.14669000000000001,1.59835,0.14669000000000001
33,2454036.5492,44.259609999999995,20.931210999999998,-18.02135,0.25919000000000003,0.035339999999999996,1.61635,0.035339999999999996
34,2454036.55355,44.25969,20.931210999999998,-18.02135,0.15841,0.03354,1.6560400000000002,0.03354
35,2454359.6938099996,43.63686,21.034597,-17.69527,0.9863700000000001,0.11067,1.5551700000000002,0.11067
36,2454359.70003,43.63693,21.034592,-17.69529,0.8352,0.09331,1.6595900000000001,0.09331
37,2454359.73572,43.63734,21.034557999999997,-17.695439999999998,0.9936,0.0868,1.54082,0.0868
38,2454360.51976,43.64622,21.03385,-17.6985,0.9720200000000001,0.043460000000000006,1.50845,0.043460000000000006
39,2454360.52459,43.64628,21.033847,-17.698520000000002,1.0116100000000001,0.02356,1.5876,0.02356
40,2454383.51232,43.96048,21.018407999999997,-17.76461,1.0871899999999999,0.043769999999999996,1.43997,0.043769999999999996
41,2454383.5203,43.960609999999996,21.018406,-17.76463,1.02241,0.0328,1.50483,0.0328
42,2454383.53712,43.96087,21.018397,-17.76466,1.0116,0.0328,1.49042,0.0328
43,2454407.58849,44.36238,21.015403,-17.77694,1.0620100000000001,0.05754,1.494,0.05754
44,2454407.5926900003,44.36245,21.015403,-17.77694,1.2456200000000002,0.06547,1.46163,0.06547
45,2454416.5312,44.51735,21.018061,-17.765539999999998,1.1268200000000002,0.05313,1.46522,0.05313
46,2454680.93163,43.42009,21.170239000000002,-17.20842,1.63802,0.061439999999999995,1.27443,0.061439999999999995
47,2454763.59645,44.20557,21.098314000000002,-17.52949,1.8972099999999998,0.06944,1.07641,0.06944
48,2455030.00906,43.50526,21.274231,-16.84486,2.04657,0.05189,0.78595,0.05189
49,2455030.01335,43.50523,21.274225,-16.84488,2.0922,0.056920000000000005,0.7441399999999999,0.056920000000000005
50,2455030.01764,43.50521,21.274219,-16.8449,2.14301,0.06157000000000001,0.72428,0.06157000000000001
51,2455030.02193,43.505179999999996,21.274217,-16.844929999999998,2.09412,0.053320000000000006,0.71802,0.053320000000000006
52,2455030.02623,43.50516,21.274210999999998,-16.84495,2.02544,0.060020000000000004,0.70065,0.060020000000000004
53,2455030.03051,43.50513,21.274206,-16.84497,2.0757,0.06157000000000001,0.7496,0.06157000000000001
54,2455124.62667,44.136309999999995,21.182292,-17.26879,2.0927,0.04433,0.57853,0.04433
55,2455124.6309,44.136379999999996,21.182289,-17.2688,2.13689,0.07409,0.54985,0.07409
56,2455124.63467,44.13644,21.182289,-17.2688,1.97612,0.07905,0.5165,0.07905
57,2455124.63889,44.136509999999994,21.182289,-17.2688,2.0813,0.0558,0.48825,0.0558
58,2455307.81794,44.75297,21.386414000000002,-16.38042,1.8497700000000001,0.1873,0.25377,0.1873
59,2455307.8390900004,44.752629999999996,21.386428,-16.380370000000003,1.8515599999999999,0.35483000000000003,0.03011,0.35483000000000003
60,2455307.8440900003,44.75255,21.386433,-16.38036,1.60869,0.18129,-0.0054,0.18129
61,2455307.84909,44.75247,21.386436,-16.38034,1.8334400000000002,0.11929000000000001,-0.02422,0.11929000000000001
62,2455307.85409,44.75238,21.386439000000003,-16.380329999999997,1.8338400000000001,0.11724000000000001,-0.014419999999999999,0.11724000000000001
63,2455307.85908,44.7523,21.386442000000002,-16.38032,1.7728099999999998,0.19183,-0.10119,0.19183
64,2455359.87401,43.90868,21.389144,-16.40309,1.797,0.021509999999999998,-0.018930000000000002,0.021509999999999998
