,time,dist,RA-Primary,DEC-Primary,Delta-RA,Delta-RA-err,Delta-DEC,Delta-DEC-err
0,2453357.10048,43.57866,9.105997,18.48986,-0.40505,0.08625,-0.50645,0.08625
1,2453357.1071900004,43.57858,9.105992,18.48989,-0.40305,0.07495,-0.58098,0.07495
2,2453357.11006,43.578540000000004,9.105992,18.4899,-0.4753,0.07475,-0.6607,0.07475
3,2453411.79539,43.27447,9.041961,18.77561,-0.46416,0.132,-0.52318,0.132
4,2453411.87839,43.27468,9.041853,18.77606,-0.35552,0.11965,-0.54761,0.11965
5,2453411.9178,43.27479,9.0418,18.77627,-0.28068000000000004,0.0519,-0.53075,0.0519
6,2453471.78055,43.89196,8.986508,18.98035,-0.36716,0.03755,-0.52653,0.03755
7,2453471.80652,43.89237,8.9865,18.98037,-0.38039,0.053,-0.42583999999999994,0.053
8,2453471.83612,43.89285,8.986492,18.98039,-0.41002,0.10845,-0.48958,0.10845
9,2453682.06096,44.24409,9.202714,18.03894,-0.53576,0.0734,-0.15161,0.0734
10,2454145.97731,43.30093,9.208136,18.05329,0.11281,0.03615,-0.47807,0.03615
11,2454146.01093,43.30103,9.208092,18.05348,0.1755,0.05595,-0.36489,0.05595
12,2454590.75606,44.25108,9.236147,17.88405,-0.39295,0.09755,-0.7340399999999999,0.09755
13,2454590.7587099997,44.251129999999996,9.236147,17.88404,-0.35614,0.0717,-0.60345,0.0717
14,2454591.76275,44.26822,9.236314,17.88257,-0.29314,0.0595,-0.72897,0.0595
15,2454591.7654,44.26826,9.236314,17.88257,-0.31328,0.07945,-0.6789,0.07945
16,2455190.0573400003,43.63834,9.519878,16.58849,-0.6049100000000001,0.0186,-0.06867999999999999,0.0186
17,2455190.06243,43.63828,9.519875,16.58851,-0.5546399999999999,0.01925,-0.12387000000000001,0.01925
18,2455190.06756,43.638220000000004,9.519869,16.58853,-0.5704899999999999,0.0202,-0.11367000000000001,0.0202
19,2455190.07266,43.63815,9.519867,16.58856,-0.5616,0.01435,-0.07732,0.01435
20,2455207.72435,43.45078,9.502978,16.67746,-0.54498,0.017,-0.11116,0.017
21,2455207.72858,43.45074,9.502975,16.67749,-0.54294,0.0634,-0.07719,0.0634
22,2455207.73236,43.45071,9.502969,16.67751,-0.5754100000000001,0.0377,-0.018430000000000002,0.0377
23,2455207.7365900003,43.45068,9.502964,16.677529999999997,-0.55324,0.01395,-0.07572999999999999,0.01395
24,2455207.77541,43.45035,9.502922,16.67775,-0.5355800000000001,0.042,-0.1639,0.042
25,2455207.7834099997,43.45029,9.502914,16.677789999999998,-0.53878,0.0482,-0.15595,0.0482
26,2455207.78764,43.45025,9.502908,16.67782,-0.55313,0.0093,-0.06971000000000001,0.0093
27,2455209.7343200003,43.434470000000005,9.500744000000001,16.68883,-0.53532,0.01515,-0.09508,0.01515
28,2455209.73856,43.43444,9.500742,16.688860000000002,-0.55089,0.0337,-0.15395,0.0337
29,2455209.74233,43.43441,9.500736,16.688879999999997,-0.56375,0.03495,-0.012819999999999998,0.03495
30,2455209.74657,43.43438,9.500731,16.6889,-0.52398,0.0122,-0.08909,0.0122
31,2455298.795,43.871629999999996,9.405303,17.119529999999997,-0.45478999999999997,0.0148,0.00259,0.0148
32,2455298.8001,43.87171,9.4053,17.11954,-0.45991000000000004,0.0175,0.02331,0.0175
33,2455298.80523,43.87178,9.405297000000001,17.11955,-0.48671000000000003,0.0146,0.04828,0.0146
34,2455298.8103400003,43.87186,9.405294,17.11956,-0.44983,0.0179,0.036430000000000004,0.0179
35,2455324.77373,44.29847,9.401517,17.11867,-0.44746,0.02015,0.05475,0.02015
36,2455324.77882,44.298559999999995,9.401517,17.118660000000002,-0.44628999999999996,0.0187,0.03798,0.0187
37,2455324.78395,44.29865,9.401517,17.11865,-0.4387,0.02385,0.01626,0.02385
38,2455324.78905,44.29874,9.401519,17.11864,-0.47358999999999996,0.02625,0.06256,0.02625
39,2455327.78175,44.34967,9.402153,17.11351,-0.41008999999999995,0.02565,0.060329999999999995,0.02565
40,2455334.76101,44.46785,9.404486,17.09755,-0.43456999999999996,0.01795,0.0796,0.01795
41,2455334.7661099997,44.467929999999996,9.404489,17.09754,-0.44611999999999996,0.02235,0.06952,0.02235
42,2455561.9090299997,43.59126,9.596878,16.21154,0.02695,0.0182,-0.44738999999999995,0.0182
43,2455561.91599,43.59118,9.596872,16.211570000000002,0.03254,0.0183,-0.43678999999999996,0.0183
44,2455561.92178,43.59111,9.596867,16.21161,0.03868,0.02085,-0.44492,0.02085
45,2455561.92759,43.59105,9.596861,16.21163,0.05466,0.0213,-0.44173,0.0213
46,2455561.9391900003,43.59091,9.59685,16.21169,0.030739999999999996,0.0186,-0.43231,0.0186
47,2457779.99329,43.55641,10.059556,13.77796,-0.8277100000000001,0.00112,-0.26506,0.001
48,2458887.32987,43.57629,10.286211,12.48933,-0.78997,0.00108,-0.46871999999999997,0.00114
