,large_low_synch_low_synch_offset,large_low_synch_low_synch_,large_low_synch_low_fast_offset,large_low_synch_low_fast_,large_low_synch_high_synch_offset,large_low_synch_high_synch_,large_low_synch_high_fast_offset,large_low_synch_high_fast_,large_low_fast_low_synch_offset,large_low_fast_low_synch_,large_low_fast_low_fast_offset,large_low_fast_low_fast_,large_low_fast_high_synch_offset,large_low_fast_high_synch_,large_low_fast_high_fast_offset,large_low_fast_high_fast_,large_high_synch_low_synch_offset,large_high_synch_low_synch_,large_high_synch_low_fast_offset,large_high_synch_low_fast_,large_high_synch_high_synch_offset,large_high_synch_high_synch_,large_high_synch_high_fast_offset,large_high_synch_high_fast_,large_high_fast_low_synch_offset,large_high_fast_low_synch_,large_high_fast_low_fast_offset,large_high_fast_low_fast_,large_high_fast_high_synch_offset,large_high_fast_high_synch_,large_high_fast_high_fast_offset,large_high_fast_high_fast_,shape_low_synch_low_synch_offset,shape_low_synch_low_synch_,shape_low_synch_low_fast_offset,shape_low_synch_low_fast_,shape_low_synch_high_synch_offset,shape_low_synch_high_synch_,shape_low_synch_high_fast_offset,shape_low_synch_high_fast_,shape_low_fast_low_synch_offset,shape_low_fast_low_synch_,shape_low_fast_low_fast_offset,shape_low_fast_low_fast_,shape_low_fast_high_synch_offset,shape_low_fast_high_synch_,shape_low_fast_high_fast_offset,shape_low_fast_high_fast_,shape_high_synch_low_synch_offset,shape_high_synch_low_synch_,shape_high_synch_low_fast_offset,shape_high_synch_low_fast_,shape_high_synch_high_synch_offset,shape_high_synch_high_synch_,shape_high_synch_high_fast_offset,shape_high_synch_high_fast_,shape_high_fast_low_synch_offset,shape_high_fast_low_synch_,shape_high_fast_low_fast_offset,shape_high_fast_low_fast_,shape_high_fast_high_synch_offset,shape_high_fast_high_synch_,shape_high_fast_high_fast_offset,shape_high_fast_high_fast_
shape_low_synch_low_fast_,165.74824319715196,165.78621463743454,192.32657605182735,192.37277426094718,293.6230185747032,293.66365381089685,186.64971896222315,186.6790821199847,33.12764471724909,33.3092977602454,25.707365602265966,25.746883219588135,29.587250189033615,29.1446749634242,75.7404362151563,75.46229311823818,53.348447393359095,53.180956429375435,122.36372682416838,122.38534371843053,177.59321498443884,177.616662588946,111.44826493084283,111.45376502968546,64.6325182485734,64.10229249104898,63.22147601148305,62.902192580084304,36.06891521022977,35.77075378527949,36.377404974735164,35.9349599125586,10.331993244158415,10.11849442858138,0.8863098438752717,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shape_low_synch_high_synch_offset,160.77672419264124,161.12885416867815,187.2933686253624,187.34939864888304,298.5932961831711,298.6378730224153,181.6213491786071,181.65598585183665,31.513656076756895,31.62836607090464,20.816134007501923,20.91816815964045,32.38112427952762,31.95463694644089,76.85013172176149,76.55398281279346,55.98511135457009,55.8915062287238,117.33900914631624,117.36873740863561,172.52833468814012,172.55824409172675,106.40342705367118,106.41565453509025,67.44867713894686,66.97113991635254,67.40372786209443,67.26431521564598,40.26031901036853,40.1547931293502,39.919005373523824,39.635907577542675,15.01085872187642,15.022793800409877,5.716528008899623,5.790771672625662,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
shape_low_synch_high_synch_,160.67426494105965,160.77672419264124,187.24406815788302,187.2933686253624,298.5508072055234,298.59329618317116,181.59133973020624,181.6213491786071,31.422699361586332,31.513656076756895,20.738041856512144,20.816134007501915,32.8234221949791,32.38112427952763,77.1763415831922,76.85013172176149,56.112689188791805,55.98511135457005,117.31577207994796,117.33900914631622,172.50470782755286,172.5283346881401,106.39823705448993,106.40342705367115,67.94262783166312,67.44867713894685,67.58438889895307,67.40372786209443,40.412197116933456,40.260319010368555,40.249522898222224,39.91900537352381,15.040758947395155,15.010858721876433,5.696556101340391,5.716528008899621,0.8863098438752541,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
shape_low_synch_high_fast_offset,178.63530596790346,178.6881730620596,204.96150580938448,205.0167948198945,281.6962627341892,281.7444172289904,199.60809349449568,199.6421310819106,46.276418034413126,46.4989409417947,38.89508072704293,39.00198726445517,21.535817681518424,21.18115229052981,67.90103888242095,67.75746741730993,61.14999032107091,61.038243111125226,135.84319386380932,135.87079359379595,190.51932790534823,190.55010976082826,124.89702271778424,124.91053461440558,53.364803330326644,52.840274795826225,51.11851210535254,50.661880190752505,24.237771491694314,23.82429400495593,24.659636712277926,24.186856388075537,4.466010968904105,4.514653302574591,14.129409787523745,14.219488180879642,18.71815354342562,18.768291330632984,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
shape_low_synch_high_fast_,178.59287432682086,178.63530596790346,204.91177542738856,204.96150580938448,281.65031576196736,281.6962627341892,199.5780295597608,199.60809349449573,46.05796018459128,46.276418034413155,38.801046630430235,38.895080727042945,21.922232181419254,21.535817681518417,68.07928466572002,67.90103888242092,61.30398835670715,61.149990321070895,135.82084777801802,135.84319386380932,190.49363856697124,190.51932790534823,124.88915436630307,124.89702271778424,53.90662969584214,53.36480333032662,51.59757456760349,51.118512105352565,24.67205289881558,24.237771491694343,25.16158152207292,24.65963671227792,4.516763840817763,4.466010968904115,14.104671844325516,14.129409787523775,18.699781058256285,18.718153543425643,0.8863098438752357,0.0,,,,,,,,,,,,,,,,,,,,,,,,
shape_low_fast_low_synch_offset,186.30518328250838,186.3606270933576,212.3915244404373,212.44336207827808,274.6184557252576,274.6703471753084,207.36302863381343,207.3956545320916,53.61563962366467,53.84217563675322,46.41439895412233,46.519305795787474,23.629723503380518,23.495741656901814,58.14413747939602,58.017358382572944,69.0047527471852,68.89987772924883,144.08586181729189,144.11102916789912,198.23001296845212,198.2585916307637,133.1446031678505,133.15529707804978,43.411076387303176,42.88279869863054,41.56367437868587,41.19771754158039,14.76470713150515,14.428066950822837,14.915241598645176,14.463653083739372,12.139489347834045,12.64463829657858,21.98664330983188,22.06561988496538,27.01408897744969,27.03627034183095,10.099582363139042,10.67863017121188,0.0,,,,,,,,,,,,,,,,,,,,,,,
shape_low_fast_low_synch_,186.26408104789283,186.30518328250847,212.34525945355787,212.39152444043734,274.56887809698816,274.61845572525755,207.33441403130388,207.36302863381346,53.39297700729118,53.61563962366472,46.322062830344514,46.414398954122376,23.80104045938689,23.6297235033805,58.302805771524,58.14413747939602,69.15664219495532,69.00475274718515,144.06589570125803,144.0858618172919,198.20649250295168,198.2300129684521,133.13948267538404,133.1446031678505,43.95694294356923,43.41107638730313,41.976293454690314,41.563674378685846,15.148031264774467,14.764707131505155,15.403907230039977,14.915241598645133,12.058702323462064,12.139489347834072,21.989331245360482,21.98664330983193,27.02186677977817,27.01408897744973,9.93088088283273,10.099582363139044,0.8863098438752087,0.0,,,,,,,,,,,,,,,,,,,,,,
shape_low_fast_low_fast_offset,186.8682370652444,186.92028603695337,213.0142722908439,213.06731630566003,273.8670890861047,273.9180218413474,207.9008277893761,207.93462789480688,53.43968866009172,53.66125037531304,46.55762003284733,46.65779223091929,21.061488506893664,20.98912098213358,61.11932521121386,61.043319957765185,66.77547306687924,66.81465832452386,144.54877957518596,144.57549537576665,198.7939643370596,198.82443883439976,133.603118079382,133.6160317133751,43.860972020095794,43.322009512699694,41.74746818847242,41.32650169929043,15.131646456093069,14.742155636262776,15.248107019134464,14.799618612324537,12.442831934146474,12.51949472528548,22.423171935029306,22.48025434686984,27.448315686828614,27.472759049145992,9.605339076800849,10.109971896328581,4.099984120298641,3.9026351580848613,0.0,,,,,,,,,,,,,,,,,,,,,
shape_low_fast_low_fast_,186.82741411401432,186.86823706524441,212.96654180572,213.01427229084393,273.8185817159195,273.86708908610467,207.87090317253404,207.90082778937614,53.222026361278694,53.439688660091775,46.468967683690686,46.557620032847375,21.204497710287352,21.061488506893664,61.20725994510796,61.11932521121388,66.84374013785902,66.77547306687924,144.52702552976623,144.548779575186,198.76831686089747,198.79396433705958,133.5955104670267,133.60311807938206,44.42134555223017,43.86097202009575,42.20433015633472,41.74746818847242,15.557991332240677,15.131646456093092,15.746484846468563,15.248107019134437,12.453398003932138,12.442831934146499,22.41224980294044,22.423171935029348,27.447642904364134,27.448315686828654,9.237012615858783,9.605339076800854,4.418437199808063,4.099984120298635,0.8863098438752051,0.0,,,,,,,,,,,,,,,,,,,,
shape_low_fast_high_synch_offset,179.92674849650467,179.99483582642375,206.1764338700137,206.2294800063572,280.63760773961155,280.6872873256552,200.92701164450415,200.96102012437916,47.02216539474409,47.24461187438497,39.34875769727486,39.46380714226489,20.184837717070796,19.875348082998563,62.65946516702342,62.48647509617736,64.48856779856857,64.37279813269004,137.33931491815054,137.36638200515088,191.82945812896992,191.85923797188713,126.39733194817582,126.40941909821328,49.20218019687225,48.68547746640318,47.848666075943825,47.57973930238302,20.845025477454655,20.58952250283145,20.9006041549169,20.491101811296176,6.35414908520216,6.876774270712638,15.166056818542643,15.56637191753511,20.163858554274377,20.197618089777727,5.941890312760079,6.319647185968767,7.114700997537893,7.1871233014166,7.295532921674834,7.321562666080449,0.0,,,,,,,,,,,,,,,,,,,
