name,designation,period,period_err,a,a_err,e,e_err,i,i_err,long_epoch,long_epoch_err,lan,lan_err,pomega,pomega_err,mass_tot,mass_tot_err,diam_1,diam_2,epoch_jd
Teharonhiawako and Sawiskera(88611),2001 QT297,828.8,0.2,27600,100,0.249,0.002,144.4,0.3,296,1,54.1,0.6,20,1,2.43,0.03,178,129,2452000.0
