,mass_1,mass_2,sma_2,ecc_2,aop_2,inc_2,lan_2,mea_2,j2r2_1,sprate_1,spinc_1,splan_1
0,1.0413362873361806e+18,2.0966449959025144e+18,103385.08894990628,0.34731314801790536,-0.30498141374510407,-3.4018131140704106,-1.9525652034939671,654.7738475400508,7.14337147761915,0.00017453292519943296,-0.1751806498081861,-0.16265108303434983
