,time,Lat_Prim,Long_Prim,DeltaLat_Dysnomia,DeltaLong_Dysnomia,DeltaLat_Dysnomia_err,DeltaLong_Dysnomia_err
0,2453623.4603500357,-5.668827808566199,359.32763667641956,0.28108959090893393,-0.4446888022924768,0.008330414423790846,0.00787770900563387
1,2453707.380416155,-5.8343850313154935,359.20349015768363,-0.3921353307156039,0.053730595449918594,0.005878088486547094,0.006237769659124029
2,2453967.560622394,-5.369066013592339,359.47707826575714,0.3781219503778743,0.00329138189811789,0.00979483730816607,0.00933823916747167
3,2453968.5306231664,-5.372008561712101,359.4754634983421,0.3821085208116415,-0.2261950057813017,0.03933681334400132,0.040432788247843784
4,2453977.520630329,-5.400151034200487,359.4596767925304,-0.3782271730052855,0.36748802179067447,0.01986238096801752,0.02036197704736489
5,2453977.81063056,-5.401077413996931,359.45914704789175,-0.3543653815025749,0.3953338717454342,0.0009850036767303347,0.0009482134590268252
6,2453978.440631062,-5.403086431775061,359.45799517516707,-0.2736675145825984,0.4479394175090065,0.009995968212986405,0.009652099026575166
7,2454325.025989362,-5.114160475672955,359.5998995827916,-0.35674541873227383,0.3732535135831538,0.0028748496794581526,0.0037387527186591974
8,2457051.111199445,-3.6291635555593844,0.23928046271323825,-0.06785735502781165,-0.41107199684249457,0.002080711715297668,0.002121597246591575
9,2457051.181019521,-3.6289294740895675,0.23939434183056713,-0.07414251718973475,-0.40438286164517645,0.002254724007539352,0.002192733411276562
10,2457054.361342977,-3.6177884458349143,0.2448278990448313,-0.41536452368955423,0.13283394441323562,0.0024043413709600456,0.0022592784517046246
11,2457054.432083054,-3.6175372141518514,0.2449525114623711,-0.41543230934664166,0.1440334066971235,0.0021639827974597172,0.002242192509413963
