,mean,stddev
epoch,2453979.0,
period_1,15.7859,2.9999999999999997e-05
sma_2,37270,50
ecc_2,0.0062,0.0009
inc_2,45.5,0.1
long_epoch_2,125.8,0.2
lan_2,126.2,0.2
pomega_2,310,10
mass_tot,16470,70
diam_1,2326,
diam_2,514,
