,mean,stddev
epoch,2455600.0,
period_1,128.11,0.03
sma_2,7700,100
ecc_2,0.69,0.01
inc_2,33.3,0.4
long_epoch_2,136.1,0.9
lan_2,4.1,0.3
pomega_2,183.6,0.8
mass_tot,2.2,0.1
diam_1,138,
diam_2,105,
