,mean,stddev
mass_1,1.3790461780575204e+18,6e+16
mass_2,6.209538219424794e+17,0.0
sma_2,2500.0,150.0
ecc_2,0.03,0.05
aop_2,208.94307033481653,40.0
inc_2,71.2248651066093,4.0
lan_2,278.14703738651343,4.0
mea_2,6.0,6.0
lat_offset,0.0,0.005
long_offset,0.0,0.005
