,time,dist,RA-Primary,DEC-Primary,Delta-RA,Delta-RA-err,Delta-DEC,Delta-DEC-err
0,2452286.55643,41.32281,8.408892,19.80785,0.74889,0.01375,-0.18331,0.01375
1,2452286.56129,41.3228,8.408886,19.80787,0.75571,0.009890000000000001,-0.25289,0.009890000000000001
2,2452286.56545,41.32278,8.408881,19.80789,0.73018,0.009890000000000001,-0.20864000000000002,0.009890000000000001
3,2452286.57032,41.32277,8.408872,19.807920000000003,0.71512,0.02295,-0.20455,0.02295
4,2452694.65605,41.44682,8.444753,19.68894,0.9662799999999999,0.0015199999999999999,-0.09927000000000001,0.00604
5,2452752.42341,42.26421,8.412736,19.78967,0.92816,0.00218,-0.0738,0.00182
6,2453129.7429400003,42.44907,8.509014,19.457729999999998,0.65272,0.00773,0.08477,0.00773
7,2453129.75054,42.4492,8.509019,19.457720000000002,0.65189,0.00658,0.08256000000000001,0.00658
8,2453129.75815,42.449329999999996,8.509022,19.4577,0.65298,0.008190000000000001,0.08354,0.008190000000000001
9,2453129.76575,42.449459999999995,8.509025,19.45769,0.65565,0.00672,0.08703,0.00672
10,2453139.6737,42.6134,8.514933000000001,19.4349,0.63858,0.0059299999999999995,0.0849,0.0059299999999999995
11,2453139.68131,42.61352,8.514939,19.43488,0.63946,0.00727,0.08661,0.00727
12,2453139.68891,42.613640000000004,8.514944,19.43486,0.63827,0.00823,0.08422,0.00823
13,2453139.6965099997,42.61377,8.51495,19.434839999999998,0.63968,0.00718,0.09014,0.00718
14,2453155.6685900004,42.85768,8.529522,19.38028,0.62015,0.00745,0.09642,0.00745
15,2453155.67619,42.85779,8.529531,19.38025,0.61831,0.0069900000000000006,0.0912,0.0069900000000000006
16,2453155.6844200003,42.8579,8.529542,19.38022,0.61717,0.01067,0.09863999999999999,0.01067
17,2453155.69202,42.85801,8.52955,19.38019,0.6118600000000001,0.01155,0.09634,0.01155
18,2453768.00211,41.335640000000005,8.754625,18.56877,-0.5483399999999999,0.22328,0.5047699999999999,0.22328
19,2454064.1268,41.96329,8.917639,17.91552,-0.7008,0.1093,0.44286000000000003,0.1093
20,2454880.96251,41.40549,9.006844000000001,17.56105,-1.17388,0.048760000000000005,0.37426,0.048760000000000005
21,2454880.96874,41.40552,9.006836,17.56108,-1.14944,0.04678,0.4151,0.04678
22,2454880.97393,41.40554,9.006831,17.56111,-1.16731,0.09582,0.35399,0.09582
23,2454880.9791099997,41.405570000000004,9.006822,17.561139999999998,-1.04265,0.07135,0.48398,0.07135
24,2454880.98489,41.4056,9.006817,17.56117,-1.16555,0.09421,0.44073999999999997,0.09421
25,2454880.9900700003,41.40562,9.006808,17.5612,-1.16878,0.06573,0.36819,0.06573
26,2455190.0213099997,41.62778,9.168158,16.866629999999997,-0.99726,0.030039999999999997,0.28976,0.030039999999999997
27,2455190.02709,41.62771,9.168153,16.86666,-1.0193299999999998,0.03399,0.29225,0.03399
28,2455190.0329,41.62764,9.168147,16.86668,-1.0326799999999998,0.037630000000000004,0.25079,0.037630000000000004
29,2455190.0387,41.62757,9.168142,16.86671,-1.01219,0.03827,0.26022,0.03827
30,2455190.04623,41.62749,9.168136,16.86674,-1.00945,0.02967,0.28202,0.02967
31,2455248.81836,41.42555,9.094319,17.19161,-1.0159200000000002,0.03528,0.16848,0.03528
32,2455248.82403,41.42558,9.094311,17.19164,-1.03488,0.033760000000000005,0.24465,0.033760000000000005
33,2455248.82973,41.42561,9.094306,17.191670000000002,-0.9444,0.0287,0.29025,0.0287
34,2455248.83542,41.42564,9.094297000000001,17.1917,-0.8913700000000001,0.0523,0.26631,0.0523
35,2455290.81061,41.87312,9.053789,17.35976,-0.95857,0.01697,0.20904,0.01697
36,2455290.8163,41.87321,9.053786,17.359779999999997,-0.93832,0.01826,0.18611,0.01826
37,2455290.82198,41.873290000000004,9.053783000000001,17.35979,-0.9399200000000001,0.01734,0.18574000000000002,0.01734
38,2455290.82766,41.87337,9.053780999999999,17.3598,-0.94604,0.02203,0.22355999999999998,0.02203
39,2455290.83335,41.873459999999994,9.053778,17.35981,-0.92456,0.02065,0.20027,0.02065
40,2455505.1039,42.442040000000006,9.273386,16.38805,-0.60023,0.013980000000000001,0.04063,0.013980000000000001
41,2455505.10981,42.44194,9.273389,16.38804,-0.61485,0.014580000000000001,0.04363,0.014580000000000001
42,2455505.11572,42.441829999999996,9.273389,16.38803,-0.60532,0.013940000000000001,0.0361,0.013940000000000001
43,2455505.12163,42.44173,9.273392,16.38802,-0.6339199999999999,0.013980000000000001,0.060529999999999994,0.013980000000000001
44,2455505.12755,42.441629999999996,9.273394,16.38802,-0.61807,0.01403,0.05487,0.01403
45,2455505.1334700002,42.44153,9.273397000000001,16.38801,-0.62484,0.01587,0.07887999999999999,0.01587
46,2455597.95768,41.39283,9.206275,16.70412,-0.4682,0.03022,-0.03875,0.03022
47,2455597.96361,41.39283,9.206269,16.70416,-0.53676,0.04844,-0.01913,0.04844
48,2455597.97544,41.39283,9.206253,16.70423,-0.50943,0.036430000000000004,-0.01659,0.036430000000000004
49,2455597.98135,41.39283,9.206244,16.70426,-0.4573,0.03395,5e-05,0.03395
50,2455597.98727,41.39283,9.206236,16.7043,-0.5277,0.03367,-0.05343,0.03367
