name,designation,period,period_err,a,a_err,e,e_err,i,i_err,long_epoch,long_epoch_err,lan,lan_err,pomega,pomega_err,mass_tot,mass_tot_err,diam_1,diam_2,epoch_jd
,2000 CF105,3960,10,33500,100,0.304,0.008,146.7,0.2,4.7,0.3,195.9,0.2,101.6,0.9,0.189,0.003,64,50,2454881.0
